,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),223.75,-0.37,0.25,207.73,-0.41,-0.62,251.71,-0.37,0.26
World Government Bond Index (WGBI),729.69,-0.44,0.14,863.75,-0.47,-0.81,871.38,-0.43,0.15
World Government Bond Index - Developed Markets (WGBI  DM),724.68,-0.45,0.13,862.26,-0.50,-0.81,873.18,-0.45,0.15
World Government Bond Index - Extended (WGBI Extended),741.23,-0.40,0.19,877.88,-0.43,-0.70,875.73,-0.40,0.21
World Inflation-Linked Securities Index (WorldILSI),186.31,-0.15,0.45,150.26,0.06,-0.56,189.26,-0.14,0.45
US Broad Investment-Grade Bond Index (USBIG),"1,734.95",-0.35,-0.06,"1,734.95",-0.35,-0.06,"1,734.95",-0.35,-0.06
US Treasury Index,"1,514.96",-0.50,-0.38,"1,514.96",-0.50,-0.38,"1,514.96",-0.50,-0.38
US High-Yield Market Index,"1,084.50",0.75,1.31,"1,084.50",0.75,1.31,"1,084.50",0.75,1.31
US High-Yield Cash Pay Index,"1,062.87",0.75,1.32,"1,062.87",0.75,1.32,"1,062.87",0.75,1.32
US High-Yield Market Capped Index,375.14,0.75,1.28,375.14,0.75,1.28,375.14,0.75,1.28
US High-Yield Cash Pay Capped Index,371.74,0.75,1.28,371.74,0.75,1.28,371.74,0.75,1.28
LATAM Government Bond Index (LATAMGBI),219.89,-0.15,1.30,98.26,0.38,-1.41,137.75,-0.15,1.13
Euro Broad Investment-Grade Bond Index (EuroBIG),220.47,-0.61,0.77,190.94,-0.85,-1.98,261.11,-0.59,0.79
EMU Government Bond Index (EGBI),224.36,-0.71,0.70,194.31,-0.95,-2.04,265.29,-0.69,0.73
Eurodollar Bond Index,409.80,-0.14,0.23,409.80,-0.14,0.23,409.80,-0.14,0.23
Eurosterling Bond Index,503.25,-0.02,0.87,385.97,0.73,-0.34,444.06,-0.01,0.88
Euroyen Bond Index,184.34,-0.01,-0.10,135.29,-0.22,-0.17,369.57,-0.00,-0.06
CEEMEA Government Bond Index (CEEMEAGBI),144.14,-0.01,0.11,64.30,0.32,-2.29,99.12,-0.03,0.03
Middle East and North Africa Broad Bond Index (MENABBI),154.03,-0.02,0.72,154.03,-0.02,0.72,154.03,-0.02,0.72
Asian Government Bond Index (AGBI),192.96,0.01,0.66,156.49,0.06,0.31,165.52,0.01,0.66
Asian Government Extended Bond Index (AGBI-Extended),182.82,0.11,0.70,179.32,0.19,0.37,142.09,0.11,0.68
AsiaPac Government Bond Index (APGBI),193.83,-0.03,0.73,152.33,0.10,0.36,162.00,-0.03,0.73
Asian Broad Bond Index (ABBI),198.71,-0.50,-0.47,198.71,-0.50,-0.47,198.71,-0.50,-0.47
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.21,0.01,-0.00,139.20,-0.04,-0.19,131.38,0.01,-0.00
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.13,0.01,-0.00,139.13,-0.04,-0.19,131.31,0.01,-0.00
Dim Sum (Offshore CNY) Bond Index,150.07,0.02,0.07,147.38,0.20,0.13,117.95,0.02,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),293.23,-0.51,1.12,333.84,0.39,0.52,188.05,-0.49,1.12
Emerging Markets Government Bond Index (EMGBI),245.35,0.02,0.21,127.40,0.05,-0.70,152.35,0.02,0.18
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.37,-0.58,-0.26,159.59,0.40,-2.65,197.02,-0.57,-0.43
Emerging Markets US Dollar Government Bond Index EMUSDGBI),735.09,-0.22,0.22,735.09,-0.22,0.22,735.09,-0.22,0.22
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),782.96,-0.32,0.41,782.96,-0.32,0.41,782.96,-0.32,0.41
Debt Capacity World Government Bond Index (DCWGBI),168.69,-0.41,0.36,147.30,-0.40,-0.95,179.77,-0.40,0.37
Time-Weighted US Fallen Angel Bond Index,728.76,0.67,1.02,728.76,0.67,1.02,728.76,0.67,1.02
