,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),224.58,-0.26,0.62,208.59,-0.38,-0.21,252.63,-0.26,0.62
World Government Bond Index (WGBI),732.89,-0.24,0.58,867.87,-0.35,-0.34,875.13,-0.24,0.58
World Government Bond Index - Developed Markets (WGBI  DM),727.98,-0.24,0.59,866.55,-0.35,-0.32,877.09,-0.24,0.60
World Government Bond Index - Extended (WGBI Extended),744.24,-0.21,0.60,881.66,-0.33,-0.27,879.21,-0.21,0.60
World Inflation-Linked Securities Index (WorldILSI),186.58,-0.92,0.60,150.17,-1.04,-0.62,189.54,-0.91,0.60
US Broad Investment-Grade Bond Index (USBIG),"1,740.97",-0.60,0.29,"1,740.97",-0.60,0.29,"1,740.97",-0.60,0.29
US Treasury Index,"1,522.63",-0.70,0.12,"1,522.63",-0.70,0.12,"1,522.63",-0.70,0.12
US High-Yield Market Index,"1,076.40",0.30,0.55,"1,076.40",0.30,0.55,"1,076.40",0.30,0.55
US High-Yield Cash Pay Index,"1,054.93",0.30,0.56,"1,054.93",0.30,0.56,"1,054.93",0.30,0.56
US High-Yield Market Capped Index,372.36,0.29,0.53,372.36,0.29,0.53,372.36,0.29,0.53
US High-Yield Cash Pay Capped Index,368.99,0.29,0.53,368.99,0.29,0.53,368.99,0.29,0.53
LATAM Government Bond Index (LATAMGBI),220.21,-0.12,1.44,97.88,-1.27,-1.78,137.95,-0.15,1.28
Euro Broad Investment-Grade Bond Index (EuroBIG),221.83,0.28,1.39,192.57,-0.19,-1.14,262.67,0.27,1.39
EMU Government Bond Index (EGBI),225.97,0.24,1.42,196.17,-0.22,-1.10,267.13,0.24,1.43
Eurodollar Bond Index,410.36,-0.46,0.36,410.36,-0.46,0.36,410.36,-0.46,0.36
Eurosterling Bond Index,503.33,-0.16,0.89,383.17,-0.19,-1.06,444.09,-0.15,0.88
Euroyen Bond Index,184.36,-0.16,-0.09,135.58,0.09,0.05,369.59,-0.15,-0.06
CEEMEA Government Bond Index (CEEMEAGBI),144.16,-0.24,0.12,64.09,-0.95,-2.60,99.15,-0.24,0.06
Middle East and North Africa Broad Bond Index (MENABBI),154.06,-0.24,0.75,154.06,-0.24,0.75,154.06,-0.24,0.75
Asian Government Bond Index (AGBI),192.94,0.15,0.65,156.39,-0.02,0.25,165.50,0.14,0.65
Asian Government Extended Bond Index (AGBI-Extended),182.62,0.15,0.59,178.98,0.03,0.18,141.94,0.14,0.57
AsiaPac Government Bond Index (APGBI),193.89,0.22,0.77,152.17,0.07,0.25,162.04,0.22,0.76
Asian Broad Bond Index (ABBI),199.71,-0.24,0.03,199.71,-0.24,0.03,199.71,-0.24,0.03
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.20,0.04,-0.01,139.25,0.01,-0.15,131.37,0.04,-0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.12,0.04,-0.01,139.18,0.01,-0.15,131.30,0.04,-0.01
Dim Sum (Offshore CNY) Bond Index,150.04,0.07,0.05,147.08,0.22,-0.07,117.93,0.07,0.04
Australian Broad Investment-Grade Bond Index (AusBIG),294.73,0.73,1.63,332.55,0.71,0.13,188.98,0.72,1.62
Emerging Markets Government Bond Index (EMGBI),245.30,0.01,0.19,127.34,-0.30,-0.75,152.33,0.00,0.17
Emerging Markets Inflation-Linked Securities Index (EMILSI),476.12,-0.32,0.32,158.96,-1.32,-3.04,198.16,-0.34,0.14
Emerging Markets US Dollar Government Bond Index EMUSDGBI),736.74,-0.56,0.44,736.74,-0.56,0.44,736.74,-0.56,0.44
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),785.44,-0.43,0.73,785.44,-0.43,0.73,785.44,-0.43,0.73
Debt Capacity World Government Bond Index (DCWGBI),169.39,-0.09,0.78,147.88,-0.26,-0.56,180.50,-0.09,0.77
Time-Weighted US Fallen Angel Bond Index,723.89,0.13,0.35,723.89,0.13,0.35,723.89,0.13,0.35
