,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.57,0.09,1.24,252.28,-0.02,1.34,282.92,0.09,1.27
World Government Bond Index (WGBI),816.72,0.08,1.47,"1,063.36",-0.06,1.63,970.63,0.08,1.50
World Government Bond Index - Developed Markets (WGBI  DM),812.56,0.08,1.49,"1,063.84",-0.06,1.65,973.67,0.08,1.52
World Government Bond Index - Extended (WGBI Extended),822.74,0.09,1.49,"1,069.00",-0.04,1.59,969.05,0.09,1.50
World Inflation-Linked Securities Index (WorldILSI),208.34,-0.05,3.71,183.21,-0.28,3.94,211.10,-0.06,3.73
US Broad Investment-Grade Bond Index (USBIG),"1,961.57",0.15,1.07,"1,961.57",0.15,1.07,"1,961.57",0.15,1.07
US Treasury Index,"1,686.60",0.16,1.27,"1,686.60",0.16,1.27,"1,686.60",0.16,1.27
US High-Yield Market Index,"1,225.96",0.03,0.33,"1,225.96",0.03,0.33,"1,225.96",0.03,0.33
US High-Yield Cash Pay Index,"1,200.37",0.04,0.34,"1,200.37",0.04,0.34,"1,200.37",0.04,0.34
US High-Yield Market Capped Index,424.04,0.03,0.30,424.04,0.03,0.30,424.04,0.03,0.30
US High-Yield Cash Pay Capped Index,419.80,0.03,0.31,419.80,0.03,0.31,419.80,0.03,0.31
LATAM Government Bond Index (LATAMGBI),233.98,0.10,0.00,111.25,-0.74,-1.91,154.14,0.09,-0.22
Euro Broad Investment-Grade Bond Index (EuroBIG),254.27,0.06,1.56,256.76,-0.17,1.55,297.37,0.06,1.62
EMU Government Bond Index (EGBI),259.98,0.06,1.86,262.52,-0.16,1.85,303.57,0.06,1.93
Eurodollar Bond Index,477.43,0.19,1.19,477.43,0.19,1.19,477.43,0.19,1.19
Eurosterling Bond Index,582.17,0.06,1.48,517.37,-0.46,2.13,511.72,0.05,1.50
Euroyen Bond Index,187.42,0.00,0.38,170.38,-0.12,1.51,373.31,0.00,0.41
CEEMEA Government Bond Index (CEEMEAGBI),187.21,0.16,0.81,102.91,0.13,0.21,137.20,0.15,0.59
Middle East and North Africa Broad Bond Index (MENABBI),174.71,0.06,0.60,174.71,0.06,0.60,174.71,0.06,0.60
Asian Government Bond Index (AGBI),195.54,0.18,1.63,168.54,0.20,0.92,170.42,0.17,1.48
Asian Government Extended Bond Index (AGBI-Extended),184.63,0.11,1.22,193.07,0.07,0.66,146.24,0.09,1.03
AsiaPac Government Bond Index (APGBI),199.28,0.13,1.71,166.85,0.05,0.81,168.91,0.12,1.57
Asian Broad Bond Index (ABBI),229.53,-0.03,-0.35,229.53,-0.03,-0.35,229.53,-0.03,-0.35
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.95,0.18,1.46,139.66,0.28,1.54,129.80,0.17,1.25
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.87,0.18,1.46,139.59,0.28,1.54,129.74,0.17,1.25
Dim Sum (Offshore CNY) Bond Index,147.44,0.02,0.20,150.09,-0.09,0.15,118.67,0.01,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),334.64,-0.12,1.85,409.68,-0.80,-0.28,214.37,-0.13,1.83
Emerging Markets Government Bond Index (EMGBI),254.90,0.15,1.13,142.49,0.12,0.53,163.30,0.14,0.92
Emerging Markets Inflation-Linked Securities Index (EMILSI),433.31,0.19,0.64,164.67,-0.77,-1.08,195.92,0.17,0.25
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.12,0.04,0.48,950.12,0.04,0.48,950.12,0.04,0.48
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,019.97",0.05,0.32,"1,019.97",0.05,0.32,"1,019.97",0.05,0.32
Debt Capacity World Government Bond Index (DCWGBI),189.01,0.07,1.51,183.18,-0.11,1.42,200.81,0.07,1.52
Time-Weighted US Fallen Angel Bond Index,839.15,0.12,0.87,839.15,0.12,0.87,839.15,0.12,0.87
