,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.06,0.00,1.04,251.24,0.18,0.92,282.33,0.01,1.06
World Government Bond Index (WGBI),815.35,0.02,1.30,"1,058.67",0.24,1.18,968.93,0.02,1.32
World Government Bond Index - Developed Markets (WGBI  DM),811.20,0.02,1.32,"1,059.24",0.25,1.21,971.97,0.03,1.34
World Government Bond Index - Extended (WGBI Extended),821.43,0.03,1.33,"1,064.26",0.22,1.14,967.45,0.03,1.33
World Inflation-Linked Securities Index (WorldILSI),208.00,0.38,3.54,182.29,0.66,3.42,210.73,0.39,3.54
US Broad Investment-Grade Bond Index (USBIG),"1,956.45",-0.00,0.81,"1,956.45",-0.00,0.81,"1,956.45",-0.00,0.81
US Treasury Index,"1,683.03",0.02,1.06,"1,683.03",0.02,1.06,"1,683.03",0.02,1.06
US High-Yield Market Index,"1,225.69",0.05,0.31,"1,225.69",0.05,0.31,"1,225.69",0.05,0.31
US High-Yield Cash Pay Index,"1,200.09",0.05,0.32,"1,200.09",0.05,0.32,"1,200.09",0.05,0.32
US High-Yield Market Capped Index,423.98,0.05,0.29,423.98,0.05,0.29,423.98,0.05,0.29
US High-Yield Cash Pay Capped Index,419.74,0.05,0.30,419.74,0.05,0.30,419.74,0.05,0.30
LATAM Government Bond Index (LATAMGBI),233.79,-0.29,-0.08,110.72,-0.48,-2.38,154.06,-0.31,-0.27
Euro Broad Investment-Grade Bond Index (EuroBIG),253.78,-0.02,1.36,255.19,0.38,0.93,296.75,-0.01,1.41
EMU Government Bond Index (EGBI),259.46,-0.03,1.66,260.90,0.36,1.23,302.92,-0.02,1.71
Eurodollar Bond Index,475.60,-0.06,0.80,475.60,-0.06,0.80,475.60,-0.06,0.80
Eurosterling Bond Index,581.65,0.10,1.39,513.88,0.61,1.44,511.22,0.10,1.40
Euroyen Bond Index,187.36,0.02,0.35,169.47,0.26,0.97,373.17,0.02,0.37
CEEMEA Government Bond Index (CEEMEAGBI),186.78,0.24,0.58,101.55,0.31,-1.11,136.93,0.22,0.39
Middle East and North Africa Broad Bond Index (MENABBI),174.40,-0.10,0.42,174.40,-0.10,0.42,174.40,-0.10,0.42
Asian Government Bond Index (AGBI),195.35,0.15,1.53,167.74,0.02,0.44,170.28,0.13,1.39
Asian Government Extended Bond Index (AGBI-Extended),184.50,0.14,1.14,192.38,0.03,0.31,146.17,0.12,0.99
AsiaPac Government Bond Index (APGBI),199.11,0.15,1.61,166.29,0.10,0.47,168.79,0.14,1.50
Asian Broad Bond Index (ABBI),230.70,-0.15,0.15,230.70,-0.15,0.15,230.70,-0.15,0.15
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.74,0.17,1.32,138.90,0.07,0.98,129.66,0.15,1.14
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.66,0.17,1.32,138.82,0.07,0.98,129.59,0.15,1.14
Dim Sum (Offshore CNY) Bond Index,147.44,-0.03,0.20,149.61,-0.01,-0.17,118.70,-0.05,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),334.47,0.13,1.80,411.60,0.53,0.19,214.28,0.14,1.79
Emerging Markets Government Bond Index (EMGBI),254.48,0.11,0.97,141.53,0.03,-0.14,163.08,0.09,0.78
Emerging Markets Inflation-Linked Securities Index (EMILSI),434.38,-0.14,0.89,163.75,-0.34,-1.63,196.50,-0.18,0.55
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.17,-0.10,0.49,950.17,-0.10,0.49,950.17,-0.10,0.49
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,020.00",-0.08,0.32,"1,020.00",-0.08,0.32,"1,020.00",-0.08,0.32
Debt Capacity World Government Bond Index (DCWGBI),188.67,0.01,1.33,182.27,0.30,0.91,200.44,0.02,1.33
Time-Weighted US Fallen Angel Bond Index,838.31,0.06,0.77,838.31,0.06,0.77,838.31,0.06,0.77
