,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.40,0.13,1.18,251.85,0.24,1.16,282.72,0.14,1.19
World Government Bond Index (WGBI),816.30,0.12,1.42,"1,061.46",0.26,1.45,970.08,0.12,1.44
World Government Bond Index - Developed Markets (WGBI  DM),812.16,0.12,1.44,"1,062.03",0.26,1.48,973.15,0.12,1.46
World Government Bond Index - Extended (WGBI Extended),822.22,0.10,1.43,"1,066.64",0.22,1.36,968.40,0.10,1.43
World Inflation-Linked Securities Index (WorldILSI),207.80,-0.09,3.44,182.47,0.10,3.52,210.54,-0.09,3.45
US Broad Investment-Grade Bond Index (USBIG),"1,960.52",0.21,1.02,"1,960.52",0.21,1.02,"1,960.52",0.21,1.02
US Treasury Index,"1,686.72",0.22,1.28,"1,686.72",0.22,1.28,"1,686.72",0.22,1.28
US High-Yield Market Index,"1,224.42",-0.10,0.21,"1,224.42",-0.10,0.21,"1,224.42",-0.10,0.21
US High-Yield Cash Pay Index,"1,198.86",-0.10,0.21,"1,198.86",-0.10,0.21,"1,198.86",-0.10,0.21
US High-Yield Market Capped Index,423.55,-0.10,0.19,423.55,-0.10,0.19,423.55,-0.10,0.19
US High-Yield Cash Pay Capped Index,419.31,-0.10,0.20,419.31,-0.10,0.20,419.31,-0.10,0.20
LATAM Government Bond Index (LATAMGBI),233.53,-0.11,-0.19,110.79,0.07,-2.31,153.88,-0.12,-0.39
Euro Broad Investment-Grade Bond Index (EuroBIG),254.05,0.11,1.47,255.84,0.25,1.18,297.07,0.11,1.52
EMU Government Bond Index (EGBI),259.75,0.11,1.78,261.58,0.26,1.49,303.27,0.12,1.83
Eurodollar Bond Index,477.00,0.30,1.10,477.00,0.30,1.10,477.00,0.30,1.10
Eurosterling Bond Index,582.17,0.09,1.48,516.59,0.53,1.98,511.71,0.10,1.49
Euroyen Bond Index,187.30,-0.03,0.31,170.18,0.42,1.40,373.05,-0.03,0.34
CEEMEA Government Bond Index (CEEMEAGBI),186.99,0.11,0.70,101.85,0.30,-0.81,137.08,0.10,0.49
Middle East and North Africa Broad Bond Index (MENABBI),174.68,0.16,0.59,174.68,0.16,0.59,174.68,0.16,0.59
Asian Government Bond Index (AGBI),195.14,-0.11,1.42,167.38,-0.21,0.23,170.09,-0.11,1.28
Asian Government Extended Bond Index (AGBI-Extended),184.36,-0.08,1.07,192.07,-0.16,0.15,146.05,-0.08,0.90
AsiaPac Government Bond Index (APGBI),198.89,-0.11,1.50,165.93,-0.22,0.25,168.60,-0.11,1.38
Asian Broad Bond Index (ABBI),230.28,-0.18,-0.03,230.28,-0.18,-0.03,230.28,-0.18,-0.03
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.54,-0.14,1.18,138.24,-0.47,0.50,129.47,-0.15,0.99
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.46,-0.14,1.18,138.17,-0.47,0.51,129.40,-0.15,0.99
Dim Sum (Offshore CNY) Bond Index,147.50,0.04,0.24,148.89,-0.48,-0.65,118.75,0.04,0.05
Australian Broad Investment-Grade Bond Index (AusBIG),334.23,-0.07,1.73,410.89,-0.17,0.02,214.13,-0.07,1.72
Emerging Markets Government Bond Index (EMGBI),254.31,-0.07,0.90,141.26,-0.19,-0.34,162.96,-0.08,0.70
Emerging Markets Inflation-Linked Securities Index (EMILSI),433.37,-0.23,0.66,163.73,-0.02,-1.65,196.04,-0.24,0.31
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.45,0.03,0.52,950.45,0.03,0.52,950.45,0.03,0.52
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,020.33",0.03,0.35,"1,020.33",0.03,0.35,"1,020.33",0.03,0.35
Debt Capacity World Government Bond Index (DCWGBI),188.87,0.10,1.43,182.69,0.23,1.14,200.65,0.11,1.44
Time-Weighted US Fallen Angel Bond Index,837.58,-0.09,0.68,837.58,-0.09,0.68,837.58,-0.09,0.68
