,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.05,-0.03,1.04,250.78,-0.16,0.73,282.30,-0.03,1.05
World Government Bond Index (WGBI),815.21,-0.02,1.28,"1,056.13",-0.19,0.94,968.70,-0.03,1.30
World Government Bond Index - Developed Markets (WGBI  DM),811.04,-0.03,1.30,"1,056.64",-0.20,0.97,971.71,-0.03,1.31
World Government Bond Index - Extended (WGBI Extended),821.18,-0.01,1.30,"1,061.91",-0.18,0.91,967.12,-0.01,1.30
World Inflation-Linked Securities Index (WorldILSI),207.22,0.32,3.15,181.09,0.25,2.74,209.91,0.32,3.14
US Broad Investment-Grade Bond Index (USBIG),"1,956.53",-0.08,0.81,"1,956.53",-0.08,0.81,"1,956.53",-0.08,0.81
US Treasury Index,"1,682.68",-0.12,1.04,"1,682.68",-0.12,1.04,"1,682.68",-0.12,1.04
US High-Yield Market Index,"1,225.09",0.06,0.26,"1,225.09",0.06,0.26,"1,225.09",0.06,0.26
US High-Yield Cash Pay Index,"1,199.50",0.06,0.27,"1,199.50",0.06,0.27,"1,199.50",0.06,0.27
US High-Yield Market Capped Index,423.78,0.06,0.24,423.78,0.06,0.24,423.78,0.06,0.24
US High-Yield Cash Pay Capped Index,419.53,0.05,0.25,419.53,0.05,0.25,419.53,0.05,0.25
LATAM Government Bond Index (LATAMGBI),234.48,0.12,0.22,111.26,0.50,-1.90,154.54,0.10,0.04
Euro Broad Investment-Grade Bond Index (EuroBIG),253.83,0.04,1.38,254.23,-0.22,0.54,296.76,0.04,1.41
EMU Government Bond Index (EGBI),259.54,0.07,1.69,259.95,-0.19,0.86,302.97,0.07,1.73
Eurodollar Bond Index,475.90,-0.12,0.87,475.90,-0.12,0.87,475.90,-0.12,0.87
Eurosterling Bond Index,581.09,-0.09,1.29,510.76,-0.13,0.83,510.68,-0.08,1.29
Euroyen Bond Index,187.33,0.00,0.33,169.03,-0.39,0.71,373.09,0.00,0.35
CEEMEA Government Bond Index (CEEMEAGBI),186.33,0.09,0.34,101.24,-0.27,-1.42,136.64,0.08,0.17
Middle East and North Africa Broad Bond Index (MENABBI),174.57,0.08,0.52,174.57,0.08,0.52,174.57,0.08,0.52
Asian Government Bond Index (AGBI),195.05,0.12,1.38,167.71,-0.01,0.42,170.05,0.11,1.26
Asian Government Extended Bond Index (AGBI-Extended),184.25,0.07,1.01,192.32,-0.01,0.28,146.00,0.06,0.87
AsiaPac Government Bond Index (APGBI),198.81,0.10,1.46,166.14,-0.05,0.37,168.56,0.10,1.36
Asian Broad Bond Index (ABBI),231.05,0.03,0.31,231.05,0.03,0.31,231.05,0.03,0.31
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.49,0.16,1.14,138.81,0.00,0.91,129.47,0.15,0.99
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.41,0.16,1.15,138.73,0.00,0.91,129.40,0.15,0.99
Dim Sum (Offshore CNY) Bond Index,147.48,0.01,0.23,149.62,-0.20,-0.16,118.76,0.00,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),334.04,0.01,1.67,409.45,-0.32,-0.33,213.99,0.00,1.65
Emerging Markets Government Bond Index (EMGBI),254.19,0.10,0.85,141.49,-0.04,-0.17,162.93,0.09,0.69
Emerging Markets Inflation-Linked Securities Index (EMILSI),435.00,-0.09,1.04,164.31,0.29,-1.30,196.85,-0.10,0.72
Emerging Markets US Dollar Government Bond Index EMUSDGBI),951.12,0.03,0.59,951.12,0.03,0.59,951.12,0.03,0.59
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,020.82",-0.03,0.40,"1,020.82",-0.03,0.40,"1,020.82",-0.03,0.40
Debt Capacity World Government Bond Index (DCWGBI),188.64,-0.02,1.31,181.73,-0.20,0.61,200.40,-0.02,1.31
Time-Weighted US Fallen Angel Bond Index,837.78,0.05,0.71,837.78,0.05,0.71,837.78,0.05,0.71
