,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.13,0.18,1.07,251.17,0.24,0.89,282.39,0.18,1.08
World Government Bond Index (WGBI),815.40,0.18,1.31,"1,058.16",0.27,1.13,968.95,0.18,1.32
World Government Bond Index - Developed Markets (WGBI  DM),811.24,0.18,1.32,"1,058.71",0.27,1.16,971.97,0.18,1.34
World Government Bond Index - Extended (WGBI Extended),821.27,0.15,1.31,"1,063.78",0.26,1.09,967.24,0.16,1.31
World Inflation-Linked Securities Index (WorldILSI),206.56,0.50,2.82,180.63,0.73,2.48,209.25,0.51,2.82
US Broad Investment-Grade Bond Index (USBIG),"1,958.10",0.18,0.89,"1,958.10",0.18,0.89,"1,958.10",0.18,0.89
US Treasury Index,"1,684.62",0.15,1.15,"1,684.62",0.15,1.15,"1,684.62",0.15,1.15
US High-Yield Market Index,"1,224.39",0.09,0.20,"1,224.39",0.09,0.20,"1,224.39",0.09,0.20
US High-Yield Cash Pay Index,"1,198.83",0.09,0.21,"1,198.83",0.09,0.21,"1,198.83",0.09,0.21
US High-Yield Market Capped Index,423.54,0.09,0.19,423.54,0.09,0.19,423.54,0.09,0.19
US High-Yield Cash Pay Capped Index,419.31,0.09,0.19,419.31,0.09,0.19,419.31,0.09,0.19
LATAM Government Bond Index (LATAMGBI),234.20,-0.08,0.10,110.71,0.24,-2.38,154.38,-0.08,-0.06
Euro Broad Investment-Grade Bond Index (EuroBIG),253.73,0.20,1.34,254.80,0.24,0.77,296.65,0.20,1.38
EMU Government Bond Index (EGBI),259.36,0.25,1.62,260.46,0.29,1.05,302.77,0.25,1.66
Eurodollar Bond Index,476.47,0.28,0.99,476.47,0.28,0.99,476.47,0.28,0.99
Eurosterling Bond Index,581.58,0.33,1.38,511.40,0.94,0.96,511.12,0.34,1.38
Euroyen Bond Index,187.32,0.00,0.33,169.69,0.18,1.10,373.08,0.00,0.35
CEEMEA Government Bond Index (CEEMEAGBI),186.15,0.02,0.24,101.51,0.27,-1.15,136.52,0.01,0.09
Middle East and North Africa Broad Bond Index (MENABBI),174.44,0.15,0.45,174.44,0.15,0.45,174.44,0.15,0.45
Asian Government Bond Index (AGBI),194.82,-0.08,1.26,167.72,0.13,0.43,169.86,-0.08,1.14
Asian Government Extended Bond Index (AGBI-Extended),184.12,-0.06,0.94,192.35,0.15,0.29,145.91,-0.06,0.81
AsiaPac Government Bond Index (APGBI),198.61,-0.10,1.36,166.22,0.16,0.43,168.40,-0.10,1.26
Asian Broad Bond Index (ABBI),230.98,-0.12,0.28,230.98,-0.12,0.28,230.98,-0.12,0.28
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.26,-0.09,0.99,138.81,0.04,0.91,129.28,-0.10,0.84
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.18,-0.09,0.99,138.73,0.04,0.91,129.21,-0.10,0.84
Dim Sum (Offshore CNY) Bond Index,147.46,-0.00,0.21,149.93,-0.07,0.04,118.76,-0.01,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),334.01,-0.18,1.66,410.76,0.39,-0.01,213.98,-0.17,1.65
Emerging Markets Government Bond Index (EMGBI),253.94,-0.05,0.75,141.54,0.15,-0.14,162.78,-0.05,0.60
Emerging Markets Inflation-Linked Securities Index (EMILSI),435.39,0.05,1.13,163.83,0.60,-1.59,197.04,0.04,0.82
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.84,0.01,0.56,950.84,0.01,0.56,950.84,0.01,0.56
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,021.10",0.03,0.43,"1,021.10",0.03,0.43,"1,021.10",0.03,0.43
Debt Capacity World Government Bond Index (DCWGBI),188.67,0.15,1.33,182.10,0.31,0.82,200.43,0.15,1.33
Time-Weighted US Fallen Angel Bond Index,837.36,0.16,0.66,837.36,0.16,0.66,837.36,0.16,0.66
