,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.26,0.11,0.72,250.89,0.33,0.77,281.40,0.11,0.72
World Government Bond Index (WGBI),811.81,0.13,0.86,"1,056.62",0.43,0.98,964.61,0.13,0.87
World Government Bond Index - Developed Markets (WGBI  DM),807.64,0.13,0.87,"1,057.06",0.44,1.01,967.57,0.14,0.88
World Government Bond Index - Extended (WGBI Extended),817.56,0.15,0.85,"1,061.86",0.40,0.91,962.87,0.15,0.85
World Inflation-Linked Securities Index (WorldILSI),203.61,-0.03,1.35,178.33,0.03,1.17,206.27,-0.03,1.35
US Broad Investment-Grade Bond Index (USBIG),"1,955.56",0.15,0.76,"1,955.56",0.15,0.76,"1,955.56",0.15,0.76
US Treasury Index,"1,682.32",0.24,1.02,"1,682.32",0.24,1.02,"1,682.32",0.24,1.02
US High-Yield Market Index,"1,225.47",-0.12,0.29,"1,225.47",-0.12,0.29,"1,225.47",-0.12,0.29
US High-Yield Cash Pay Index,"1,199.78",-0.12,0.29,"1,199.78",-0.12,0.29,"1,199.78",-0.12,0.29
US High-Yield Market Capped Index,423.90,-0.12,0.27,423.90,-0.12,0.27,423.90,-0.12,0.27
US High-Yield Cash Pay Capped Index,419.62,-0.12,0.27,419.62,-0.12,0.27,419.62,-0.12,0.27
LATAM Government Bond Index (LATAMGBI),232.76,-0.13,-0.52,109.85,-0.45,-3.14,153.62,-0.13,-0.55
Euro Broad Investment-Grade Bond Index (EuroBIG),252.07,0.03,0.68,254.46,0.50,0.64,294.65,0.04,0.69
EMU Government Bond Index (EGBI),257.23,0.00,0.79,259.67,0.47,0.75,300.22,0.01,0.80
Eurodollar Bond Index,475.84,0.07,0.85,475.84,0.07,0.85,475.84,0.07,0.85
Eurosterling Bond Index,579.05,-0.04,0.94,509.32,-0.16,0.54,508.88,-0.04,0.93
Euroyen Bond Index,187.01,0.08,0.16,170.31,1.08,1.47,372.42,0.08,0.17
CEEMEA Government Bond Index (CEEMEAGBI),185.96,0.00,0.14,101.71,0.08,-0.96,136.52,-0.00,0.08
Middle East and North Africa Broad Bond Index (MENABBI),173.76,0.04,0.05,173.76,0.04,0.05,173.76,0.04,0.05
Asian Government Bond Index (AGBI),193.71,0.32,0.68,166.90,-0.04,-0.06,169.00,0.31,0.64
Asian Government Extended Bond Index (AGBI-Extended),183.21,0.26,0.44,191.34,-0.05,-0.24,145.31,0.25,0.39
AsiaPac Government Bond Index (APGBI),197.44,0.34,0.77,165.48,-0.07,-0.02,167.51,0.33,0.73
Asian Broad Bond Index (ABBI),230.80,0.10,0.20,230.80,0.10,0.20,230.80,0.10,0.20
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),147.58,0.34,0.52,137.85,0.07,0.22,128.80,0.33,0.47
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),147.50,0.34,0.53,137.78,0.07,0.22,128.73,0.33,0.47
Dim Sum (Offshore CNY) Bond Index,147.29,0.03,0.10,149.15,-0.35,-0.48,118.74,0.02,0.04
Australian Broad Investment-Grade Bond Index (AusBIG),332.06,0.44,1.07,410.73,-0.23,-0.02,212.75,0.43,1.06
Emerging Markets Government Bond Index (EMGBI),252.78,0.17,0.29,140.95,-0.05,-0.56,162.20,0.16,0.24
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.77,0.13,0.29,161.54,-0.14,-2.96,195.80,0.12,0.19
Emerging Markets US Dollar Government Bond Index EMUSDGBI),948.12,0.03,0.27,948.12,0.03,0.27,948.12,0.03,0.27
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,018.89",0.05,0.21,"1,018.89",0.05,0.21,"1,018.89",0.05,0.21
Debt Capacity World Government Bond Index (DCWGBI),187.76,0.13,0.84,181.90,0.34,0.70,199.46,0.13,0.84
Time-Weighted US Fallen Angel Bond Index,838.49,-0.11,0.79,838.49,-0.11,0.79,838.49,-0.11,0.79
