,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.36,-0.02,1.16,251.53,-0.13,1.03,282.66,-0.02,1.17
World Government Bond Index (WGBI),815.88,-0.05,1.37,"1,059.41",-0.19,1.25,969.57,-0.05,1.39
World Government Bond Index - Developed Markets (WGBI  DM),811.71,-0.06,1.38,"1,059.95",-0.20,1.28,972.60,-0.06,1.40
World Government Bond Index - Extended (WGBI Extended),821.81,-0.05,1.38,"1,064.63",-0.19,1.17,967.90,-0.05,1.38
World Inflation-Linked Securities Index (WorldILSI),207.81,0.00,3.44,182.30,-0.09,3.43,210.55,0.00,3.45
US Broad Investment-Grade Bond Index (USBIG),"1,959.68",-0.04,0.98,"1,959.68",-0.04,0.98,"1,959.68",-0.04,0.98
US Treasury Index,"1,683.92",-0.17,1.11,"1,683.92",-0.17,1.11,"1,683.92",-0.17,1.11
US High-Yield Market Index,"1,224.37",-0.00,0.20,"1,224.37",-0.00,0.20,"1,224.37",-0.00,0.20
US High-Yield Cash Pay Index,"1,198.81",-0.00,0.21,"1,198.81",-0.00,0.21,"1,198.81",-0.00,0.21
US High-Yield Market Capped Index,423.54,-0.00,0.19,423.54,-0.00,0.19,423.54,-0.00,0.19
US High-Yield Cash Pay Capped Index,419.31,-0.00,0.19,419.31,-0.00,0.19,419.31,-0.00,0.19
LATAM Government Bond Index (LATAMGBI),233.78,0.10,-0.08,110.88,0.08,-2.23,154.03,0.10,-0.29
Euro Broad Investment-Grade Bond Index (EuroBIG),254.05,-0.00,1.47,255.27,-0.22,0.96,297.07,-0.00,1.52
EMU Government Bond Index (EGBI),259.73,-0.01,1.77,260.98,-0.23,1.25,303.24,-0.01,1.81
Eurodollar Bond Index,477.39,0.08,1.18,477.39,0.08,1.18,477.39,0.08,1.18
Eurosterling Bond Index,581.63,-0.09,1.38,515.60,-0.19,1.78,511.22,-0.10,1.40
Euroyen Bond Index,187.37,0.04,0.35,169.78,-0.24,1.15,373.20,0.04,0.38
CEEMEA Government Bond Index (CEEMEAGBI),186.87,-0.06,0.63,101.58,-0.27,-1.08,136.98,-0.07,0.42
Middle East and North Africa Broad Bond Index (MENABBI),174.73,0.03,0.62,174.73,0.03,0.62,174.73,0.03,0.62
Asian Government Bond Index (AGBI),195.13,-0.00,1.42,167.25,-0.08,0.15,170.07,-0.01,1.27
Asian Government Extended Bond Index (AGBI-Extended),184.37,0.01,1.07,192.05,-0.01,0.13,146.05,-0.00,0.90
AsiaPac Government Bond Index (APGBI),198.98,0.05,1.55,165.75,-0.11,0.14,168.66,0.04,1.42
Asian Broad Bond Index (ABBI),229.85,-0.19,-0.21,229.85,-0.19,-0.21,229.85,-0.19,-0.21
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.44,-0.07,1.11,138.18,-0.04,0.46,129.37,-0.07,0.91
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.36,-0.07,1.11,138.11,-0.04,0.46,129.30,-0.07,0.92
Dim Sum (Offshore CNY) Bond Index,147.47,-0.02,0.22,149.34,0.30,-0.36,118.72,-0.03,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),335.02,0.23,1.97,409.40,-0.36,-0.35,214.60,0.22,1.94
Emerging Markets Government Bond Index (EMGBI),254.22,-0.03,0.86,141.15,-0.07,-0.41,162.89,-0.04,0.66
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.95,-0.10,0.56,163.43,-0.18,-1.83,195.83,-0.10,0.21
Emerging Markets US Dollar Government Bond Index EMUSDGBI),949.32,-0.12,0.40,949.32,-0.12,0.40,949.32,-0.12,0.40
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,019.11",-0.12,0.23,"1,019.11",-0.12,0.23,"1,019.11",-0.12,0.23
Debt Capacity World Government Bond Index (DCWGBI),188.84,-0.01,1.42,182.38,-0.17,0.97,200.62,-0.01,1.43
Time-Weighted US Fallen Angel Bond Index,837.32,-0.03,0.65,837.32,-0.03,0.65,837.32,-0.03,0.65
