,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.36,0.03,0.76,250.56,-0.03,0.64,281.52,0.03,0.77
World Government Bond Index (WGBI),812.48,0.06,0.95,"1,055.18",-0.02,0.85,965.45,0.06,0.96
World Government Bond Index - Developed Markets (WGBI  DM),808.31,0.06,0.96,"1,055.59",-0.03,0.87,968.43,0.06,0.97
World Government Bond Index - Extended (WGBI Extended),818.29,0.05,0.94,"1,060.89",-0.02,0.82,963.74,0.05,0.95
World Inflation-Linked Securities Index (WorldILSI),204.61,0.40,1.85,179.18,0.20,1.66,207.28,0.39,1.85
US Broad Investment-Grade Bond Index (USBIG),"1,953.39",-0.06,0.65,"1,953.39",-0.06,0.65,"1,953.39",-0.06,0.65
US Treasury Index,"1,679.75",-0.05,0.86,"1,679.75",-0.05,0.86,"1,679.75",-0.05,0.86
US High-Yield Market Index,"1,224.07",-0.07,0.18,"1,224.07",-0.07,0.18,"1,224.07",-0.07,0.18
US High-Yield Cash Pay Index,"1,198.53",-0.07,0.19,"1,198.53",-0.07,0.19,"1,198.53",-0.07,0.19
US High-Yield Market Capped Index,423.41,-0.07,0.16,423.41,-0.07,0.16,423.41,-0.07,0.16
US High-Yield Cash Pay Capped Index,419.19,-0.07,0.17,419.19,-0.07,0.17,419.19,-0.07,0.17
LATAM Government Bond Index (LATAMGBI),233.81,0.01,-0.07,112.17,0.37,-1.10,154.19,-0.00,-0.18
Euro Broad Investment-Grade Bond Index (EuroBIG),252.73,0.15,0.94,254.16,0.07,0.52,295.47,0.15,0.97
EMU Government Bond Index (EGBI),258.16,0.19,1.15,259.61,0.11,0.72,301.34,0.19,1.18
Eurodollar Bond Index,475.31,-0.06,0.74,475.31,-0.06,0.74,475.31,-0.06,0.74
Eurosterling Bond Index,578.15,0.30,0.78,509.66,-0.23,0.61,508.12,0.30,0.78
Euroyen Bond Index,187.05,-0.04,0.18,169.49,-0.10,0.99,372.52,-0.04,0.20
CEEMEA Government Bond Index (CEEMEAGBI),185.73,0.03,0.02,101.55,0.19,-1.11,136.27,0.02,-0.10
Middle East and North Africa Broad Bond Index (MENABBI),173.96,-0.08,0.17,173.96,-0.08,0.17,173.96,-0.08,0.17
Asian Government Bond Index (AGBI),194.07,-0.00,0.87,167.47,-0.05,0.28,169.26,-0.01,0.79
Asian Government Extended Bond Index (AGBI-Extended),183.55,0.00,0.63,192.01,-0.05,0.11,145.51,-0.00,0.53
AsiaPac Government Bond Index (APGBI),197.83,0.00,0.96,165.98,-0.08,0.28,167.79,-0.00,0.89
Asian Broad Bond Index (ABBI),231.41,0.07,0.46,231.41,0.07,0.46,231.41,0.07,0.46
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.00,0.04,0.81,138.53,-0.05,0.71,129.10,0.04,0.70
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),147.91,0.04,0.81,138.45,-0.05,0.71,129.03,0.04,0.70
Dim Sum (Offshore CNY) Bond Index,147.41,0.02,0.18,149.68,-0.27,-0.12,118.77,0.01,0.07
Australian Broad Investment-Grade Bond Index (AusBIG),332.71,-0.03,1.27,410.49,-0.44,-0.08,213.17,-0.04,1.26
Emerging Markets Government Bond Index (EMGBI),253.43,0.05,0.55,141.62,0.06,-0.08,162.53,0.04,0.44
Emerging Markets Inflation-Linked Securities Index (EMILSI),433.24,0.02,0.63,166.07,0.49,-0.24,196.25,0.01,0.42
Emerging Markets US Dollar Government Bond Index EMUSDGBI),951.00,0.03,0.57,951.00,0.03,0.57,951.00,0.03,0.57
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,021.79",0.04,0.50,"1,021.79",0.04,0.50,"1,021.79",0.04,0.50
Debt Capacity World Government Bond Index (DCWGBI),187.95,0.08,0.94,181.58,-0.03,0.53,199.66,0.08,0.94
Time-Weighted US Fallen Angel Bond Index,838.04,-0.06,0.74,838.04,-0.06,0.74,838.04,-0.06,0.74
