,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.32,0.38,1.14,251.49,0.37,1.01,282.61,0.39,1.16
World Government Bond Index (WGBI),816.12,0.45,1.40,"1,059.89",0.45,1.30,969.78,0.45,1.41
World Government Bond Index - Developed Markets (WGBI  DM),811.94,0.45,1.41,"1,060.41",0.46,1.33,972.78,0.45,1.42
World Government Bond Index - Extended (WGBI Extended),821.74,0.42,1.37,"1,065.03",0.39,1.21,967.79,0.42,1.37
World Inflation-Linked Securities Index (WorldILSI),205.77,0.57,2.43,179.57,0.22,1.88,208.42,0.55,2.41
US Broad Investment-Grade Bond Index (USBIG),"1,963.46",0.52,1.17,"1,963.46",0.52,1.17,"1,963.46",0.52,1.17
US Treasury Index,"1,691.70",0.71,1.58,"1,691.70",0.71,1.58,"1,691.70",0.71,1.58
US High-Yield Market Index,"1,217.59",-0.53,-0.35,"1,217.59",-0.53,-0.35,"1,217.59",-0.53,-0.35
US High-Yield Cash Pay Index,"1,192.24",-0.52,-0.34,"1,192.24",-0.52,-0.34,"1,192.24",-0.52,-0.34
US High-Yield Market Capped Index,421.24,-0.51,-0.36,421.24,-0.51,-0.36,421.24,-0.51,-0.36
US High-Yield Cash Pay Capped Index,417.05,-0.51,-0.35,417.05,-0.51,-0.35,417.05,-0.51,-0.35
LATAM Government Bond Index (LATAMGBI),234.29,0.20,0.14,111.15,-0.91,-2.00,154.47,0.18,-0.00
Euro Broad Investment-Grade Bond Index (EuroBIG),253.26,0.21,1.15,254.61,0.18,0.70,296.10,0.21,1.19
EMU Government Bond Index (EGBI),258.79,0.24,1.40,260.17,0.21,0.94,302.09,0.25,1.43
Eurodollar Bond Index,477.52,0.47,1.21,477.52,0.47,1.21,477.52,0.47,1.21
Eurosterling Bond Index,581.98,0.66,1.45,508.51,-0.23,0.39,511.42,0.65,1.44
Euroyen Bond Index,187.19,0.07,0.26,170.75,0.74,1.74,372.82,0.08,0.28
CEEMEA Government Bond Index (CEEMEAGBI),185.93,0.11,0.12,101.17,-0.38,-1.48,136.38,0.08,-0.02
Middle East and North Africa Broad Bond Index (MENABBI),174.22,0.15,0.32,174.22,0.15,0.32,174.22,0.15,0.32
Asian Government Bond Index (AGBI),194.28,0.11,0.98,167.04,-0.26,0.02,169.41,0.09,0.88
Asian Government Extended Bond Index (AGBI-Extended),183.70,0.08,0.71,191.45,-0.29,-0.18,145.60,0.06,0.59
AsiaPac Government Bond Index (APGBI),198.07,0.12,1.09,165.43,-0.33,-0.05,167.97,0.11,1.00
Asian Broad Bond Index (ABBI),231.94,0.23,0.69,231.94,0.23,0.69,231.94,0.23,0.69
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.05,0.04,0.84,138.25,-0.21,0.51,129.12,0.01,0.71
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),147.97,0.04,0.84,138.17,-0.21,0.51,129.05,0.01,0.71
Dim Sum (Offshore CNY) Bond Index,147.44,0.02,0.20,149.40,-0.19,-0.31,118.77,-0.00,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),333.63,0.28,1.55,407.57,-0.71,-0.79,213.72,0.26,1.52
Emerging Markets Government Bond Index (EMGBI),253.65,0.09,0.64,141.19,-0.31,-0.39,162.63,0.06,0.50
Emerging Markets Inflation-Linked Securities Index (EMILSI),433.29,0.01,0.64,163.37,-1.62,-1.86,196.19,-0.03,0.39
Emerging Markets US Dollar Government Bond Index EMUSDGBI),951.96,0.10,0.68,951.96,0.10,0.68,951.96,0.10,0.68
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,022.65",0.08,0.58,"1,022.65",0.08,0.58,"1,022.65",0.08,0.58
Debt Capacity World Government Bond Index (DCWGBI),188.73,0.41,1.36,182.06,0.26,0.79,200.48,0.41,1.36
Time-Weighted US Fallen Angel Bond Index,832.29,-0.69,0.05,832.29,-0.69,0.05,832.29,-0.69,0.05
