,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.88,0.18,0.57,250.26,0.20,0.52,280.98,0.18,0.57
World Government Bond Index (WGBI),810.60,0.17,0.71,"1,053.75",0.21,0.71,963.22,0.18,0.72
World Government Bond Index - Developed Markets (WGBI  DM),806.41,0.18,0.72,"1,054.15",0.21,0.73,966.15,0.18,0.73
World Government Bond Index - Extended (WGBI Extended),816.61,0.17,0.73,"1,059.40",0.19,0.67,961.76,0.17,0.74
World Inflation-Linked Securities Index (WorldILSI),203.94,0.21,1.52,179.01,0.28,1.56,206.62,0.21,1.52
US Broad Investment-Grade Bond Index (USBIG),"1,949.28",0.30,0.44,"1,949.28",0.30,0.44,"1,949.28",0.30,0.44
US Treasury Index,"1,674.80",0.34,0.56,"1,674.80",0.34,0.56,"1,674.80",0.34,0.56
US High-Yield Market Index,"1,226.28",-0.04,0.36,"1,226.28",-0.04,0.36,"1,226.28",-0.04,0.36
US High-Yield Cash Pay Index,"1,200.64",-0.04,0.36,"1,200.64",-0.04,0.36,"1,200.64",-0.04,0.36
US High-Yield Market Capped Index,424.15,-0.05,0.33,424.15,-0.05,0.33,424.15,-0.05,0.33
US High-Yield Cash Pay Capped Index,419.90,-0.04,0.34,419.90,-0.04,0.34,419.90,-0.04,0.34
LATAM Government Bond Index (LATAMGBI),233.35,0.08,-0.26,111.84,0.72,-1.39,153.92,0.07,-0.36
Euro Broad Investment-Grade Bond Index (EuroBIG),252.19,0.08,0.73,253.83,0.04,0.39,294.83,0.08,0.75
EMU Government Bond Index (EGBI),257.49,0.10,0.89,259.16,0.06,0.55,300.56,0.10,0.91
Eurodollar Bond Index,474.19,0.39,0.51,474.19,0.39,0.51,474.19,0.39,0.51
Eurosterling Bond Index,578.80,0.00,0.89,512.98,0.16,1.27,508.70,0.01,0.90
Euroyen Bond Index,187.06,0.02,0.18,169.52,0.22,1.00,372.52,0.02,0.20
CEEMEA Government Bond Index (CEEMEAGBI),185.46,-0.03,-0.13,101.24,0.04,-1.42,136.09,-0.04,-0.23
Middle East and North Africa Broad Bond Index (MENABBI),173.73,0.28,0.04,173.73,0.28,0.04,173.73,0.28,0.04
Asian Government Bond Index (AGBI),194.09,0.08,0.88,167.15,-0.09,0.09,169.29,0.07,0.81
Asian Government Extended Bond Index (AGBI-Extended),183.54,0.05,0.62,191.71,-0.10,-0.04,145.52,0.04,0.54
AsiaPac Government Bond Index (APGBI),197.74,0.05,0.92,165.84,-0.07,0.20,167.73,0.04,0.86
Asian Broad Bond Index (ABBI),230.64,0.11,0.13,230.64,0.11,0.13,230.64,0.11,0.13
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),147.94,0.01,0.77,138.38,-0.11,0.60,129.07,0.00,0.68
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),147.86,0.01,0.77,138.30,-0.11,0.60,129.00,0.00,0.68
Dim Sum (Offshore CNY) Bond Index,147.38,0.03,0.16,150.12,0.21,0.16,118.76,0.03,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),331.78,-0.07,0.99,413.10,0.05,0.56,212.59,-0.06,0.99
Emerging Markets Government Bond Index (EMGBI),253.21,0.05,0.46,141.38,0.02,-0.25,162.41,0.04,0.37
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.32,0.05,0.41,165.44,1.06,-0.62,195.88,0.04,0.23
Emerging Markets US Dollar Government Bond Index EMUSDGBI),947.60,0.23,0.21,947.60,0.23,0.21,947.60,0.23,0.21
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,018.34",0.17,0.16,"1,018.34",0.17,0.16,"1,018.34",0.17,0.16
Debt Capacity World Government Bond Index (DCWGBI),187.52,0.13,0.71,181.52,0.18,0.50,199.22,0.13,0.72
Time-Weighted US Fallen Angel Bond Index,839.88,0.00,0.96,839.88,0.00,0.96,839.88,0.00,0.96
