,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.83,0.18,0.14,249.11,0.14,0.06,279.78,0.18,0.14
World Government Bond Index (WGBI),806.43,0.21,0.19,"1,047.18",0.18,0.08,958.17,0.21,0.20
World Government Bond Index - Developed Markets (WGBI  DM),802.24,0.21,0.20,"1,047.40",0.18,0.08,961.05,0.22,0.20
World Government Bond Index - Extended (WGBI Extended),812.15,0.20,0.19,"1,052.77",0.15,0.04,956.48,0.20,0.19
World Inflation-Linked Securities Index (WorldILSI),201.20,0.21,0.15,176.33,0.20,0.04,203.82,0.21,0.15
US Broad Investment-Grade Bond Index (USBIG),"1,942.27",0.19,0.08,"1,942.27",0.19,0.08,"1,942.27",0.19,0.08
US Treasury Index,"1,667.03",0.25,0.10,"1,667.03",0.25,0.10,"1,667.03",0.25,0.10
US High-Yield Market Index,"1,224.01",0.07,0.17,"1,224.01",0.07,0.17,"1,224.01",0.07,0.17
US High-Yield Cash Pay Index,"1,198.34",0.06,0.17,"1,198.34",0.06,0.17,"1,198.34",0.06,0.17
US High-Yield Market Capped Index,423.42,0.06,0.16,423.42,0.06,0.16,423.42,0.06,0.16
US High-Yield Cash Pay Capped Index,419.14,0.06,0.15,419.14,0.06,0.15,419.14,0.06,0.15
LATAM Government Bond Index (LATAMGBI),233.38,-0.03,-0.25,112.62,0.08,-0.70,154.06,-0.04,-0.27
Euro Broad Investment-Grade Bond Index (EuroBIG),250.94,0.21,0.22,253.07,-0.00,0.09,293.29,0.21,0.23
EMU Government Bond Index (EGBI),255.96,0.25,0.29,258.14,0.03,0.15,298.70,0.25,0.29
Eurodollar Bond Index,472.50,0.20,0.15,472.50,0.20,0.15,472.50,0.20,0.15
Eurosterling Bond Index,574.60,0.16,0.16,506.23,0.18,-0.07,504.98,0.16,0.16
Euroyen Bond Index,186.82,0.01,0.06,167.45,0.21,-0.23,372.02,0.01,0.06
CEEMEA Government Bond Index (CEEMEAGBI),185.59,0.00,-0.06,102.30,-0.00,-0.38,136.30,-0.01,-0.07
Middle East and North Africa Broad Bond Index (MENABBI),173.54,-0.02,-0.07,173.54,-0.02,-0.07,173.54,-0.02,-0.07
Asian Government Bond Index (AGBI),192.56,0.03,0.08,166.40,-0.21,-0.36,168.06,0.03,0.07
Asian Government Extended Bond Index (AGBI-Extended),182.53,0.02,0.07,191.02,-0.23,-0.40,144.82,0.01,0.05
AsiaPac Government Bond Index (APGBI),196.18,0.08,0.12,165.04,-0.11,-0.29,166.49,0.07,0.11
Asian Broad Bond Index (ABBI),230.34,0.08,-0.00,230.34,0.08,-0.00,230.34,0.08,-0.00
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),146.87,0.04,0.04,137.16,-0.24,-0.28,128.24,0.03,0.03
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),146.78,0.04,0.04,137.08,-0.24,-0.29,128.16,0.03,0.02
Dim Sum (Offshore CNY) Bond Index,147.17,0.01,0.02,149.44,-0.15,-0.29,118.70,0.00,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),329.45,0.28,0.28,410.99,0.43,0.04,211.09,0.28,0.28
Emerging Markets Government Bond Index (EMGBI),252.03,0.02,-0.01,141.24,-0.14,-0.35,161.79,0.02,-0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.78,0.14,0.06,165.73,-0.11,-0.44,195.49,0.13,0.03
Emerging Markets US Dollar Government Bond Index EMUSDGBI),945.41,0.06,-0.02,945.41,0.06,-0.02,945.41,0.06,-0.02
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,016.52",0.05,-0.02,"1,016.52",0.05,-0.02,"1,016.52",0.05,-0.02
Debt Capacity World Government Bond Index (DCWGBI),186.55,0.20,0.19,180.73,0.16,0.06,198.17,0.20,0.19
Time-Weighted US Fallen Angel Bond Index,835.61,0.18,0.45,835.61,0.18,0.45,835.61,0.18,0.45
