,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.99,0.21,0.61,250.07,0.10,0.44,281.10,0.21,0.62
World Government Bond Index (WGBI),810.74,0.23,0.73,"1,052.09",0.10,0.55,963.31,0.23,0.73
World Government Bond Index - Developed Markets (WGBI  DM),806.56,0.24,0.74,"1,052.44",0.11,0.57,966.25,0.24,0.74
World Government Bond Index - Extended (WGBI Extended),816.32,0.24,0.70,"1,057.64",0.10,0.51,961.40,0.24,0.70
World Inflation-Linked Securities Index (WorldILSI),203.67,0.46,1.38,178.27,0.31,1.14,206.32,0.46,1.38
US Broad Investment-Grade Bond Index (USBIG),"1,952.62",0.26,0.61,"1,952.62",0.26,0.61,"1,952.62",0.26,0.61
US Treasury Index,"1,678.27",0.31,0.77,"1,678.27",0.31,0.77,"1,678.27",0.31,0.77
US High-Yield Market Index,"1,226.99",0.09,0.42,"1,226.99",0.09,0.42,"1,226.99",0.09,0.42
US High-Yield Cash Pay Index,"1,201.28",0.09,0.42,"1,201.28",0.09,0.42,"1,201.28",0.09,0.42
US High-Yield Market Capped Index,424.42,0.09,0.39,424.42,0.09,0.39,424.42,0.09,0.39
US High-Yield Cash Pay Capped Index,420.14,0.09,0.39,420.14,0.09,0.39,420.14,0.09,0.39
LATAM Government Bond Index (LATAMGBI),233.07,0.07,-0.39,110.35,-0.56,-2.70,153.83,0.07,-0.42
Euro Broad Investment-Grade Bond Index (EuroBIG),251.98,0.17,0.64,253.20,-0.08,0.14,294.54,0.17,0.65
EMU Government Bond Index (EGBI),257.22,0.19,0.78,258.46,-0.07,0.28,300.20,0.19,0.79
Eurodollar Bond Index,475.49,0.36,0.78,475.49,0.36,0.78,475.49,0.36,0.78
Eurosterling Bond Index,579.29,0.29,0.98,510.14,0.06,0.71,509.10,0.29,0.98
Euroyen Bond Index,186.87,-0.01,0.09,168.48,-0.09,0.38,372.14,-0.01,0.09
CEEMEA Government Bond Index (CEEMEAGBI),185.96,0.04,0.14,101.63,-0.39,-1.03,136.52,0.03,0.09
Middle East and North Africa Broad Bond Index (MENABBI),173.68,0.22,0.01,173.68,0.22,0.01,173.68,0.22,0.01
Asian Government Bond Index (AGBI),193.08,0.24,0.36,166.97,0.01,-0.02,168.47,0.24,0.32
Asian Government Extended Bond Index (AGBI-Extended),182.75,0.13,0.18,191.43,-0.07,-0.19,144.95,0.12,0.14
AsiaPac Government Bond Index (APGBI),196.77,0.29,0.42,165.60,0.05,0.05,166.96,0.28,0.39
Asian Broad Bond Index (ABBI),230.57,-0.02,0.10,230.57,-0.02,0.10,230.57,-0.02,0.10
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),147.09,0.08,0.19,137.76,0.06,0.15,128.38,0.08,0.14
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),147.00,0.08,0.19,137.68,0.06,0.15,128.31,0.08,0.14
Dim Sum (Offshore CNY) Bond Index,147.26,0.01,0.07,149.67,0.09,-0.13,118.72,0.01,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),330.60,0.43,0.62,411.68,0.11,0.21,211.83,0.43,0.63
Emerging Markets Government Bond Index (EMGBI),252.36,0.10,0.12,141.02,-0.11,-0.50,161.94,0.09,0.08
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.20,0.00,0.15,161.76,-0.81,-2.83,195.57,-0.00,0.07
Emerging Markets US Dollar Government Bond Index EMUSDGBI),947.80,0.36,0.24,947.80,0.36,0.24,947.80,0.36,0.24
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,018.40",0.31,0.16,"1,018.40",0.31,0.16,"1,018.40",0.31,0.16
Debt Capacity World Government Bond Index (DCWGBI),187.52,0.24,0.71,181.27,0.04,0.36,199.20,0.24,0.71
Time-Weighted US Fallen Angel Bond Index,839.43,0.21,0.91,839.43,0.21,0.91,839.43,0.21,0.91
