,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),229.67,0.32,-2.48,217.94,0.17,-4.42,257.96,0.32,-2.42
World Government Bond Index (WGBI),748.95,0.27,-2.09,912.27,0.15,-4.57,892.71,0.27,-2.02
World Government Bond Index - Developed Markets (WGBI  DM),744.53,0.28,-2.11,911.72,0.16,-4.57,895.23,0.28,-2.03
World Government Bond Index - Extended (WGBI Extended),759.08,0.26,-1.95,925.10,0.15,-4.48,895.34,0.26,-1.89
World Inflation-Linked Securities Index (WorldILSI),200.78,0.11,-2.31,166.50,-0.23,-4.79,203.62,0.12,-2.23
US Broad Investment-Grade Bond Index (USBIG),"1,768.08",0.41,-3.07,"1,768.08",0.41,-3.07,"1,768.08",0.41,-3.07
US Treasury Index,"1,539.77",0.29,-2.45,"1,539.77",0.29,-2.45,"1,539.77",0.29,-2.45
US High-Yield Market Index,"1,156.04",0.18,-2.68,"1,156.04",0.18,-2.68,"1,156.04",0.18,-2.68
US High-Yield Cash Pay Index,"1,132.53",0.18,-2.68,"1,132.53",0.18,-2.68,"1,132.53",0.18,-2.68
US High-Yield Market Capped Index,400.25,0.17,-2.64,400.25,0.17,-2.64,400.25,0.17,-2.64
US High-Yield Cash Pay Capped Index,396.46,0.17,-2.64,396.46,0.17,-2.64,396.46,0.17,-2.64
LATAM Government Bond Index (LATAMGBI),219.22,-0.19,-2.49,102.69,-0.56,-6.04,139.08,-0.19,-2.87
Euro Broad Investment-Grade Bond Index (EuroBIG),230.15,0.23,-2.29,208.74,-0.30,-6.47,271.35,0.24,-2.11
EMU Government Bond Index (EGBI),234.43,0.31,-2.54,212.62,-0.23,-6.71,275.97,0.31,-2.35
Eurodollar Bond Index,421.58,0.52,-3.64,421.58,0.52,-3.64,421.58,0.52,-3.64
Eurosterling Bond Index,526.08,0.31,-1.57,424.38,-0.42,-5.65,463.36,0.31,-1.51
Euroyen Bond Index,185.48,-0.05,-0.19,145.52,0.51,-4.73,370.75,-0.05,-0.13
CEEMEA Government Bond Index (CEEMEAGBI),148.17,0.20,-1.55,70.55,-0.38,-6.83,102.66,0.19,-1.73
Middle East and North Africa Broad Bond Index (MENABBI),159.98,0.23,-3.57,159.98,0.23,-3.57,159.98,0.23,-3.57
Asian Government Bond Index (AGBI),192.60,0.02,-0.54,160.90,0.07,-3.34,165.38,0.02,-0.64
Asian Government Extended Bond Index (AGBI-Extended),182.71,0.08,-0.72,184.71,0.14,-3.13,142.32,0.07,-0.84
AsiaPac Government Bond Index (APGBI),193.80,0.04,-0.67,157.18,0.08,-3.69,162.10,0.03,-0.75
Asian Broad Bond Index (ABBI),205.42,0.14,-2.54,205.42,0.14,-2.54,205.42,0.14,-2.54
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.30,0.03,0.43,141.74,0.11,-2.70,130.86,0.02,0.26
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.23,0.03,0.43,141.67,0.11,-2.70,130.80,0.02,0.26
Dim Sum (Offshore CNY) Bond Index,149.05,-0.06,-0.07,148.91,-0.03,-3.69,117.55,-0.06,-0.23
Australian Broad Investment-Grade Bond Index (AusBIG),298.75,0.23,-1.58,355.95,0.34,-6.24,191.18,0.22,-1.46
Emerging Markets Government Bond Index (EMGBI),245.26,0.02,-0.63,131.68,-0.04,-3.78,152.87,0.02,-0.81
Emerging Markets Inflation-Linked Securities Index (EMILSI),472.67,-0.08,0.74,170.48,-0.77,-3.61,200.98,-0.10,0.03
Emerging Markets US Dollar Government Bond Index EMUSDGBI),797.58,0.47,-4.80,797.58,0.47,-4.80,797.58,0.47,-4.80
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),851.08,0.35,-4.80,851.08,0.35,-4.80,851.08,0.35,-4.80
Debt Capacity World Government Bond Index (DCWGBI),173.05,0.26,-2.02,156.42,0.01,-5.05,184.12,0.25,-1.95
Time-Weighted US Fallen Angel Bond Index,776.13,0.09,-3.47,776.13,0.09,-3.47,776.13,0.09,-3.47
