,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),231.18,0.14,-1.84,221.27,0.02,-2.96,259.56,0.15,-1.82
World Government Bond Index (WGBI),752.36,0.20,-1.65,926.42,0.03,-3.09,896.41,0.20,-1.61
World Government Bond Index - Developed Markets (WGBI  DM),747.91,0.20,-1.67,925.40,0.03,-3.14,898.91,0.20,-1.63
World Government Bond Index - Extended (WGBI Extended),762.10,0.19,-1.56,940.02,0.06,-2.94,898.62,0.19,-1.53
World Inflation-Linked Securities Index (WorldILSI),200.84,0.16,-2.28,169.26,0.07,-3.21,203.57,0.16,-2.26
US Broad Investment-Grade Bond Index (USBIG),"1,783.53",0.13,-2.22,"1,783.53",0.13,-2.22,"1,783.53",0.13,-2.22
US Treasury Index,"1,549.06",0.24,-1.86,"1,549.06",0.24,-1.86,"1,549.06",0.24,-1.86
US High-Yield Market Index,"1,166.00",0.05,-1.84,"1,166.00",0.05,-1.84,"1,166.00",0.05,-1.84
US High-Yield Cash Pay Index,"1,142.20",0.05,-1.85,"1,142.20",0.05,-1.85,"1,142.20",0.05,-1.85
US High-Yield Market Capped Index,403.66,0.05,-1.81,403.66,0.05,-1.81,403.66,0.05,-1.81
US High-Yield Cash Pay Capped Index,399.81,0.05,-1.82,399.81,0.05,-1.82,399.81,0.05,-1.82
LATAM Government Bond Index (LATAMGBI),221.62,0.03,-1.42,108.10,-0.09,-1.10,140.81,0.01,-1.66
Euro Broad Investment-Grade Bond Index (EuroBIG),231.49,0.19,-1.72,213.83,-0.05,-4.19,272.66,0.20,-1.64
EMU Government Bond Index (EGBI),235.84,0.24,-1.96,217.85,0.00,-4.42,277.34,0.25,-1.87
Eurodollar Bond Index,425.62,-0.06,-2.72,425.62,-0.06,-2.72,425.62,-0.06,-2.72
Eurosterling Bond Index,528.16,-0.03,-1.18,440.17,-0.02,-2.14,464.94,-0.03,-1.18
Euroyen Bond Index,185.39,-0.16,-0.24,147.12,-0.59,-3.69,370.47,-0.15,-0.20
CEEMEA Government Bond Index (CEEMEAGBI),148.60,0.42,-1.26,73.66,0.08,-2.72,103.03,0.40,-1.37
Middle East and North Africa Broad Bond Index (MENABBI),161.91,0.02,-2.41,161.91,0.02,-2.41,161.91,0.02,-2.41
Asian Government Bond Index (AGBI),192.66,0.06,-0.51,164.67,0.25,-1.07,165.52,0.05,-0.56
Asian Government Extended Bond Index (AGBI-Extended),182.61,-0.00,-0.78,188.02,0.13,-1.40,142.32,-0.01,-0.84
AsiaPac Government Bond Index (APGBI),193.93,0.07,-0.60,161.13,0.12,-1.27,162.27,0.07,-0.65
Asian Broad Bond Index (ABBI),207.15,0.18,-1.72,207.15,0.18,-1.72,207.15,0.18,-1.72
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.19,0.05,0.36,145.68,0.14,0.01,130.88,0.05,0.28
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.12,0.05,0.36,145.62,0.14,0.01,130.82,0.05,0.28
Dim Sum (Offshore CNY) Bond Index,149.12,-0.03,-0.02,153.79,-0.10,-0.53,117.68,-0.04,-0.11
Australian Broad Investment-Grade Bond Index (AusBIG),300.15,0.14,-1.12,370.52,-0.82,-2.41,191.92,0.16,-1.08
Emerging Markets Government Bond Index (EMGBI),246.14,0.08,-0.28,135.92,0.08,-0.68,153.54,0.07,-0.37
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.04,0.08,0.82,179.73,-0.27,1.62,201.84,0.06,0.45
Emerging Markets US Dollar Government Bond Index EMUSDGBI),810.43,0.18,-3.26,810.43,0.18,-3.26,810.43,0.18,-3.26
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),865.58,0.11,-3.18,865.58,0.11,-3.18,865.58,0.11,-3.18
Debt Capacity World Government Bond Index (DCWGBI),173.74,0.19,-1.63,159.58,-0.03,-3.13,184.78,0.19,-1.60
Time-Weighted US Fallen Angel Bond Index,786.89,-0.14,-2.13,786.89,-0.14,-2.13,786.89,-0.14,-2.13
