,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),233.46,-0.70,-0.87,224.55,-0.89,-1.52,262.07,-0.70,-0.87
World Government Bond Index (WGBI),757.77,-0.75,-0.94,939.52,-0.97,-1.72,902.65,-0.74,-0.93
World Government Bond Index - Developed Markets (WGBI  DM),753.30,-0.77,-0.96,938.65,-0.99,-1.75,905.16,-0.76,-0.95
World Government Bond Index - Extended (WGBI Extended),767.27,-0.70,-0.89,952.72,-0.90,-1.63,904.54,-0.69,-0.88
World Inflation-Linked Securities Index (WorldILSI),204.12,-0.86,-0.68,172.90,-0.95,-1.13,206.85,-0.86,-0.68
US Broad Investment-Grade Bond Index (USBIG),"1,804.22",-0.74,-1.08,"1,804.22",-0.74,-1.08,"1,804.22",-0.74,-1.08
US Treasury Index,"1,558.45",-0.79,-1.26,"1,558.45",-0.79,-1.26,"1,558.45",-0.79,-1.26
US High-Yield Market Index,"1,185.92",-0.16,-0.17,"1,185.92",-0.16,-0.17,"1,185.92",-0.16,-0.17
US High-Yield Cash Pay Index,"1,161.81",-0.16,-0.16,"1,161.81",-0.16,-0.16,"1,161.81",-0.16,-0.16
US High-Yield Market Capped Index,410.46,-0.15,-0.16,410.46,-0.15,-0.16,410.46,-0.15,-0.16
US High-Yield Cash Pay Capped Index,406.58,-0.15,-0.16,406.58,-0.15,-0.16,406.58,-0.15,-0.16
LATAM Government Bond Index (LATAMGBI),225.28,-0.17,0.20,110.40,-0.94,1.01,143.36,-0.19,0.12
Euro Broad Investment-Grade Bond Index (EuroBIG),233.52,-0.80,-0.86,217.52,-1.32,-2.54,274.90,-0.78,-0.83
EMU Government Bond Index (EGBI),237.80,-1.00,-1.14,221.51,-1.53,-2.81,279.49,-0.98,-1.11
Eurodollar Bond Index,433.90,-0.67,-0.83,433.90,-0.67,-0.83,433.90,-0.67,-0.83
Eurosterling Bond Index,533.69,-0.69,-0.15,447.92,-0.57,-0.42,469.77,-0.69,-0.15
Euroyen Bond Index,185.72,-0.05,-0.06,150.28,-0.51,-1.62,371.04,-0.05,-0.05
CEEMEA Government Bond Index (CEEMEAGBI),150.05,-0.17,-0.30,74.73,-0.65,-1.30,104.10,-0.18,-0.35
Middle East and North Africa Broad Bond Index (MENABBI),165.71,-0.20,-0.12,165.71,-0.20,-0.12,165.71,-0.20,-0.12
Asian Government Bond Index (AGBI),193.18,-0.03,-0.24,165.80,0.03,-0.40,166.02,-0.04,-0.26
Asian Government Extended Bond Index (AGBI-Extended),183.63,-0.05,-0.22,190.27,0.05,-0.22,143.17,-0.06,-0.25
AsiaPac Government Bond Index (APGBI),194.66,-0.05,-0.23,162.84,0.11,-0.22,162.92,-0.05,-0.25
Asian Broad Bond Index (ABBI),209.84,-0.26,-0.44,209.84,-0.26,-0.44,209.84,-0.26,-0.44
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.78,0.01,0.10,145.45,0.01,-0.16,130.60,0.00,0.07
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.71,0.01,0.10,145.38,0.01,-0.16,130.54,0.00,0.06
Dim Sum (Offshore CNY) Bond Index,149.22,0.01,0.05,154.12,0.06,-0.32,117.83,0.00,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),302.60,-0.36,-0.31,384.27,0.69,1.22,193.42,-0.37,-0.31
Emerging Markets Government Bond Index (EMGBI),246.89,-0.02,0.03,136.66,-0.14,-0.14,154.10,-0.03,-0.01
Emerging Markets Inflation-Linked Securities Index (EMILSI),472.35,-0.09,0.68,179.95,-0.91,1.74,202.01,-0.12,0.54
Emerging Markets US Dollar Government Bond Index EMUSDGBI),836.17,-0.18,-0.19,836.17,-0.18,-0.19,836.17,-0.18,-0.19
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),892.85,-0.12,-0.13,892.85,-0.12,-0.13,892.85,-0.12,-0.13
Debt Capacity World Government Bond Index (DCWGBI),175.19,-0.69,-0.81,162.17,-0.90,-1.56,186.29,-0.68,-0.80
Time-Weighted US Fallen Angel Bond Index,803.16,-0.16,-0.11,803.16,-0.16,-0.11,803.16,-0.16,-0.11
