,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),228.31,-0.43,-3.06,218.05,-0.57,-4.37,256.38,-0.42,-3.02
World Government Bond Index (WGBI),744.19,-0.39,-2.72,912.84,-0.59,-4.51,886.88,-0.38,-2.66
World Government Bond Index - Developed Markets (WGBI  DM),739.62,-0.40,-2.76,911.86,-0.59,-4.55,889.17,-0.39,-2.70
World Government Bond Index - Extended (WGBI Extended),754.43,-0.35,-2.55,926.37,-0.57,-4.35,889.74,-0.35,-2.51
World Inflation-Linked Securities Index (WorldILSI),199.48,0.01,-2.94,167.91,-0.14,-3.99,202.21,0.01,-2.91
US Broad Investment-Grade Bond Index (USBIG),"1,755.58",-0.54,-3.75,"1,755.58",-0.54,-3.75,"1,755.58",-0.54,-3.75
US Treasury Index,"1,527.82",-0.53,-3.20,"1,527.82",-0.53,-3.20,"1,527.82",-0.53,-3.20
US High-Yield Market Index,"1,163.61",-0.13,-2.05,"1,163.61",-0.13,-2.05,"1,163.61",-0.13,-2.05
US High-Yield Cash Pay Index,"1,139.93",-0.12,-2.04,"1,139.93",-0.12,-2.04,"1,139.93",-0.12,-2.04
US High-Yield Market Capped Index,402.88,-0.12,-2.00,402.88,-0.12,-2.00,402.88,-0.12,-2.00
US High-Yield Cash Pay Capped Index,399.07,-0.12,-2.00,399.07,-0.12,-2.00,399.07,-0.12,-2.00
LATAM Government Bond Index (LATAMGBI),220.84,-0.04,-1.77,106.99,-0.52,-2.11,140.13,-0.04,-2.14
Euro Broad Investment-Grade Bond Index (EuroBIG),229.12,-0.40,-2.73,211.59,-0.59,-5.19,270.01,-0.38,-2.60
EMU Government Bond Index (EGBI),233.02,-0.45,-3.13,215.19,-0.64,-5.58,274.18,-0.43,-2.99
Eurodollar Bond Index,420.04,-0.42,-4.00,420.04,-0.42,-4.00,420.04,-0.42,-4.00
Eurosterling Bond Index,521.04,-0.55,-2.52,433.98,-0.68,-3.52,458.71,-0.54,-2.50
Euroyen Bond Index,185.46,-0.02,-0.20,143.99,-0.65,-5.74,370.68,-0.01,-0.15
CEEMEA Government Bond Index (CEEMEAGBI),147.86,0.06,-1.75,72.07,-0.81,-4.82,102.45,0.06,-1.92
Middle East and North Africa Broad Bond Index (MENABBI),160.92,-0.32,-3.01,160.92,-0.32,-3.01,160.92,-0.32,-3.01
Asian Government Bond Index (AGBI),192.28,0.02,-0.70,162.65,-0.35,-2.29,165.14,0.02,-0.79
Asian Government Extended Bond Index (AGBI-Extended),182.47,0.03,-0.85,186.42,-0.23,-2.24,142.16,0.02,-0.96
AsiaPac Government Bond Index (APGBI),193.56,0.03,-0.79,159.30,-0.39,-2.39,161.91,0.03,-0.86
Asian Broad Bond Index (ABBI),205.75,-0.13,-2.38,205.75,-0.13,-2.38,205.75,-0.13,-2.38
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.25,0.07,0.41,143.83,-0.48,-1.26,130.87,0.06,0.27
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.18,0.07,0.40,143.76,-0.48,-1.27,130.80,0.06,0.26
Dim Sum (Offshore CNY) Bond Index,149.16,-0.00,0.01,151.63,-0.39,-1.92,117.66,-0.01,-0.13
Australian Broad Investment-Grade Bond Index (AusBIG),299.36,-0.07,-1.38,368.84,-0.84,-2.85,191.44,-0.06,-1.33
Emerging Markets Government Bond Index (EMGBI),245.54,0.03,-0.52,134.01,-0.46,-2.08,153.08,0.03,-0.67
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.28,0.10,0.88,179.34,-0.34,1.40,201.46,0.07,0.26
Emerging Markets US Dollar Government Bond Index EMUSDGBI),805.91,-0.00,-3.80,805.91,-0.00,-3.80,805.91,-0.00,-3.80
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),860.12,-0.02,-3.79,860.12,-0.02,-3.79,860.12,-0.02,-3.79
Debt Capacity World Government Bond Index (DCWGBI),172.08,-0.33,-2.57,157.51,-0.58,-4.39,183.05,-0.32,-2.52
Time-Weighted US Fallen Angel Bond Index,781.84,-0.21,-2.76,781.84,-0.21,-2.76,781.84,-0.21,-2.76
