,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),229.57,-0.14,-2.53,219.22,-0.17,-3.86,257.79,-0.14,-2.48
World Government Bond Index (WGBI),747.62,-0.10,-2.27,917.76,-0.17,-4.00,890.90,-0.10,-2.22
World Government Bond Index - Developed Markets (WGBI  DM),743.10,-0.10,-2.30,916.64,-0.17,-4.06,893.28,-0.10,-2.25
World Government Bond Index - Extended (WGBI Extended),757.53,-0.11,-2.15,931.61,-0.20,-3.80,893.34,-0.11,-2.11
World Inflation-Linked Securities Index (WorldILSI),199.44,0.02,-2.96,167.72,-0.04,-4.09,202.17,0.02,-2.93
US Broad Investment-Grade Bond Index (USBIG),"1,766.31",-0.26,-3.16,"1,766.31",-0.26,-3.16,"1,766.31",-0.26,-3.16
US Treasury Index,"1,534.16",-0.22,-2.80,"1,534.16",-0.22,-2.80,"1,534.16",-0.22,-2.80
US High-Yield Market Index,"1,164.20",-0.22,-2.00,"1,164.20",-0.22,-2.00,"1,164.20",-0.22,-2.00
US High-Yield Cash Pay Index,"1,140.47",-0.22,-2.00,"1,140.47",-0.22,-2.00,"1,140.47",-0.22,-2.00
US High-Yield Market Capped Index,403.07,-0.21,-1.96,403.07,-0.21,-1.96,403.07,-0.21,-1.96
US High-Yield Cash Pay Capped Index,399.23,-0.21,-1.96,399.23,-0.21,-1.96,399.23,-0.21,-1.96
LATAM Government Bond Index (LATAMGBI),221.16,-0.22,-1.63,107.58,-0.03,-1.57,140.40,-0.28,-1.95
Euro Broad Investment-Grade Bond Index (EuroBIG),230.25,0.01,-2.25,211.64,0.17,-5.17,271.32,0.02,-2.12
EMU Government Bond Index (EGBI),234.27,0.01,-2.61,215.33,0.17,-5.52,275.62,0.02,-2.48
Eurodollar Bond Index,421.98,-0.26,-3.55,421.98,-0.26,-3.55,421.98,-0.26,-3.55
Eurosterling Bond Index,525.41,0.03,-1.70,437.21,-0.18,-2.80,462.54,0.03,-1.69
Euroyen Bond Index,185.57,0.00,-0.14,146.18,-0.59,-4.31,370.85,0.01,-0.10
CEEMEA Government Bond Index (CEEMEAGBI),148.58,0.13,-1.27,73.23,0.11,-3.29,102.96,0.10,-1.44
Middle East and North Africa Broad Bond Index (MENABBI),161.38,-0.13,-2.73,161.38,-0.13,-2.73,161.38,-0.13,-2.73
Asian Government Bond Index (AGBI),192.23,-0.24,-0.73,164.04,-0.43,-1.45,165.12,-0.25,-0.80
Asian Government Extended Bond Index (AGBI-Extended),182.27,-0.21,-0.96,187.37,-0.40,-1.74,142.03,-0.22,-1.05
AsiaPac Government Bond Index (APGBI),193.70,-0.21,-0.72,160.57,-0.47,-1.61,162.05,-0.22,-0.78
Asian Broad Bond Index (ABBI),206.44,-0.37,-2.05,206.44,-0.37,-2.05,206.44,-0.37,-2.05
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.17,-0.13,0.35,145.58,-0.12,-0.07,130.83,-0.15,0.24
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.10,-0.13,0.35,145.51,-0.12,-0.07,130.77,-0.15,0.24
Dim Sum (Offshore CNY) Bond Index,149.17,0.03,0.01,153.92,0.26,-0.44,117.69,0.01,-0.11
Australian Broad Investment-Grade Bond Index (AusBIG),302.08,0.02,-0.48,370.17,-0.73,-2.50,193.15,0.03,-0.45
Emerging Markets Government Bond Index (EMGBI),245.91,-0.12,-0.37,135.58,-0.12,-0.93,153.34,-0.15,-0.50
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.15,0.06,0.85,179.49,0.50,1.49,201.58,-0.03,0.33
Emerging Markets US Dollar Government Bond Index EMUSDGBI),809.13,-0.11,-3.42,809.13,-0.11,-3.42,809.13,-0.11,-3.42
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),863.64,-0.16,-3.40,863.64,-0.16,-3.40,863.64,-0.16,-3.40
Debt Capacity World Government Bond Index (DCWGBI),172.86,-0.08,-2.13,158.23,-0.16,-3.95,183.87,-0.08,-2.09
Time-Weighted US Fallen Angel Bond Index,783.65,-0.33,-2.53,783.65,-0.33,-2.53,783.65,-0.33,-2.53
