,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.80,-0.29,-3.28,215.14,-0.05,-5.65,255.94,-0.29,-3.19
World Government Bond Index (WGBI),743.42,-0.21,-2.82,899.77,0.13,-5.88,886.47,-0.21,-2.71
World Government Bond Index - Developed Markets (WGBI  DM),738.94,-0.22,-2.85,899.07,0.12,-5.89,888.88,-0.22,-2.73
World Government Bond Index - Extended (WGBI Extended),753.83,-0.21,-2.63,912.91,0.16,-5.74,889.46,-0.21,-2.54
World Inflation-Linked Securities Index (WorldILSI),198.96,-0.27,-3.19,164.29,0.12,-6.06,201.88,-0.29,-3.07
US Broad Investment-Grade Bond Index (USBIG),"1,754.13",-0.34,-3.83,"1,754.13",-0.34,-3.83,"1,754.13",-0.34,-3.83
US Treasury Index,"1,529.93",-0.18,-3.07,"1,529.93",-0.18,-3.07,"1,529.93",-0.18,-3.07
US High-Yield Market Index,"1,146.83",-0.48,-3.46,"1,146.83",-0.48,-3.46,"1,146.83",-0.48,-3.46
US High-Yield Cash Pay Index,"1,123.48",-0.48,-3.46,"1,123.48",-0.48,-3.46,"1,123.48",-0.48,-3.46
US High-Yield Market Capped Index,397.08,-0.48,-3.41,397.08,-0.48,-3.41,397.08,-0.48,-3.41
US High-Yield Cash Pay Capped Index,393.31,-0.48,-3.41,393.31,-0.48,-3.41,393.31,-0.48,-3.41
LATAM Government Bond Index (LATAMGBI),219.04,0.14,-2.57,102.43,0.97,-6.28,138.88,0.07,-3.01
Euro Broad Investment-Grade Bond Index (EuroBIG),227.39,-0.33,-3.46,204.28,-0.02,-8.47,268.36,-0.31,-3.19
EMU Government Bond Index (EGBI),231.35,-0.35,-3.82,207.84,-0.04,-8.81,272.64,-0.34,-3.53
Eurodollar Bond Index,416.63,-0.54,-4.78,416.63,-0.54,-4.78,416.63,-0.54,-4.78
Eurosterling Bond Index,520.01,-0.27,-2.71,417.30,0.66,-7.23,458.29,-0.28,-2.59
Euroyen Bond Index,185.49,0.01,-0.18,142.84,1.13,-6.49,370.82,0.01,-0.11
CEEMEA Government Bond Index (CEEMEAGBI),147.58,-0.10,-1.93,69.69,0.42,-7.96,102.26,-0.14,-2.11
Middle East and North Africa Broad Bond Index (MENABBI),158.76,-0.56,-4.31,158.76,-0.56,-4.31,158.76,-0.56,-4.31
Asian Government Bond Index (AGBI),192.35,-0.09,-0.66,159.91,0.44,-3.93,165.15,-0.10,-0.78
Asian Government Extended Bond Index (AGBI-Extended),182.55,-0.06,-0.80,183.92,0.34,-3.55,142.17,-0.08,-0.95
AsiaPac Government Bond Index (APGBI),193.56,-0.10,-0.79,156.18,0.42,-4.30,161.89,-0.11,-0.88
Asian Broad Bond Index (ABBI),204.88,-0.19,-2.79,204.88,-0.19,-2.79,204.88,-0.19,-2.79
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.32,0.09,0.45,140.91,0.47,-3.27,130.84,0.07,0.25
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.25,0.08,0.45,140.84,0.47,-3.27,130.78,0.07,0.25
Dim Sum (Offshore CNY) Bond Index,148.85,-0.02,-0.20,147.48,0.34,-4.61,117.36,-0.03,-0.38
Australian Broad Investment-Grade Bond Index (AusBIG),298.01,-0.27,-1.82,352.74,0.17,-7.09,190.77,-0.26,-1.67
Emerging Markets Government Bond Index (EMGBI),244.94,0.04,-0.76,130.90,0.48,-4.35,152.64,0.01,-0.96
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.36,0.32,0.89,171.23,1.39,-3.19,201.05,0.25,0.06
Emerging Markets US Dollar Government Bond Index EMUSDGBI),789.63,-0.61,-5.75,789.63,-0.61,-5.75,789.63,-0.61,-5.75
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),841.61,-0.63,-5.86,841.61,-0.63,-5.86,841.61,-0.63,-5.86
Debt Capacity World Government Bond Index (DCWGBI),171.73,-0.21,-2.76,154.23,0.16,-6.38,182.80,-0.21,-2.65
Time-Weighted US Fallen Angel Bond Index,770.65,-0.38,-4.15,770.65,-0.38,-4.15,770.65,-0.38,-4.15
