,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),229.91,0.01,-2.38,219.59,0.01,-3.69,258.16,0.01,-2.35
World Government Bond Index (WGBI),748.38,0.01,-2.17,919.35,0.01,-3.83,891.78,0.01,-2.12
World Government Bond Index - Developed Markets (WGBI  DM),743.85,0.01,-2.20,918.24,0.01,-3.89,894.15,0.01,-2.15
World Government Bond Index - Extended (WGBI Extended),758.39,-0.01,-2.04,933.45,-0.01,-3.62,894.34,-0.01,-2.00
World Inflation-Linked Securities Index (WorldILSI),199.41,0.00,-2.97,167.79,0.00,-4.05,202.13,0.00,-2.95
US Broad Investment-Grade Bond Index (USBIG),"1,770.90",0.01,-2.91,"1,770.90",0.01,-2.91,"1,770.90",0.01,-2.91
US Treasury Index,"1,537.57",0.00,-2.59,"1,537.57",0.00,-2.59,"1,537.57",0.00,-2.59
US High-Yield Market Index,"1,166.76",0.02,-1.78,"1,166.76",0.02,-1.78,"1,166.76",0.02,-1.78
US High-Yield Cash Pay Index,"1,142.97",0.02,-1.78,"1,142.97",0.02,-1.78,"1,142.97",0.02,-1.78
US High-Yield Market Capped Index,403.93,0.02,-1.75,403.93,0.02,-1.75,403.93,0.02,-1.75
US High-Yield Cash Pay Capped Index,400.09,0.02,-1.75,400.09,0.02,-1.75,400.09,0.02,-1.75
LATAM Government Bond Index (LATAMGBI),221.65,0.02,-1.41,107.61,0.02,-1.54,140.79,0.01,-1.67
Euro Broad Investment-Grade Bond Index (EuroBIG),230.22,0.00,-2.26,211.28,0.00,-5.33,271.27,0.01,-2.14
EMU Government Bond Index (EGBI),234.23,0.00,-2.62,214.96,0.00,-5.69,275.57,0.01,-2.49
Eurodollar Bond Index,423.07,0.01,-3.30,423.07,0.01,-3.30,423.07,0.01,-3.30
Eurosterling Bond Index,525.28,0.01,-1.72,438.00,0.01,-2.62,462.42,0.01,-1.71
Euroyen Bond Index,185.56,0.03,-0.15,147.04,0.03,-3.74,370.81,0.03,-0.11
CEEMEA Government Bond Index (CEEMEAGBI),148.38,0.01,-1.41,73.15,0.01,-3.40,102.86,0.00,-1.53
Middle East and North Africa Broad Bond Index (MENABBI),161.59,0.01,-2.60,161.59,0.01,-2.60,161.59,0.01,-2.60
Asian Government Bond Index (AGBI),192.70,-0.15,-0.49,164.75,-0.15,-1.03,165.53,-0.15,-0.55
Asian Government Extended Bond Index (AGBI-Extended),182.65,-0.10,-0.75,188.12,-0.10,-1.35,142.34,-0.11,-0.83
AsiaPac Government Bond Index (APGBI),194.11,-0.13,-0.51,161.32,-0.13,-1.15,162.40,-0.13,-0.57
Asian Broad Bond Index (ABBI),207.21,0.01,-1.69,207.21,0.01,-1.69,207.21,0.01,-1.69
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.37,0.05,0.48,145.75,0.05,0.05,131.02,0.04,0.38
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.30,0.05,0.48,145.68,0.05,0.05,130.96,0.04,0.39
Dim Sum (Offshore CNY) Bond Index,149.13,0.01,-0.01,153.52,0.01,-0.71,117.68,0.00,-0.11
Australian Broad Investment-Grade Bond Index (AusBIG),302.01,0.01,-0.50,372.91,0.01,-1.78,193.09,0.01,-0.48
Emerging Markets Government Bond Index (EMGBI),246.21,0.02,-0.25,135.75,0.02,-0.81,153.56,0.01,-0.36
Emerging Markets Inflation-Linked Securities Index (EMILSI),472.84,0.03,0.78,178.60,0.03,0.98,201.63,0.00,0.35
Emerging Markets US Dollar Government Bond Index EMUSDGBI),810.00,0.02,-3.32,810.00,0.02,-3.32,810.00,0.02,-3.32
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),865.04,0.02,-3.24,865.04,0.02,-3.24,865.04,0.02,-3.24
Debt Capacity World Government Bond Index (DCWGBI),173.00,0.00,-2.05,158.48,0.00,-3.79,184.02,0.00,-2.01
Time-Weighted US Fallen Angel Bond Index,786.22,0.01,-2.21,786.22,0.01,-2.21,786.22,0.01,-2.21
