,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),228.52,-0.46,-2.97,217.83,-0.63,-4.46,256.63,-0.45,-2.92
World Government Bond Index (WGBI),744.40,-0.43,-2.69,911.02,-0.74,-4.70,887.16,-0.42,-2.63
World Government Bond Index - Developed Markets (WGBI  DM),739.85,-0.44,-2.73,909.83,-0.74,-4.77,889.48,-0.43,-2.66
World Government Bond Index - Extended (WGBI Extended),754.62,-0.38,-2.53,925.32,-0.68,-4.46,889.99,-0.37,-2.48
World Inflation-Linked Securities Index (WorldILSI),198.07,-0.69,-3.63,166.37,-0.81,-4.87,200.81,-0.67,-3.58
US Broad Investment-Grade Bond Index (USBIG),"1,757.67",-0.49,-3.64,"1,757.67",-0.49,-3.64,"1,757.67",-0.49,-3.64
US Treasury Index,"1,528.41",-0.37,-3.17,"1,528.41",-0.37,-3.17,"1,528.41",-0.37,-3.17
US High-Yield Market Index,"1,162.69",-0.13,-2.12,"1,162.69",-0.13,-2.12,"1,162.69",-0.13,-2.12
US High-Yield Cash Pay Index,"1,139.06",-0.12,-2.12,"1,139.06",-0.12,-2.12,"1,139.06",-0.12,-2.12
US High-Yield Market Capped Index,402.56,-0.13,-2.08,402.56,-0.13,-2.08,402.56,-0.13,-2.08
US High-Yield Cash Pay Capped Index,398.75,-0.12,-2.08,398.75,-0.12,-2.08,398.75,-0.12,-2.08
LATAM Government Bond Index (LATAMGBI),220.59,-0.26,-1.88,106.87,-0.66,-2.22,140.02,-0.27,-2.22
Euro Broad Investment-Grade Bond Index (EuroBIG),229.18,-0.47,-2.70,210.51,-0.53,-5.67,270.10,-0.45,-2.56
EMU Government Bond Index (EGBI),232.92,-0.58,-3.17,213.94,-0.64,-6.13,274.09,-0.55,-3.02
Eurodollar Bond Index,419.68,-0.55,-4.08,419.68,-0.55,-4.08,419.68,-0.55,-4.08
Eurosterling Bond Index,521.69,-0.71,-2.39,433.19,-0.92,-3.70,459.32,-0.70,-2.37
Euroyen Bond Index,185.52,-0.02,-0.17,143.67,-1.72,-5.95,370.78,-0.02,-0.12
CEEMEA Government Bond Index (CEEMEAGBI),147.53,-0.70,-1.97,72.29,-1.28,-4.53,102.25,-0.69,-2.12
Middle East and North Africa Broad Bond Index (MENABBI),161.06,-0.19,-2.92,161.06,-0.19,-2.92,161.06,-0.19,-2.92
Asian Government Bond Index (AGBI),192.38,0.08,-0.65,163.93,-0.06,-1.52,165.24,0.07,-0.73
Asian Government Extended Bond Index (AGBI-Extended),182.42,0.08,-0.88,187.16,-0.11,-1.85,142.14,0.08,-0.97
AsiaPac Government Bond Index (APGBI),193.70,0.00,-0.72,160.40,-0.10,-1.71,162.05,-0.00,-0.78
Asian Broad Bond Index (ABBI),206.16,-0.14,-2.18,206.16,-0.14,-2.18,206.16,-0.14,-2.18
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.20,0.01,0.37,145.41,-0.11,-0.18,130.84,0.01,0.25
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.12,0.01,0.37,145.34,-0.11,-0.18,130.78,0.01,0.24
Dim Sum (Offshore CNY) Bond Index,149.20,0.02,0.03,153.01,-0.60,-1.04,117.70,0.01,-0.09
Australian Broad Investment-Grade Bond Index (AusBIG),300.19,-0.62,-1.10,368.62,-0.42,-2.91,191.97,-0.61,-1.06
Emerging Markets Government Bond Index (EMGBI),245.62,-0.12,-0.49,135.12,-0.35,-1.27,153.15,-0.12,-0.63
Emerging Markets Inflation-Linked Securities Index (EMILSI),472.16,-0.21,0.64,178.44,-0.59,0.89,201.11,-0.24,0.09
Emerging Markets US Dollar Government Bond Index EMUSDGBI),805.95,-0.39,-3.80,805.95,-0.39,-3.80,805.95,-0.39,-3.80
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),860.54,-0.36,-3.74,860.54,-0.36,-3.74,860.54,-0.36,-3.74
Debt Capacity World Government Bond Index (DCWGBI),172.05,-0.47,-2.59,157.15,-0.69,-4.61,183.03,-0.46,-2.53
Time-Weighted US Fallen Angel Bond Index,781.66,-0.25,-2.78,781.66,-0.25,-2.78,781.66,-0.25,-2.78
