,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),231.53,-0.32,-1.69,221.96,-0.48,-2.66,259.93,-0.32,-1.68
World Government Bond Index (WGBI),752.73,-0.20,-1.60,929.11,-0.40,-2.81,896.76,-0.19,-1.58
World Government Bond Index - Developed Markets (WGBI  DM),748.27,-0.20,-1.62,928.21,-0.40,-2.84,899.23,-0.19,-1.59
World Government Bond Index - Extended (WGBI Extended),762.58,-0.19,-1.50,942.76,-0.38,-2.65,899.11,-0.18,-1.48
World Inflation-Linked Securities Index (WorldILSI),200.97,-0.27,-2.22,169.31,-0.48,-3.18,203.69,-0.26,-2.20
US Broad Investment-Grade Bond Index (USBIG),"1,784.72",-0.52,-2.15,"1,784.72",-0.52,-2.15,"1,784.72",-0.52,-2.15
US Treasury Index,"1,545.41",-0.41,-2.09,"1,545.41",-0.41,-2.09,"1,545.41",-0.41,-2.09
US High-Yield Market Index,"1,170.83",-0.35,-1.44,"1,170.83",-0.35,-1.44,"1,170.83",-0.35,-1.44
US High-Yield Cash Pay Index,"1,146.93",-0.35,-1.44,"1,146.93",-0.35,-1.44,"1,146.93",-0.35,-1.44
US High-Yield Market Capped Index,405.30,-0.34,-1.41,405.30,-0.34,-1.41,405.30,-0.34,-1.41
US High-Yield Cash Pay Capped Index,401.44,-0.34,-1.42,401.44,-0.34,-1.42,401.44,-0.34,-1.42
LATAM Government Bond Index (LATAMGBI),223.51,-0.26,-0.58,107.82,-0.10,-1.35,142.16,-0.27,-0.72
Euro Broad Investment-Grade Bond Index (EuroBIG),232.12,-0.14,-1.45,214.93,-0.49,-3.69,273.33,-0.13,-1.40
EMU Government Bond Index (EGBI),236.33,-0.09,-1.75,218.83,-0.44,-3.98,277.85,-0.08,-1.69
Eurodollar Bond Index,428.30,-0.61,-2.11,428.30,-0.61,-2.11,428.30,-0.61,-2.11
Eurosterling Bond Index,530.16,-0.19,-0.81,440.81,-0.63,-2.00,466.70,-0.18,-0.80
Euroyen Bond Index,185.87,0.07,0.02,149.06,-0.31,-2.42,371.36,0.07,0.03
CEEMEA Government Bond Index (CEEMEAGBI),148.37,-0.39,-1.41,73.48,-0.20,-2.96,102.94,-0.39,-1.46
Middle East and North Africa Broad Bond Index (MENABBI),164.00,-0.50,-1.15,164.00,-0.50,-1.15,164.00,-0.50,-1.15
Asian Government Bond Index (AGBI),193.13,-0.07,-0.26,165.24,-0.18,-0.73,165.96,-0.07,-0.30
Asian Government Extended Bond Index (AGBI-Extended),183.53,-0.06,-0.27,189.32,-0.14,-0.71,143.08,-0.07,-0.31
AsiaPac Government Bond Index (APGBI),194.48,-0.08,-0.32,161.84,-0.22,-0.83,162.76,-0.08,-0.35
Asian Broad Bond Index (ABBI),208.43,-0.40,-1.11,208.43,-0.40,-1.11,208.43,-0.40,-1.11
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.16,0.02,0.34,145.71,0.02,0.02,130.90,0.01,0.29
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.09,0.02,0.34,145.64,0.02,0.02,130.84,0.01,0.29
Dim Sum (Offshore CNY) Bond Index,149.14,-0.00,-0.01,154.05,-0.14,-0.36,117.74,-0.01,-0.06
Australian Broad Investment-Grade Bond Index (AusBIG),301.06,-0.27,-0.82,373.67,-0.57,-1.58,192.47,-0.27,-0.80
Emerging Markets Government Bond Index (EMGBI),246.60,-0.07,-0.09,136.06,-0.04,-0.58,153.89,-0.07,-0.15
Emerging Markets Inflation-Linked Securities Index (EMILSI),474.06,0.36,1.04,177.93,0.62,0.60,202.56,0.34,0.81
Emerging Markets US Dollar Government Bond Index EMUSDGBI),822.79,-0.52,-1.79,822.79,-0.52,-1.79,822.79,-0.52,-1.79
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),878.38,-0.46,-1.75,878.38,-0.46,-1.75,878.38,-0.46,-1.75
Debt Capacity World Government Bond Index (DCWGBI),173.98,-0.20,-1.49,160.17,-0.38,-2.77,185.02,-0.20,-1.47
Time-Weighted US Fallen Angel Bond Index,793.09,-0.39,-1.36,793.09,-0.39,-1.36,793.09,-0.39,-1.36
