,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),232.63,-0.36,-1.23,223.49,-0.47,-1.98,261.15,-0.35,-1.21
World Government Bond Index (WGBI),755.17,-0.34,-1.28,934.74,-0.51,-2.22,899.61,-0.34,-1.26
World Government Bond Index - Developed Markets (WGBI  DM),750.67,-0.35,-1.31,933.84,-0.51,-2.25,902.05,-0.34,-1.29
World Government Bond Index - Extended (WGBI Extended),764.87,-0.31,-1.20,948.14,-0.48,-2.10,901.77,-0.31,-1.19
World Inflation-Linked Securities Index (WorldILSI),202.62,-0.74,-1.41,171.25,-0.95,-2.07,205.34,-0.73,-1.41
US Broad Investment-Grade Bond Index (USBIG),"1,797.29",-0.38,-1.46,"1,797.29",-0.38,-1.46,"1,797.29",-0.38,-1.46
US Treasury Index,"1,554.77",-0.24,-1.50,"1,554.77",-0.24,-1.50,"1,554.77",-0.24,-1.50
US High-Yield Market Index,"1,176.94",-0.76,-0.92,"1,176.94",-0.76,-0.92,"1,176.94",-0.76,-0.92
US High-Yield Cash Pay Index,"1,152.95",-0.76,-0.93,"1,152.95",-0.76,-0.93,"1,152.95",-0.76,-0.93
US High-Yield Market Capped Index,407.39,-0.75,-0.91,407.39,-0.75,-0.91,407.39,-0.75,-0.91
US High-Yield Cash Pay Capped Index,403.52,-0.75,-0.91,403.52,-0.75,-0.91,403.52,-0.75,-0.91
LATAM Government Bond Index (LATAMGBI),224.87,-0.18,0.02,109.43,-0.88,0.13,143.07,-0.20,-0.08
Euro Broad Investment-Grade Bond Index (EuroBIG),232.88,-0.27,-1.13,216.55,-0.45,-2.97,274.18,-0.26,-1.09
EMU Government Bond Index (EGBI),236.91,-0.38,-1.51,220.29,-0.55,-3.34,278.48,-0.36,-1.46
Eurodollar Bond Index,431.66,-0.52,-1.34,431.66,-0.52,-1.34,431.66,-0.52,-1.34
Eurosterling Bond Index,532.06,-0.31,-0.45,445.15,-0.62,-1.04,468.34,-0.30,-0.45
Euroyen Bond Index,185.72,-0.00,-0.06,149.73,-0.37,-1.98,371.05,0.00,-0.05
CEEMEA Government Bond Index (CEEMEAGBI),149.34,-0.47,-0.76,73.92,-1.09,-2.38,103.61,-0.47,-0.81
Middle East and North Africa Broad Bond Index (MENABBI),164.99,-0.43,-0.55,164.99,-0.43,-0.55,164.99,-0.43,-0.55
Asian Government Bond Index (AGBI),193.20,0.01,-0.23,165.54,-0.15,-0.55,166.03,0.00,-0.26
Asian Government Extended Bond Index (AGBI-Extended),183.63,0.00,-0.22,189.78,-0.26,-0.47,143.17,-0.00,-0.25
AsiaPac Government Bond Index (APGBI),194.59,-0.04,-0.27,162.34,-0.31,-0.52,162.85,-0.04,-0.29
Asian Broad Bond Index (ABBI),209.18,-0.31,-0.75,209.18,-0.31,-0.75,209.18,-0.31,-0.75
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.00,0.14,0.24,145.54,0.06,-0.09,130.78,0.13,0.20
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.93,0.14,0.24,145.47,0.06,-0.09,130.72,0.13,0.20
Dim Sum (Offshore CNY) Bond Index,149.20,-0.01,0.04,154.31,0.13,-0.19,117.81,-0.02,-0.00
Australian Broad Investment-Grade Bond Index (AusBIG),301.49,-0.37,-0.68,378.42,-1.52,-0.33,192.72,-0.36,-0.67
Emerging Markets Government Bond Index (EMGBI),246.82,-0.03,0.00,136.36,-0.22,-0.36,154.05,-0.04,-0.04
Emerging Markets Inflation-Linked Securities Index (EMILSI),472.61,0.05,0.73,178.97,-0.55,1.19,202.06,0.02,0.57
Emerging Markets US Dollar Government Bond Index EMUSDGBI),826.91,-1.11,-1.30,826.91,-1.11,-1.30,826.91,-1.11,-1.30
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),883.09,-1.09,-1.22,883.09,-1.09,-1.22,883.09,-1.09,-1.22
Debt Capacity World Government Bond Index (DCWGBI),174.60,-0.34,-1.14,161.20,-0.60,-2.15,185.66,-0.34,-1.13
Time-Weighted US Fallen Angel Bond Index,797.67,-0.68,-0.79,797.67,-0.68,-0.79,797.67,-0.68,-0.79
