,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),234.87,-0.28,-0.28,226.53,-0.65,-0.65,263.63,-0.28,-0.28
World Government Bond Index (WGBI),762.69,-0.30,-0.30,948.51,-0.78,-0.78,908.43,-0.30,-0.30
World Government Bond Index - Developed Markets (WGBI  DM),758.30,-0.30,-0.30,947.80,-0.79,-0.79,911.07,-0.30,-0.30
World Government Bond Index - Extended (WGBI Extended),772.00,-0.28,-0.28,961.24,-0.75,-0.75,910.07,-0.28,-0.28
World Inflation-Linked Securities Index (WorldILSI),205.04,-0.23,-0.23,173.89,-0.56,-0.56,207.79,-0.23,-0.23
US Broad Investment-Grade Bond Index (USBIG),"1,818.82",-0.28,-0.28,"1,818.82",-0.28,-0.28,"1,818.82",-0.28,-0.28
US Treasury Index,"1,574.32",-0.26,-0.26,"1,574.32",-0.26,-0.26,"1,574.32",-0.26,-0.26
US High-Yield Market Index,"1,185.65",-0.19,-0.19,"1,185.65",-0.19,-0.19,"1,185.65",-0.19,-0.19
US High-Yield Cash Pay Index,"1,161.58",-0.18,-0.18,"1,161.58",-0.18,-0.18,"1,161.58",-0.18,-0.18
US High-Yield Market Capped Index,410.35,-0.19,-0.19,410.35,-0.19,-0.19,410.35,-0.19,-0.19
US High-Yield Cash Pay Capped Index,406.48,-0.18,-0.18,406.48,-0.18,-0.18,406.48,-0.18,-0.18
LATAM Government Bond Index (LATAMGBI),225.02,0.09,0.09,109.94,0.59,0.59,143.30,0.07,0.07
Euro Broad Investment-Grade Bond Index (EuroBIG),234.83,-0.30,-0.30,220.70,-1.11,-1.11,276.38,-0.30,-0.30
EMU Government Bond Index (EGBI),239.54,-0.41,-0.41,225.13,-1.22,-1.22,281.46,-0.41,-0.41
Eurodollar Bond Index,436.71,-0.19,-0.19,436.71,-0.19,-0.19,436.71,-0.19,-0.19
Eurosterling Bond Index,534.33,-0.03,-0.03,447.67,-0.48,-0.48,470.35,-0.03,-0.03
Euroyen Bond Index,185.70,-0.07,-0.07,150.81,-1.27,-1.27,370.98,-0.07,-0.07
CEEMEA Government Bond Index (CEEMEAGBI),149.97,-0.35,-0.35,75.05,-0.88,-0.88,104.09,-0.36,-0.36
Middle East and North Africa Broad Bond Index (MENABBI),165.91,0.00,0.00,165.91,0.00,0.00,165.91,0.00,0.00
Asian Government Bond Index (AGBI),193.46,-0.09,-0.09,165.90,-0.34,-0.34,166.29,-0.10,-0.10
Asian Government Extended Bond Index (AGBI-Extended),183.92,-0.06,-0.06,190.20,-0.25,-0.25,143.44,-0.07,-0.07
AsiaPac Government Bond Index (APGBI),194.95,-0.08,-0.08,162.65,-0.34,-0.34,163.18,-0.09,-0.09
Asian Broad Bond Index (ABBI),210.18,-0.28,-0.28,210.18,-0.28,-0.28,210.18,-0.28,-0.28
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.73,0.06,0.06,145.40,-0.19,-0.19,130.59,0.06,0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.66,0.06,0.06,145.33,-0.19,-0.19,130.53,0.05,0.05
Dim Sum (Offshore CNY) Bond Index,149.16,0.01,0.01,154.13,-0.31,-0.31,117.81,0.00,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),303.12,-0.14,-0.14,378.17,-0.39,-0.39,193.76,-0.14,-0.14
Emerging Markets Government Bond Index (EMGBI),246.78,-0.02,-0.02,136.58,-0.20,-0.20,154.08,-0.02,-0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),470.83,0.35,0.35,178.65,1.01,1.01,201.58,0.33,0.33
Emerging Markets US Dollar Government Bond Index EMUSDGBI),836.48,-0.15,-0.15,836.48,-0.15,-0.15,836.48,-0.15,-0.15
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),893.41,-0.07,-0.07,893.41,-0.07,-0.07,893.41,-0.07,-0.07
Debt Capacity World Government Bond Index (DCWGBI),176.15,-0.27,-0.27,163.52,-0.74,-0.74,187.29,-0.26,-0.26
Time-Weighted US Fallen Angel Bond Index,802.69,-0.17,-0.17,802.69,-0.17,-0.17,802.69,-0.17,-0.17
