,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),241.50,0.03,0.21,234.38,0.02,-0.33,270.93,0.03,0.21
World Government Bond Index (WGBI),785.59,-0.09,0.35,987.30,-0.08,-0.25,935.16,-0.08,0.35
World Government Bond Index - Developed Markets (WGBI  DM),781.44,-0.08,0.37,987.60,-0.08,-0.23,938.24,-0.08,0.36
World Government Bond Index - Extended (WGBI Extended),793.58,-0.10,0.31,998.25,-0.10,-0.26,935.13,-0.10,0.30
World Inflation-Linked Securities Index (WorldILSI),210.29,-0.48,1.44,179.18,-0.41,0.84,213.01,-0.48,1.43
US Broad Investment-Grade Bond Index (USBIG),"1,869.59",0.18,-0.27,"1,869.59",0.18,-0.27,"1,869.59",0.18,-0.27
US Treasury Index,"1,622.71",0.07,-0.23,"1,622.71",0.07,-0.23,"1,622.71",0.07,-0.23
US High-Yield Market Index,"1,200.15",0.03,0.23,"1,200.15",0.03,0.23,"1,200.15",0.03,0.23
US High-Yield Cash Pay Index,"1,175.70",0.03,0.23,"1,175.70",0.03,0.23,"1,175.70",0.03,0.23
US High-Yield Market Capped Index,415.20,0.03,0.23,415.20,0.03,0.23,415.20,0.03,0.23
US High-Yield Cash Pay Capped Index,411.25,0.03,0.23,411.25,0.03,0.23,411.25,0.03,0.23
LATAM Government Bond Index (LATAMGBI),226.53,-0.11,-0.16,106.90,1.39,0.40,145.01,-0.13,-0.20
Euro Broad Investment-Grade Bond Index (EuroBIG),242.98,-0.05,0.93,228.90,-0.09,-0.59,285.54,-0.04,0.93
EMU Government Bond Index (EGBI),249.03,-0.11,1.07,234.59,-0.15,-0.46,292.14,-0.10,1.06
Eurodollar Bond Index,447.16,0.32,-0.38,447.16,0.32,-0.38,447.16,0.32,-0.38
Eurosterling Bond Index,543.28,-0.54,0.41,463.26,-0.34,-0.17,477.97,-0.53,0.41
Euroyen Bond Index,186.33,-0.10,-0.06,160.77,-0.15,-0.45,371.95,-0.10,-0.05
CEEMEA Government Bond Index (CEEMEAGBI),170.91,0.00,-0.14,83.40,0.78,-1.35,123.90,-0.02,-0.21
Middle East and North Africa Broad Bond Index (MENABBI),168.11,0.22,0.27,168.11,0.22,0.27,168.11,0.22,0.27
Asian Government Bond Index (AGBI),194.75,-0.19,-0.15,168.20,-0.20,-0.24,167.66,-0.20,-0.17
Asian Government Extended Bond Index (AGBI-Extended),184.88,-0.24,-0.21,192.66,-0.30,-0.45,144.42,-0.25,-0.22
AsiaPac Government Bond Index (APGBI),197.04,-0.26,-0.15,165.04,-0.16,-0.15,165.19,-0.26,-0.17
Asian Broad Bond Index (ABBI),214.88,-0.24,-0.40,214.88,-0.24,-0.40,214.88,-0.24,-0.40
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.23,-0.07,-0.22,145.85,-0.19,-0.34,130.45,-0.08,-0.24
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.15,-0.07,-0.22,145.78,-0.19,-0.34,130.38,-0.08,-0.24
Dim Sum (Offshore CNY) Bond Index,149.80,-0.04,-0.02,155.89,0.03,-0.23,118.57,-0.05,-0.04
Australian Broad Investment-Grade Bond Index (AusBIG),315.87,-0.66,-0.02,385.07,0.27,0.84,202.11,-0.66,-0.02
Emerging Markets Government Bond Index (EMGBI),252.33,-0.07,-0.20,139.46,0.22,-0.28,158.98,-0.08,-0.23
Emerging Markets Inflation-Linked Securities Index (EMILSI),454.01,0.14,0.46,164.76,2.25,1.41,196.35,0.11,0.35
Emerging Markets US Dollar Government Bond Index EMUSDGBI),837.76,-0.22,-1.04,837.76,-0.22,-1.04,837.76,-0.22,-1.04
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),890.57,-0.18,-1.16,890.57,-0.18,-1.16,890.57,-0.18,-1.16
Debt Capacity World Government Bond Index (DCWGBI),181.69,-0.15,0.41,169.22,-0.15,-0.44,193.12,-0.14,0.41
Time-Weighted US Fallen Angel Bond Index,813.85,0.01,0.42,813.85,0.01,0.42,813.85,0.01,0.42
