,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),235.60,0.27,-2.24,227.34,0.18,-3.32,264.44,0.27,-2.20
World Government Bond Index (WGBI),765.39,0.23,-2.23,953.21,0.12,-3.70,911.59,0.23,-2.18
World Government Bond Index - Developed Markets (WGBI  DM),761.06,0.24,-2.25,952.84,0.13,-3.75,914.31,0.24,-2.20
World Government Bond Index - Extended (WGBI Extended),774.72,0.21,-2.08,965.77,0.11,-3.51,913.26,0.22,-2.04
World Inflation-Linked Securities Index (WorldILSI),204.66,0.84,-1.28,173.79,0.71,-2.19,207.39,0.84,-1.25
US Broad Investment-Grade Bond Index (USBIG),"1,822.66",0.41,-2.77,"1,822.66",0.41,-2.77,"1,822.66",0.41,-2.77
US Treasury Index,"1,577.84",0.40,-2.99,"1,577.84",0.40,-2.99,"1,577.84",0.40,-2.99
US High-Yield Market Index,"1,178.56",0.05,-1.58,"1,178.56",0.05,-1.58,"1,178.56",0.05,-1.58
US High-Yield Cash Pay Index,"1,154.59",0.05,-1.57,"1,154.59",0.05,-1.57,"1,154.59",0.05,-1.57
US High-Yield Market Capped Index,407.87,0.05,-1.54,407.87,0.05,-1.54,407.87,0.05,-1.54
US High-Yield Cash Pay Capped Index,404.00,0.05,-1.54,404.00,0.05,-1.54,404.00,0.05,-1.54
LATAM Government Bond Index (LATAMGBI),222.79,-0.01,-1.80,107.05,0.58,0.54,142.07,-0.04,-2.23
Euro Broad Investment-Grade Bond Index (EuroBIG),236.43,0.18,-1.79,221.50,-0.01,-3.80,278.21,0.18,-1.66
EMU Government Bond Index (EGBI),241.53,0.18,-1.98,226.28,-0.01,-3.99,283.74,0.19,-1.84
Eurodollar Bond Index,436.25,0.64,-2.82,436.25,0.64,-2.82,436.25,0.64,-2.82
Eurosterling Bond Index,530.52,0.33,-1.95,448.02,-0.02,-3.45,466.99,0.34,-1.90
Euroyen Bond Index,185.82,0.00,-0.33,153.16,-0.31,-5.16,371.14,0.00,-0.27
CEEMEA Government Bond Index (CEEMEAGBI),149.25,-0.15,-12.80,73.92,-0.22,-12.57,106.38,-1.16,-14.32
Middle East and North Africa Broad Bond Index (MENABBI),164.69,0.11,-1.77,164.69,0.11,-1.77,164.69,0.11,-1.77
Asian Government Bond Index (AGBI),194.02,-0.03,-0.53,166.10,-0.10,-1.48,166.86,-0.04,-0.65
Asian Government Extended Bond Index (AGBI-Extended),184.20,-0.04,-0.57,190.04,-0.11,-1.80,143.74,-0.04,-0.69
AsiaPac Government Bond Index (APGBI),195.52,-0.07,-0.92,162.93,-0.04,-1.42,163.74,-0.08,-1.04
Asian Broad Bond Index (ABBI),208.97,0.39,-3.14,208.97,0.39,-3.14,208.97,0.39,-3.14
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.30,0.03,-0.17,144.64,-0.19,-1.17,130.31,0.02,-0.35
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.23,0.03,-0.17,144.58,-0.19,-1.16,130.25,0.03,-0.34
Dim Sum (Offshore CNY) Bond Index,149.14,-0.00,-0.46,153.63,-0.20,-1.68,117.88,-0.01,-0.62
Australian Broad Investment-Grade Bond Index (AusBIG),305.07,-0.21,-3.44,381.00,0.59,-0.22,195.02,-0.25,-3.53
Emerging Markets Government Bond Index (EMGBI),246.11,-0.02,-2.66,135.51,-0.10,-3.11,154.42,-0.19,-3.09
Emerging Markets Inflation-Linked Securities Index (EMILSI),463.63,0.14,2.59,172.12,1.24,5.95,198.99,0.10,1.69
Emerging Markets US Dollar Government Bond Index EMUSDGBI),822.76,0.04,-2.82,822.76,0.04,-2.82,822.76,0.04,-2.82
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),878.26,-0.02,-2.52,878.26,-0.02,-2.52,878.26,-0.02,-2.52
Debt Capacity World Government Bond Index (DCWGBI),176.82,0.16,-2.28,164.04,0.07,-3.48,188.01,0.17,-2.25
Time-Weighted US Fallen Angel Bond Index,797.80,0.13,-1.56,797.80,0.13,-1.56,797.80,0.13,-1.56
