,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),243.25,0.93,0.93,236.77,0.69,0.69,272.89,0.93,0.93
World Government Bond Index (WGBI),791.24,1.07,1.07,998.03,0.83,0.83,941.86,1.07,1.07
World Government Bond Index - Developed Markets (WGBI  DM),787.17,1.10,1.10,998.40,0.86,0.86,945.09,1.10,1.10
World Government Bond Index - Extended (WGBI Extended),798.91,0.98,0.98,"1,008.43",0.75,0.75,941.39,0.98,0.98
World Inflation-Linked Securities Index (WorldILSI),212.43,2.47,2.47,181.44,2.11,2.11,215.18,2.46,2.46
US Broad Investment-Grade Bond Index (USBIG),"1,887.11",0.67,0.67,"1,887.11",0.67,0.67,"1,887.11",0.67,0.67
US Treasury Index,"1,639.00",0.77,0.77,"1,639.00",0.77,0.77,"1,639.00",0.77,0.77
US High-Yield Market Index,"1,221.81",2.03,2.03,"1,221.81",2.03,2.03,"1,221.81",2.03,2.03
US High-Yield Cash Pay Index,"1,197.27",2.06,2.06,"1,197.27",2.06,2.06,"1,197.27",2.06,2.06
US High-Yield Market Capped Index,422.95,2.10,2.10,422.95,2.10,2.10,422.95,2.10,2.10
US High-Yield Cash Pay Capped Index,419.06,2.13,2.13,419.06,2.13,2.13,419.06,2.13,2.13
LATAM Government Bond Index (LATAMGBI),226.61,-0.12,-0.12,106.12,-0.33,-0.33,145.10,-0.14,-0.14
Euro Broad Investment-Grade Bond Index (EuroBIG),244.45,1.55,1.55,231.93,0.73,0.73,287.25,1.54,1.54
EMU Government Bond Index (EGBI),251.00,1.87,1.87,238.15,1.05,1.05,294.44,1.86,1.86
Eurodollar Bond Index,451.64,0.61,0.61,451.64,0.61,0.61,451.64,0.61,0.61
Eurosterling Bond Index,551.34,1.90,1.90,470.53,1.40,1.40,485.02,1.89,1.89
Euroyen Bond Index,186.51,0.04,0.04,162.09,0.36,0.36,372.29,0.04,0.04
CEEMEA Government Bond Index (CEEMEAGBI),171.32,0.10,0.10,83.88,-0.78,-0.78,124.25,0.07,0.07
Middle East and North Africa Broad Bond Index (MENABBI),168.42,0.45,0.45,168.42,0.45,0.45,168.42,0.45,0.45
Asian Government Bond Index (AGBI),194.93,-0.06,-0.06,168.53,-0.04,-0.04,167.83,-0.07,-0.07
Asian Government Extended Bond Index (AGBI-Extended),185.20,-0.03,-0.03,193.48,-0.02,-0.02,144.68,-0.04,-0.04
AsiaPac Government Bond Index (APGBI),197.20,-0.07,-0.07,165.20,-0.05,-0.05,165.34,-0.08,-0.08
Asian Broad Bond Index (ABBI),216.51,0.36,0.36,216.51,0.36,0.36,216.51,0.36,0.36
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.40,-0.11,-0.11,146.15,-0.13,-0.13,130.61,-0.12,-0.12
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.32,-0.11,-0.11,146.08,-0.13,-0.13,130.55,-0.12,-0.12
Dim Sum (Offshore CNY) Bond Index,149.80,-0.02,-0.02,156.10,-0.10,-0.10,118.58,-0.03,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),315.96,0.00,0.00,382.03,0.05,0.05,202.16,0.01,0.01
Emerging Markets Government Bond Index (EMGBI),252.62,-0.08,-0.08,139.56,-0.20,-0.20,159.20,-0.09,-0.09
Emerging Markets Inflation-Linked Securities Index (EMILSI),451.77,-0.04,-0.04,162.19,-0.17,-0.17,195.53,-0.08,-0.08
Emerging Markets US Dollar Government Bond Index EMUSDGBI),850.17,0.42,0.42,850.17,0.42,0.42,850.17,0.42,0.42
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),903.99,0.33,0.33,903.99,0.33,0.33,903.99,0.33,0.33
Debt Capacity World Government Bond Index (DCWGBI),182.85,1.05,1.05,171.11,0.68,0.68,194.35,1.05,1.05
Time-Weighted US Fallen Angel Bond Index,813.72,0.41,0.41,813.72,0.41,0.41,813.72,0.41,0.41
