,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),236.79,0.15,-1.75,229.54,0.52,-2.39,265.73,0.14,-1.72
World Government Bond Index (WGBI),770.12,0.02,-1.62,965.10,0.45,-2.50,917.05,0.02,-1.59
World Government Bond Index - Developed Markets (WGBI  DM),765.82,0.02,-1.64,964.93,0.44,-2.52,919.83,0.01,-1.61
World Government Bond Index - Extended (WGBI Extended),779.30,0.03,-1.50,977.29,0.46,-2.36,918.52,0.02,-1.48
World Inflation-Linked Securities Index (WorldILSI),205.85,0.35,-0.70,174.86,0.81,-1.59,208.60,0.35,-0.68
US Broad Investment-Grade Bond Index (USBIG),"1,831.32",0.17,-2.31,"1,831.32",0.17,-2.31,"1,831.32",0.17,-2.31
US Treasury Index,"1,587.85",-0.05,-2.38,"1,587.85",-0.05,-2.38,"1,587.85",-0.05,-2.38
US High-Yield Market Index,"1,180.91",0.57,-1.38,"1,180.91",0.57,-1.38,"1,180.91",0.57,-1.38
US High-Yield Cash Pay Index,"1,156.90",0.58,-1.38,"1,156.90",0.58,-1.38,"1,156.90",0.58,-1.38
US High-Yield Market Capped Index,408.63,0.57,-1.36,408.63,0.57,-1.36,408.63,0.57,-1.36
US High-Yield Cash Pay Capped Index,404.76,0.57,-1.35,404.76,0.57,-1.35,404.76,0.57,-1.35
LATAM Government Bond Index (LATAMGBI),222.65,0.40,-1.87,105.07,1.08,-1.31,142.17,0.36,-2.16
Euro Broad Investment-Grade Bond Index (EuroBIG),237.60,0.06,-1.30,224.78,1.12,-2.38,279.45,0.05,-1.22
EMU Government Bond Index (EGBI),243.04,-0.01,-1.36,229.93,1.05,-2.44,285.36,-0.02,-1.28
Eurodollar Bond Index,436.98,0.31,-2.65,436.98,0.31,-2.65,436.98,0.31,-2.65
Eurosterling Bond Index,533.17,0.56,-1.46,448.40,1.03,-3.37,469.29,0.54,-1.42
Euroyen Bond Index,185.98,-0.02,-0.24,156.66,0.03,-2.99,371.38,-0.01,-0.20
CEEMEA Government Bond Index (CEEMEAGBI),151.05,0.28,-11.75,75.05,1.21,-11.22,108.48,0.33,-12.63
Middle East and North Africa Broad Bond Index (MENABBI),165.36,-0.11,-1.37,165.36,-0.11,-1.37,165.36,-0.11,-1.37
Asian Government Bond Index (AGBI),194.66,0.09,-0.20,167.22,0.48,-0.82,167.45,0.09,-0.29
Asian Government Extended Bond Index (AGBI-Extended),184.77,0.10,-0.26,191.45,0.54,-1.07,144.21,0.09,-0.37
AsiaPac Government Bond Index (APGBI),196.46,0.08,-0.44,163.96,0.62,-0.80,164.58,0.07,-0.53
Asian Broad Bond Index (ABBI),208.65,0.77,-3.29,208.65,0.77,-3.29,208.65,0.77,-3.29
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.36,0.00,-0.13,145.29,-0.02,-0.72,130.42,-0.01,-0.26
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.29,0.00,-0.13,145.23,-0.03,-0.72,130.36,-0.01,-0.26
Dim Sum (Offshore CNY) Bond Index,149.08,-0.01,-0.50,154.28,0.16,-1.26,117.88,-0.02,-0.62
Australian Broad Investment-Grade Bond Index (AusBIG),309.71,-0.03,-1.97,381.12,1.85,-0.19,198.14,-0.06,-1.99
Emerging Markets Government Bond Index (EMGBI),246.69,0.09,-2.43,136.09,0.28,-2.69,155.04,0.09,-2.70
Emerging Markets Inflation-Linked Securities Index (EMILSI),460.01,0.58,1.78,166.68,1.50,2.60,197.86,0.53,1.12
Emerging Markets US Dollar Government Bond Index EMUSDGBI),834.75,0.68,-1.40,834.75,0.68,-1.40,834.75,0.68,-1.40
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),890.02,0.81,-1.22,890.02,0.81,-1.22,890.02,0.81,-1.22
Debt Capacity World Government Bond Index (DCWGBI),178.01,0.05,-1.62,165.95,0.66,-2.36,189.25,0.04,-1.60
Time-Weighted US Fallen Angel Bond Index,799.73,0.41,-1.32,799.73,0.41,-1.32,799.73,0.41,-1.32
