,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),235.78,-0.68,-2.17,228.11,-0.66,-2.99,264.61,-0.68,-2.13
World Government Bond Index (WGBI),766.68,-0.67,-2.06,958.46,-0.64,-3.17,913.04,-0.66,-2.02
World Government Bond Index - Developed Markets (WGBI  DM),762.30,-0.68,-2.09,958.09,-0.65,-3.22,915.70,-0.68,-2.05
World Government Bond Index - Extended (WGBI Extended),776.05,-0.62,-1.91,970.91,-0.60,-2.99,914.76,-0.61,-1.88
World Inflation-Linked Securities Index (WorldILSI),204.16,-1.12,-1.52,173.51,-0.99,-2.36,206.90,-1.11,-1.49
US Broad Investment-Grade Bond Index (USBIG),"1,820.73",-0.91,-2.87,"1,820.73",-0.91,-2.87,"1,820.73",-0.91,-2.87
US Treasury Index,"1,576.95",-0.99,-3.05,"1,576.95",-0.99,-3.05,"1,576.95",-0.99,-3.05
US High-Yield Market Index,"1,182.19",-0.07,-1.27,"1,182.19",-0.07,-1.27,"1,182.19",-0.07,-1.27
US High-Yield Cash Pay Index,"1,158.16",-0.07,-1.27,"1,158.16",-0.07,-1.27,"1,158.16",-0.07,-1.27
US High-Yield Market Capped Index,409.11,-0.06,-1.24,409.11,-0.06,-1.24,409.11,-0.06,-1.24
US High-Yield Cash Pay Capped Index,405.24,-0.06,-1.24,405.24,-0.06,-1.24,405.24,-0.06,-1.24
LATAM Government Bond Index (LATAMGBI),223.97,0.20,-1.28,106.61,0.74,0.13,142.91,0.14,-1.65
Euro Broad Investment-Grade Bond Index (EuroBIG),236.87,-0.50,-1.60,222.88,-0.49,-3.20,278.67,-0.48,-1.49
EMU Government Bond Index (EGBI),242.05,-0.59,-1.76,227.76,-0.59,-3.36,284.30,-0.57,-1.65
Eurodollar Bond Index,435.22,-0.84,-3.04,435.22,-0.84,-3.04,435.22,-0.84,-3.04
Eurosterling Bond Index,531.76,-0.84,-1.72,448.81,-0.57,-3.28,468.06,-0.82,-1.68
Euroyen Bond Index,185.96,0.01,-0.25,155.71,0.03,-3.58,371.38,0.01,-0.20
CEEMEA Government Bond Index (CEEMEAGBI),150.32,-0.30,-12.18,74.40,0.23,-12.00,108.57,-0.23,-12.55
Middle East and North Africa Broad Bond Index (MENABBI),165.24,-0.27,-1.44,165.24,-0.27,-1.44,165.24,-0.27,-1.44
Asian Government Bond Index (AGBI),194.54,-0.03,-0.26,166.75,-0.17,-1.10,167.31,-0.05,-0.38
Asian Government Extended Bond Index (AGBI-Extended),184.60,-0.07,-0.36,190.75,-0.28,-1.43,144.07,-0.08,-0.47
AsiaPac Government Bond Index (APGBI),196.27,-0.04,-0.54,163.55,-0.14,-1.05,164.39,-0.05,-0.65
Asian Broad Bond Index (ABBI),209.09,-0.07,-3.08,209.09,-0.07,-3.08,209.09,-0.07,-3.08
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.38,-0.02,-0.12,145.05,0.05,-0.89,130.40,-0.04,-0.28
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.30,-0.02,-0.12,144.98,0.05,-0.89,130.34,-0.04,-0.28
Dim Sum (Offshore CNY) Bond Index,149.02,-0.04,-0.55,154.02,0.04,-1.43,117.80,-0.06,-0.69
Australian Broad Investment-Grade Bond Index (AusBIG),308.52,-0.16,-2.35,381.20,0.07,-0.17,197.35,-0.17,-2.37
Emerging Markets Government Bond Index (EMGBI),246.67,-0.03,-2.43,135.87,0.08,-2.85,155.13,-0.04,-2.64
Emerging Markets Inflation-Linked Securities Index (EMILSI),463.47,0.32,2.55,169.85,1.20,4.55,199.08,0.22,1.74
Emerging Markets US Dollar Government Bond Index EMUSDGBI),828.43,-1.00,-2.15,828.43,-1.00,-2.15,828.43,-1.00,-2.15
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),885.05,-0.86,-1.77,885.05,-0.86,-1.77,885.05,-0.86,-1.77
Debt Capacity World Government Bond Index (DCWGBI),177.32,-0.60,-2.01,164.99,-0.52,-2.92,188.53,-0.59,-1.98
Time-Weighted US Fallen Angel Bond Index,800.90,-0.10,-1.17,800.90,-0.10,-1.17,800.90,-0.10,-1.17
