,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),235.16,-0.18,-2.42,226.78,-0.25,-3.56,263.96,-0.18,-2.37
World Government Bond Index (WGBI),764.71,-0.09,-2.31,951.21,-0.21,-3.90,910.82,-0.08,-2.26
World Government Bond Index - Developed Markets (WGBI  DM),760.42,-0.09,-2.34,950.84,-0.21,-3.95,913.57,-0.08,-2.27
World Government Bond Index - Extended (WGBI Extended),774.06,-0.09,-2.16,963.82,-0.20,-3.70,912.51,-0.08,-2.12
World Inflation-Linked Securities Index (WorldILSI),205.20,0.27,-1.02,174.15,0.20,-1.99,207.94,0.26,-0.99
US Broad Investment-Grade Bond Index (USBIG),"1,818.36",-0.24,-3.00,"1,818.36",-0.24,-3.00,"1,818.36",-0.24,-3.00
US Treasury Index,"1,577.24",-0.04,-3.03,"1,577.24",-0.04,-3.03,"1,577.24",-0.04,-3.03
US High-Yield Market Index,"1,178.34",-0.02,-1.59,"1,178.34",-0.02,-1.59,"1,178.34",-0.02,-1.59
US High-Yield Cash Pay Index,"1,154.32",-0.02,-1.60,"1,154.32",-0.02,-1.60,"1,154.32",-0.02,-1.60
US High-Yield Market Capped Index,407.82,-0.01,-1.55,407.82,-0.01,-1.55,407.82,-0.01,-1.55
US High-Yield Cash Pay Capped Index,403.94,-0.02,-1.55,403.94,-0.02,-1.55,403.94,-0.02,-1.55
LATAM Government Bond Index (LATAMGBI),222.51,-0.13,-1.93,107.13,0.08,0.62,141.86,-0.14,-2.37
Euro Broad Investment-Grade Bond Index (EuroBIG),235.94,-0.21,-1.99,221.16,-0.15,-3.95,277.65,-0.20,-1.86
EMU Government Bond Index (EGBI),241.05,-0.20,-2.17,225.96,-0.14,-4.12,283.20,-0.19,-2.03
Eurodollar Bond Index,434.39,-0.43,-3.23,434.39,-0.43,-3.23,434.39,-0.43,-3.23
Eurosterling Bond Index,531.52,0.19,-1.77,447.91,-0.02,-3.48,467.88,0.19,-1.71
Euroyen Bond Index,185.70,-0.07,-0.40,151.78,-0.90,-6.01,370.93,-0.06,-0.32
CEEMEA Government Bond Index (CEEMEAGBI),148.78,-0.31,-13.08,73.91,-0.00,-12.57,106.43,0.05,-14.28
Middle East and North Africa Broad Bond Index (MENABBI),164.35,-0.20,-1.97,164.35,-0.20,-1.97,164.35,-0.20,-1.97
Asian Government Bond Index (AGBI),193.97,-0.02,-0.55,166.00,-0.07,-1.55,166.81,-0.03,-0.68
Asian Government Extended Bond Index (AGBI-Extended),184.20,-0.00,-0.58,189.91,-0.07,-1.87,143.73,-0.01,-0.70
AsiaPac Government Bond Index (APGBI),195.49,-0.01,-0.93,162.86,-0.04,-1.47,163.71,-0.02,-1.06
Asian Broad Bond Index (ABBI),208.84,-0.06,-3.20,208.84,-0.06,-3.20,208.84,-0.06,-3.20
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.44,0.09,-0.08,144.89,0.17,-0.99,130.43,0.09,-0.26
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.37,0.09,-0.08,144.82,0.17,-0.99,130.36,0.09,-0.26
Dim Sum (Offshore CNY) Bond Index,149.17,0.02,-0.44,153.84,0.14,-1.55,117.89,0.01,-0.61
Australian Broad Investment-Grade Bond Index (AusBIG),304.96,-0.03,-3.48,381.18,0.05,-0.18,194.95,-0.04,-3.56
Emerging Markets Government Bond Index (EMGBI),246.14,0.01,-2.65,135.69,0.14,-2.97,154.52,0.06,-3.03
Emerging Markets Inflation-Linked Securities Index (EMILSI),464.77,0.25,2.84,173.44,0.77,6.76,199.44,0.23,1.93
Emerging Markets US Dollar Government Bond Index EMUSDGBI),820.96,-0.22,-3.03,820.96,-0.22,-3.03,820.96,-0.22,-3.03
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),876.71,-0.18,-2.69,876.71,-0.18,-2.69,876.71,-0.18,-2.69
Debt Capacity World Government Bond Index (DCWGBI),176.58,-0.14,-2.42,163.74,-0.18,-3.66,187.76,-0.13,-2.38
Time-Weighted US Fallen Angel Bond Index,797.08,-0.09,-1.65,797.08,-0.09,-1.65,797.08,-0.09,-1.65
