,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),237.40,0.26,-1.49,229.63,0.04,-2.35,266.42,0.26,-1.46
World Government Bond Index (WGBI),771.85,0.22,-1.40,964.61,-0.05,-2.55,919.13,0.23,-1.37
World Government Bond Index - Developed Markets (WGBI  DM),767.55,0.23,-1.42,964.41,-0.05,-2.58,921.93,0.23,-1.38
World Government Bond Index - Extended (WGBI Extended),780.89,0.20,-1.30,976.79,-0.05,-2.41,920.40,0.20,-1.28
World Inflation-Linked Securities Index (WorldILSI),206.47,0.30,-0.40,175.24,0.21,-1.38,209.21,0.29,-0.38
US Broad Investment-Grade Bond Index (USBIG),"1,837.36",0.33,-1.99,"1,837.36",0.33,-1.99,"1,837.36",0.33,-1.99
US Treasury Index,"1,592.76",0.31,-2.07,"1,592.76",0.31,-2.07,"1,592.76",0.31,-2.07
US High-Yield Market Index,"1,183.06",0.18,-1.20,"1,183.06",0.18,-1.20,"1,183.06",0.18,-1.20
US High-Yield Cash Pay Index,"1,159.03",0.18,-1.20,"1,159.03",0.18,-1.20,"1,159.03",0.18,-1.20
US High-Yield Market Capped Index,409.36,0.18,-1.18,409.36,0.18,-1.18,409.36,0.18,-1.18
US High-Yield Cash Pay Capped Index,405.50,0.18,-1.17,405.50,0.18,-1.17,405.50,0.18,-1.17
LATAM Government Bond Index (LATAMGBI),223.53,0.40,-1.48,105.83,0.72,-0.61,142.71,0.38,-1.79
Euro Broad Investment-Grade Bond Index (EuroBIG),238.06,0.19,-1.11,223.98,-0.36,-2.72,280.01,0.20,-1.02
EMU Government Bond Index (EGBI),243.50,0.19,-1.18,229.10,-0.36,-2.79,285.93,0.20,-1.09
Eurodollar Bond Index,438.91,0.44,-2.22,438.91,0.44,-2.22,438.91,0.44,-2.22
Eurosterling Bond Index,536.25,0.58,-0.89,451.40,0.67,-2.73,471.95,0.57,-0.86
Euroyen Bond Index,185.94,-0.02,-0.26,155.67,-0.64,-3.61,371.33,-0.01,-0.22
CEEMEA Government Bond Index (CEEMEAGBI),150.76,-0.19,-11.92,74.23,-1.10,-12.20,108.83,0.32,-12.35
Middle East and North Africa Broad Bond Index (MENABBI),165.69,0.20,-1.18,165.69,0.20,-1.18,165.69,0.20,-1.18
Asian Government Bond Index (AGBI),194.59,-0.03,-0.23,167.04,-0.11,-0.93,167.39,-0.04,-0.33
Asian Government Extended Bond Index (AGBI-Extended),184.74,-0.02,-0.28,191.28,-0.09,-1.16,144.18,-0.02,-0.39
AsiaPac Government Bond Index (APGBI),196.34,-0.06,-0.51,163.78,-0.11,-0.91,164.48,-0.07,-0.60
Asian Broad Bond Index (ABBI),209.24,0.28,-3.01,209.24,0.28,-3.01,209.24,0.28,-3.01
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.41,0.03,-0.10,144.98,-0.22,-0.94,130.46,0.02,-0.24
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.34,0.03,-0.10,144.91,-0.22,-0.93,130.40,0.02,-0.24
Dim Sum (Offshore CNY) Bond Index,149.08,0.00,-0.50,153.96,-0.21,-1.47,117.87,-0.01,-0.63
Australian Broad Investment-Grade Bond Index (AusBIG),309.02,-0.22,-2.19,380.95,-0.05,-0.24,197.68,-0.23,-2.21
Emerging Markets Government Bond Index (EMGBI),246.74,0.02,-2.41,135.75,-0.25,-2.93,155.19,0.10,-2.61
Emerging Markets Inflation-Linked Securities Index (EMILSI),461.98,0.43,2.22,167.84,0.70,3.31,198.64,0.39,1.52
Emerging Markets US Dollar Government Bond Index EMUSDGBI),836.84,0.25,-1.15,836.84,0.25,-1.15,836.84,0.25,-1.15
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),892.70,0.30,-0.92,892.70,0.30,-0.92,892.70,0.30,-0.92
Debt Capacity World Government Bond Index (DCWGBI),178.38,0.21,-1.42,165.85,-0.06,-2.42,189.65,0.21,-1.39
Time-Weighted US Fallen Angel Bond Index,801.73,0.25,-1.07,801.73,0.25,-1.07,801.73,0.25,-1.07
