,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),234.70,0.19,-2.61,227.38,0.44,-3.30,263.44,0.18,-2.56
World Government Bond Index (WGBI),761.63,0.15,-2.71,952.26,0.47,-3.79,907.17,0.14,-2.65
World Government Bond Index - Developed Markets (WGBI  DM),757.22,0.15,-2.75,951.58,0.46,-3.87,909.77,0.14,-2.68
World Government Bond Index - Extended (WGBI Extended),771.20,0.16,-2.52,965.12,0.49,-3.57,909.12,0.15,-2.48
World Inflation-Linked Securities Index (WorldILSI),203.93,0.10,-1.63,173.74,0.37,-2.22,206.68,0.10,-1.59
US Broad Investment-Grade Bond Index (USBIG),"1,820.92",0.34,-2.86,"1,820.92",0.34,-2.86,"1,820.92",0.34,-2.86
US Treasury Index,"1,574.86",0.27,-3.17,"1,574.86",0.27,-3.17,"1,574.86",0.27,-3.17
US High-Yield Market Index,"1,187.01",0.37,-0.87,"1,187.01",0.37,-0.87,"1,187.01",0.37,-0.87
US High-Yield Cash Pay Index,"1,162.86",0.37,-0.87,"1,162.86",0.37,-0.87,"1,162.86",0.37,-0.87
US High-Yield Market Capped Index,410.81,0.37,-0.83,410.81,0.37,-0.83,410.81,0.37,-0.83
US High-Yield Cash Pay Capped Index,406.91,0.37,-0.83,406.91,0.37,-0.83,406.91,0.37,-0.83
LATAM Government Bond Index (LATAMGBI),223.93,0.42,-1.30,109.09,0.65,2.46,142.63,0.41,-1.84
Euro Broad Investment-Grade Bond Index (EuroBIG),234.07,-0.15,-2.77,222.54,0.41,-3.35,275.46,-0.16,-2.63
EMU Government Bond Index (EGBI),238.85,-0.17,-3.07,227.08,0.39,-3.65,280.60,-0.18,-2.93
Eurodollar Bond Index,437.07,0.43,-2.63,437.07,0.43,-2.63,437.07,0.43,-2.63
Eurosterling Bond Index,533.01,-0.05,-1.49,448.83,0.24,-3.28,469.20,-0.05,-1.44
Euroyen Bond Index,185.45,0.06,-0.53,151.64,0.63,-6.11,370.50,0.05,-0.44
CEEMEA Government Bond Index (CEEMEAGBI),150.26,0.15,-12.21,76.02,0.81,-10.08,104.74,-0.43,-15.64
Middle East and North Africa Broad Bond Index (MENABBI),165.03,0.59,-1.57,165.03,0.59,-1.57,165.03,0.59,-1.57
Asian Government Bond Index (AGBI),193.86,0.20,-0.61,166.54,0.62,-1.22,166.65,0.19,-0.77
Asian Government Extended Bond Index (AGBI-Extended),184.16,0.18,-0.60,190.65,0.53,-1.49,143.64,0.17,-0.76
AsiaPac Government Bond Index (APGBI),195.34,0.24,-1.01,163.35,0.66,-1.17,163.52,0.23,-1.17
Asian Broad Bond Index (ABBI),210.07,0.83,-2.63,210.07,0.83,-2.63,210.07,0.83,-2.63
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.63,0.05,0.04,145.44,0.35,-0.62,130.53,0.04,-0.18
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.56,0.05,0.05,145.37,0.35,-0.62,130.47,0.04,-0.18
Dim Sum (Offshore CNY) Bond Index,149.16,0.04,-0.45,154.41,0.31,-1.18,117.83,0.03,-0.66
Australian Broad Investment-Grade Bond Index (AusBIG),303.47,0.52,-3.95,380.37,0.81,-0.39,193.95,0.52,-4.06
Emerging Markets Government Bond Index (EMGBI),246.68,0.11,-2.43,136.76,0.46,-2.21,154.14,0.01,-3.26
Emerging Markets Inflation-Linked Securities Index (EMILSI),468.55,-0.00,3.67,176.93,0.03,8.91,200.75,-0.05,2.59
Emerging Markets US Dollar Government Bond Index EMUSDGBI),834.50,0.65,-1.43,834.50,0.65,-1.43,834.50,0.65,-1.43
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),890.64,0.60,-1.15,890.64,0.60,-1.15,890.64,0.60,-1.15
Debt Capacity World Government Bond Index (DCWGBI),175.82,0.11,-2.83,164.29,0.52,-3.33,186.93,0.10,-2.81
Time-Weighted US Fallen Angel Bond Index,802.09,0.37,-1.03,802.09,0.37,-1.03,802.09,0.37,-1.03
