,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),233.95,0.02,-2.92,225.05,-0.18,-4.30,262.63,0.03,-2.86
World Government Bond Index (WGBI),760.74,-0.01,-2.82,942.89,-0.32,-4.74,906.27,-0.00,-2.75
World Government Bond Index - Developed Markets (WGBI  DM),756.41,-0.01,-2.85,942.35,-0.32,-4.81,908.95,0.00,-2.77
World Government Bond Index - Extended (WGBI Extended),770.10,-0.05,-2.66,955.58,-0.35,-4.53,907.99,-0.03,-2.61
World Inflation-Linked Securities Index (WorldILSI),204.93,0.61,-1.15,173.31,0.24,-2.47,207.67,0.61,-1.12
US Broad Investment-Grade Bond Index (USBIG),"1,805.70",0.12,-3.67,"1,805.70",0.12,-3.67,"1,805.70",0.12,-3.67
US Treasury Index,"1,564.67",0.12,-3.80,"1,564.67",0.12,-3.80,"1,564.67",0.12,-3.80
US High-Yield Market Index,"1,176.22",-0.11,-1.77,"1,176.22",-0.11,-1.77,"1,176.22",-0.11,-1.77
US High-Yield Cash Pay Index,"1,152.22",-0.12,-1.78,"1,152.22",-0.12,-1.78,"1,152.22",-0.12,-1.78
US High-Yield Market Capped Index,407.09,-0.12,-1.73,407.09,-0.12,-1.73,407.09,-0.12,-1.73
US High-Yield Cash Pay Capped Index,403.20,-0.12,-1.73,403.20,-0.12,-1.73,403.20,-0.12,-1.73
LATAM Government Bond Index (LATAMGBI),222.03,0.10,-2.14,107.16,-0.43,0.65,141.46,0.07,-2.65
Euro Broad Investment-Grade Bond Index (EuroBIG),235.21,-0.12,-2.29,219.72,-0.25,-4.58,276.88,-0.10,-2.13
EMU Government Bond Index (EGBI),240.32,-0.11,-2.47,224.49,-0.25,-4.75,282.42,-0.09,-2.30
Eurodollar Bond Index,432.67,0.17,-3.61,432.67,0.17,-3.61,432.67,0.17,-3.61
Eurosterling Bond Index,533.42,0.53,-1.42,446.11,-0.29,-3.86,469.59,0.54,-1.35
Euroyen Bond Index,185.46,-0.09,-0.52,149.77,-1.35,-7.26,370.53,-0.07,-0.43
CEEMEA Government Bond Index (CEEMEAGBI),148.82,-0.03,-13.05,73.70,-0.27,-12.82,105.97,-0.53,-14.65
Middle East and North Africa Broad Bond Index (MENABBI),163.54,-0.42,-2.46,163.54,-0.42,-2.46,163.54,-0.42,-2.46
Asian Government Bond Index (AGBI),193.19,-0.36,-0.95,165.05,-0.58,-2.11,166.11,-0.36,-1.09
Asian Government Extended Bond Index (AGBI-Extended),183.67,-0.24,-0.86,189.21,-0.40,-2.23,143.29,-0.25,-1.00
AsiaPac Government Bond Index (APGBI),194.63,-0.40,-1.37,161.82,-0.64,-2.09,162.97,-0.41,-1.51
Asian Broad Bond Index (ABBI),207.79,-0.26,-3.68,207.79,-0.26,-3.68,207.79,-0.26,-3.68
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.50,0.00,-0.04,144.93,-0.06,-0.97,130.44,-0.02,-0.25
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.43,0.00,-0.04,144.86,-0.06,-0.97,130.37,-0.02,-0.25
Dim Sum (Offshore CNY) Bond Index,149.23,0.04,-0.41,153.75,-0.03,-1.61,117.90,0.02,-0.60
Australian Broad Investment-Grade Bond Index (AusBIG),302.15,-0.91,-4.36,376.33,-1.20,-1.45,193.13,-0.92,-4.46
Emerging Markets Government Bond Index (EMGBI),246.03,-0.02,-2.69,135.57,-0.20,-3.06,154.29,-0.12,-3.17
Emerging Markets Inflation-Linked Securities Index (EMILSI),468.91,0.45,3.75,175.19,-0.32,7.83,201.06,0.35,2.75
Emerging Markets US Dollar Government Bond Index EMUSDGBI),821.97,0.05,-2.91,821.97,0.05,-2.91,821.97,0.05,-2.91
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),877.46,-0.08,-2.61,877.46,-0.08,-2.61,877.46,-0.08,-2.61
Debt Capacity World Government Bond Index (DCWGBI),175.75,-0.06,-2.87,162.40,-0.39,-4.45,186.92,-0.05,-2.82
Time-Weighted US Fallen Angel Bond Index,795.95,0.06,-1.79,795.95,0.06,-1.79,795.95,0.06,-1.79
