,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),240.26,-0.64,-0.31,231.74,-0.67,-1.45,269.57,-0.63,-0.30
World Government Bond Index (WGBI),783.32,-0.66,0.06,977.58,-0.72,-1.24,932.51,-0.65,0.07
World Government Bond Index - Developed Markets (WGBI  DM),779.27,-0.67,0.09,978.18,-0.73,-1.19,935.70,-0.66,0.09
World Government Bond Index - Extended (WGBI Extended),791.54,-0.61,0.05,988.73,-0.68,-1.21,932.75,-0.60,0.05
World Inflation-Linked Securities Index (WorldILSI),213.34,-0.10,2.91,179.81,-0.22,1.19,216.01,-0.10,2.85
US Broad Investment-Grade Bond Index (USBIG),"1,859.31",-0.65,-0.82,"1,859.31",-0.65,-0.82,"1,859.31",-0.65,-0.82
US Treasury Index,"1,618.78",-0.68,-0.47,"1,618.78",-0.68,-0.47,"1,618.78",-0.68,-0.47
US High-Yield Market Index,"1,185.35",-0.37,-1.01,"1,185.35",-0.37,-1.01,"1,185.35",-0.37,-1.01
US High-Yield Cash Pay Index,"1,161.14",-0.37,-1.02,"1,161.14",-0.37,-1.02,"1,161.14",-0.37,-1.02
US High-Yield Market Capped Index,410.13,-0.36,-0.99,410.13,-0.36,-0.99,410.13,-0.36,-0.99
US High-Yield Cash Pay Capped Index,406.21,-0.36,-1.00,406.21,-0.36,-1.00,406.21,-0.36,-1.00
LATAM Government Bond Index (LATAMGBI),222.84,-0.68,-1.78,103.02,-1.11,-3.24,142.58,-0.68,-1.88
Euro Broad Investment-Grade Bond Index (EuroBIG),241.72,-0.65,0.41,223.90,-0.63,-2.76,284.11,-0.63,0.43
EMU Government Bond Index (EGBI),248.31,-0.71,0.78,230.01,-0.69,-2.40,291.33,-0.68,0.78
Eurodollar Bond Index,442.11,-0.78,-1.51,442.11,-0.78,-1.51,442.11,-0.78,-1.51
Eurosterling Bond Index,537.22,-0.86,-0.71,450.19,-1.05,-2.99,472.75,-0.84,-0.69
Euroyen Bond Index,186.46,-0.05,0.01,160.92,-0.24,-0.35,372.24,-0.05,0.03
CEEMEA Government Bond Index (CEEMEAGBI),149.30,-0.42,-12.77,71.11,-0.25,-15.89,110.51,-1.72,-10.99
Middle East and North Africa Broad Bond Index (MENABBI),166.92,0.01,-0.44,166.92,0.01,-0.44,166.92,0.01,-0.44
Asian Government Bond Index (AGBI),194.78,-0.05,-0.14,167.12,-0.22,-0.88,167.64,-0.06,-0.18
Asian Government Extended Bond Index (AGBI-Extended),184.64,-0.12,-0.33,190.69,-0.32,-1.47,144.19,-0.12,-0.38
AsiaPac Government Bond Index (APGBI),196.95,-0.11,-0.19,163.90,-0.35,-0.84,165.08,-0.12,-0.23
Asian Broad Bond Index (ABBI),212.09,-0.82,-1.69,212.09,-0.82,-1.69,212.09,-0.82,-1.69
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.33,0.03,-0.15,146.05,0.10,-0.20,130.49,0.03,-0.21
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.26,0.03,-0.15,145.98,0.10,-0.20,130.42,0.03,-0.21
Dim Sum (Offshore CNY) Bond Index,149.61,-0.04,-0.15,155.62,-0.06,-0.41,118.37,-0.05,-0.21
Australian Broad Investment-Grade Bond Index (AusBIG),313.93,-0.65,-0.64,379.83,-1.52,-0.53,200.88,-0.65,-0.63
Emerging Markets Government Bond Index (EMGBI),246.22,-0.15,-2.61,135.24,-0.16,-3.29,155.62,-0.38,-2.34
Emerging Markets Inflation-Linked Securities Index (EMILSI),454.98,-0.00,0.67,162.37,-0.57,-0.06,196.40,-0.04,0.37
Emerging Markets US Dollar Government Bond Index EMUSDGBI),812.69,-0.30,-4.01,812.69,-0.30,-4.01,812.69,-0.30,-4.01
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),861.03,-0.30,-4.43,861.03,-0.30,-4.43,861.03,-0.30,-4.43
Debt Capacity World Government Bond Index (DCWGBI),180.94,-0.64,-0.00,166.80,-0.71,-1.86,192.34,-0.63,0.01
Time-Weighted US Fallen Angel Bond Index,805.25,-0.39,-0.64,805.25,-0.39,-0.64,805.25,-0.39,-0.64
