,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),235.52,0.35,-2.27,228.01,0.28,-3.03,264.36,0.35,-2.22
World Government Bond Index (WGBI),764.97,0.44,-2.28,955.97,0.39,-3.42,911.12,0.44,-2.23
World Government Bond Index - Developed Markets (WGBI  DM),760.60,0.45,-2.31,955.38,0.40,-3.49,913.80,0.44,-2.25
World Government Bond Index - Extended (WGBI Extended),774.18,0.39,-2.14,968.46,0.35,-3.24,912.62,0.38,-2.11
World Inflation-Linked Securities Index (WorldILSI),205.52,0.78,-0.86,174.88,0.66,-1.58,208.27,0.77,-0.83
US Broad Investment-Grade Bond Index (USBIG),"1,824.00",0.17,-2.70,"1,824.00",0.17,-2.70,"1,824.00",0.17,-2.70
US Treasury Index,"1,578.38",0.22,-2.96,"1,578.38",0.22,-2.96,"1,578.38",0.22,-2.96
US High-Yield Market Index,"1,187.90",0.08,-0.80,"1,187.90",0.08,-0.80,"1,187.90",0.08,-0.80
US High-Yield Cash Pay Index,"1,163.72",0.07,-0.80,"1,163.72",0.07,-0.80,"1,163.72",0.07,-0.80
US High-Yield Market Capped Index,411.12,0.07,-0.76,411.12,0.07,-0.76,411.12,0.07,-0.76
US High-Yield Cash Pay Capped Index,407.21,0.07,-0.75,407.21,0.07,-0.75,407.21,0.07,-0.75
LATAM Government Bond Index (LATAMGBI),224.82,0.40,-0.91,109.29,0.19,2.65,143.19,0.39,-1.45
Euro Broad Investment-Grade Bond Index (EuroBIG),235.54,0.63,-2.16,223.18,0.28,-3.08,277.20,0.63,-2.01
EMU Government Bond Index (EGBI),240.54,0.71,-2.38,227.91,0.37,-3.29,282.62,0.72,-2.23
Eurodollar Bond Index,437.53,0.11,-2.53,437.53,0.11,-2.53,437.53,0.11,-2.53
Eurosterling Bond Index,534.48,0.28,-1.22,449.81,0.22,-3.07,470.48,0.27,-1.17
Euroyen Bond Index,185.83,0.21,-0.32,152.75,0.74,-5.41,371.23,0.20,-0.24
CEEMEA Government Bond Index (CEEMEAGBI),150.49,0.16,-12.08,75.72,-0.39,-10.44,104.46,-0.27,-15.86
Middle East and North Africa Broad Bond Index (MENABBI),165.90,0.53,-1.05,165.90,0.53,-1.05,165.90,0.53,-1.05
Asian Government Bond Index (AGBI),193.64,-0.11,-0.72,166.46,-0.05,-1.27,166.45,-0.12,-0.89
Asian Government Extended Bond Index (AGBI-Extended),184.03,-0.07,-0.66,190.69,0.02,-1.47,143.53,-0.07,-0.83
AsiaPac Government Bond Index (APGBI),195.11,-0.12,-1.13,163.20,-0.09,-1.26,163.33,-0.12,-1.29
Asian Broad Bond Index (ABBI),210.77,0.33,-2.31,210.77,0.33,-2.31,210.77,0.33,-2.31
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.63,0.00,0.05,145.67,0.16,-0.46,130.52,-0.01,-0.19
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.56,0.00,0.05,145.61,0.16,-0.46,130.46,-0.01,-0.19
Dim Sum (Offshore CNY) Bond Index,149.15,-0.01,-0.46,154.61,0.13,-1.05,117.81,-0.02,-0.68
Australian Broad Investment-Grade Bond Index (AusBIG),303.54,0.02,-3.93,379.65,-0.19,-0.58,194.02,0.03,-4.02
Emerging Markets Government Bond Index (EMGBI),246.82,0.06,-2.38,136.86,0.07,-2.14,154.12,-0.02,-3.28
Emerging Markets Inflation-Linked Securities Index (EMILSI),469.17,0.13,3.81,176.87,-0.04,8.87,200.93,0.09,2.68
Emerging Markets US Dollar Government Bond Index EMUSDGBI),837.77,0.39,-1.04,837.77,0.39,-1.04,837.77,0.39,-1.04
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),894.01,0.38,-0.77,894.01,0.38,-0.77,894.01,0.38,-0.77
Debt Capacity World Government Bond Index (DCWGBI),176.62,0.45,-2.39,164.73,0.27,-3.07,187.79,0.46,-2.36
Time-Weighted US Fallen Angel Bond Index,804.02,0.24,-0.79,804.02,0.24,-0.79,804.02,0.24,-0.79
