,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),236.58,0.03,-1.83,228.34,-0.01,-2.90,265.50,0.03,-1.80
World Government Bond Index (WGBI),771.09,0.02,-1.50,961.57,-0.03,-2.85,918.23,0.02,-1.46
World Government Bond Index - Developed Markets (WGBI  DM),766.88,0.02,-1.51,961.65,-0.03,-2.86,921.12,0.02,-1.47
World Government Bond Index - Extended (WGBI Extended),780.12,0.00,-1.39,973.09,-0.07,-2.78,919.53,-0.00,-1.37
World Inflation-Linked Securities Index (WorldILSI),206.65,-0.67,-0.32,174.46,-0.65,-1.82,209.39,-0.66,-0.30
US Broad Investment-Grade Bond Index (USBIG),"1,826.95",-0.08,-2.54,"1,826.95",-0.08,-2.54,"1,826.95",-0.08,-2.54
US Treasury Index,"1,590.17",-0.15,-2.23,"1,590.17",-0.15,-2.23,"1,590.17",-0.15,-2.23
US High-Yield Market Index,"1,166.25",-0.20,-2.60,"1,166.25",-0.20,-2.60,"1,166.25",-0.20,-2.60
US High-Yield Cash Pay Index,"1,142.45",-0.21,-2.61,"1,142.45",-0.21,-2.61,"1,142.45",-0.21,-2.61
US High-Yield Market Capped Index,403.58,-0.21,-2.57,403.58,-0.21,-2.57,403.58,-0.21,-2.57
US High-Yield Cash Pay Capped Index,399.73,-0.21,-2.58,399.73,-0.21,-2.58,399.73,-0.21,-2.58
LATAM Government Bond Index (LATAMGBI),221.34,-0.14,-2.44,103.05,-0.54,-3.22,141.43,-0.15,-2.66
Euro Broad Investment-Grade Bond Index (EuroBIG),237.98,0.29,-1.14,222.39,0.23,-3.42,279.91,0.29,-1.06
EMU Government Bond Index (EGBI),243.71,0.36,-1.09,227.74,0.30,-3.37,286.16,0.36,-1.01
Eurodollar Bond Index,433.45,-0.07,-3.44,433.45,-0.07,-3.44,433.45,-0.07,-3.44
Eurosterling Bond Index,531.83,0.08,-1.71,444.19,0.22,-4.28,468.18,0.07,-1.65
Euroyen Bond Index,186.05,-0.04,-0.20,157.06,-0.18,-2.75,371.50,-0.03,-0.17
CEEMEA Government Bond Index (CEEMEAGBI),149.82,0.31,-12.47,73.23,0.22,-13.38,108.33,-1.06,-12.75
Middle East and North Africa Broad Bond Index (MENABBI),165.24,-0.30,-1.44,165.24,-0.30,-1.44,165.24,-0.30,-1.44
Asian Government Bond Index (AGBI),194.50,-0.19,-0.28,165.64,-0.41,-1.76,167.34,-0.19,-0.36
Asian Government Extended Bond Index (AGBI-Extended),184.57,-0.13,-0.37,189.50,-0.35,-2.08,144.08,-0.14,-0.46
AsiaPac Government Bond Index (APGBI),196.33,-0.21,-0.51,162.14,-0.46,-1.90,164.51,-0.21,-0.57
Asian Broad Bond Index (ABBI),207.06,-0.67,-4.03,207.06,-0.67,-4.03,207.06,-0.67,-4.03
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.25,-0.22,-0.21,144.46,-0.55,-1.29,130.35,-0.22,-0.32
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.17,-0.22,-0.21,144.39,-0.55,-1.29,130.29,-0.22,-0.32
Dim Sum (Offshore CNY) Bond Index,149.28,-0.08,-0.37,153.70,-0.10,-1.64,118.05,-0.09,-0.48
Australian Broad Investment-Grade Bond Index (AusBIG),310.14,-0.22,-1.84,371.69,-0.66,-2.66,198.52,-0.21,-1.80
Emerging Markets Government Bond Index (EMGBI),246.18,-0.14,-2.63,134.84,-0.41,-3.58,154.92,-0.37,-2.78
Emerging Markets Inflation-Linked Securities Index (EMILSI),456.96,0.12,1.11,163.01,-0.49,0.34,196.73,0.09,0.54
Emerging Markets US Dollar Government Bond Index EMUSDGBI),820.09,-0.19,-3.13,820.09,-0.19,-3.13,820.09,-0.19,-3.13
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),872.84,-0.18,-3.12,872.84,-0.18,-3.12,872.84,-0.18,-3.12
Debt Capacity World Government Bond Index (DCWGBI),178.23,0.08,-1.50,164.74,0.00,-3.07,189.51,0.08,-1.47
Time-Weighted US Fallen Angel Bond Index,792.51,-0.33,-2.21,792.51,-0.33,-2.21,792.51,-0.33,-2.21
