,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.22,0.05,-0.45,244.85,-0.04,-0.66,278.21,0.05,-0.44
World Government Bond Index (WGBI),800.61,0.06,-0.43,"1,025.62",-0.06,-0.75,952.14,0.07,-0.42
World Government Bond Index - Developed Markets (WGBI  DM),796.58,0.07,-0.42,"1,026.28",-0.06,-0.74,955.26,0.07,-0.41
World Government Bond Index - Extended (WGBI Extended),807.12,0.05,-0.44,"1,032.16",-0.09,-0.76,950.95,0.05,-0.44
World Inflation-Linked Securities Index (WorldILSI),206.84,0.62,0.88,179.23,0.52,1.08,209.67,0.63,0.89
US Broad Investment-Grade Bond Index (USBIG),"1,934.78",0.14,-0.33,"1,934.78",0.14,-0.33,"1,934.78",0.14,-0.33
US Treasury Index,"1,660.58",0.16,-0.25,"1,660.58",0.16,-0.25,"1,660.58",0.16,-0.25
US High-Yield Market Index,"1,227.17",-0.24,-0.50,"1,227.17",-0.24,-0.50,"1,227.17",-0.24,-0.50
US High-Yield Cash Pay Index,"1,201.61",-0.24,-0.50,"1,201.61",-0.24,-0.50,"1,201.61",-0.24,-0.50
US High-Yield Market Capped Index,424.58,-0.23,-0.49,424.58,-0.23,-0.49,424.58,-0.23,-0.49
US High-Yield Cash Pay Capped Index,420.35,-0.24,-0.49,420.35,-0.24,-0.49,420.35,-0.24,-0.49
LATAM Government Bond Index (LATAMGBI),227.77,-0.14,-0.05,104.16,-0.16,-0.64,149.07,-0.15,-0.19
Euro Broad Investment-Grade Bond Index (EuroBIG),248.89,-0.12,-0.60,244.78,-0.33,-0.94,291.56,-0.12,-0.57
EMU Government Bond Index (EGBI),253.89,-0.10,-0.55,249.69,-0.30,-0.90,296.97,-0.10,-0.52
Eurodollar Bond Index,470.10,0.23,-0.46,470.10,0.23,-0.46,470.10,0.23,-0.46
Eurosterling Bond Index,562.40,0.30,-1.00,488.98,0.13,-0.12,494.63,0.31,-1.00
Euroyen Bond Index,187.03,-0.05,-0.16,164.25,-0.33,-1.95,372.76,-0.05,-0.15
CEEMEA Government Bond Index (CEEMEAGBI),182.54,-0.21,-1.29,98.59,-0.39,-1.16,133.03,-0.21,-1.40
Middle East and North Africa Broad Bond Index (MENABBI),172.51,-0.03,-0.73,172.51,-0.03,-0.73,172.51,-0.03,-0.73
Asian Government Bond Index (AGBI),193.40,-0.11,-0.60,165.18,-0.31,-0.70,167.94,-0.12,-0.66
Asian Government Extended Bond Index (AGBI-Extended),183.78,-0.14,-0.57,190.19,-0.35,-1.09,144.94,-0.15,-0.64
AsiaPac Government Bond Index (APGBI),196.52,-0.10,-0.70,163.24,-0.29,-0.56,166.06,-0.10,-0.76
Asian Broad Bond Index (ABBI),223.67,-0.66,-1.89,223.67,-0.66,-1.89,223.67,-0.66,-1.89
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.21,0.04,-0.18,139.91,-0.25,-0.09,129.32,0.04,-0.26
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.13,0.04,-0.18,139.83,-0.25,-0.09,129.25,0.04,-0.27
Dim Sum (Offshore CNY) Bond Index,147.97,-0.04,0.03,150.95,-0.02,0.08,118.36,-0.05,-0.07
Australian Broad Investment-Grade Bond Index (AusBIG),325.42,-0.00,-1.20,398.78,-0.14,0.64,208.54,-0.00,-1.21
Emerging Markets Government Bond Index (EMGBI),252.61,-0.06,-0.53,140.12,-0.20,-0.38,160.94,-0.07,-0.63
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.22,-0.10,-0.06,154.92,-0.29,-1.17,192.88,-0.11,-0.26
Emerging Markets US Dollar Government Bond Index EMUSDGBI),928.91,-0.21,-0.78,928.91,-0.21,-0.78,928.91,-0.21,-0.78
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),996.53,-0.18,-0.85,996.53,-0.18,-0.85,996.53,-0.18,-0.85
Debt Capacity World Government Bond Index (DCWGBI),184.79,0.03,-0.57,176.30,-0.10,-0.70,196.42,0.03,-0.57
Time-Weighted US Fallen Angel Bond Index,842.10,-0.18,-0.68,842.10,-0.18,-0.68,842.10,-0.18,-0.68
