,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.86,0.21,0.21,247.20,0.30,0.30,280.02,0.21,0.21
World Government Bond Index (WGBI),806.12,0.25,0.25,"1,037.50",0.40,0.40,958.62,0.25,0.25
World Government Bond Index - Developed Markets (WGBI  DM),801.99,0.26,0.26,"1,038.06",0.40,0.40,961.66,0.26,0.26
World Government Bond Index - Extended (WGBI Extended),812.59,0.23,0.23,"1,043.78",0.36,0.36,957.38,0.24,0.24
World Inflation-Linked Securities Index (WorldILSI),206.21,0.58,0.58,178.64,0.75,0.75,209.03,0.58,0.58
US Broad Investment-Grade Bond Index (USBIG),"1,946.32",0.27,0.27,"1,946.32",0.27,0.27,"1,946.32",0.27,0.27
US Treasury Index,"1,670.90",0.37,0.37,"1,670.90",0.37,0.37,"1,670.90",0.37,0.37
US High-Yield Market Index,"1,233.08",-0.02,-0.02,"1,233.08",-0.02,-0.02,"1,233.08",-0.02,-0.02
US High-Yield Cash Pay Index,"1,207.32",-0.03,-0.03,"1,207.32",-0.03,-0.03,"1,207.32",-0.03,-0.03
US High-Yield Market Capped Index,426.57,-0.02,-0.02,426.57,-0.02,-0.02,426.57,-0.02,-0.02
US High-Yield Cash Pay Capped Index,422.31,-0.03,-0.03,422.31,-0.03,-0.03,422.31,-0.03,-0.03
LATAM Government Bond Index (LATAMGBI),227.99,0.04,0.04,105.45,0.60,0.60,149.39,0.03,0.03
Euro Broad Investment-Grade Bond Index (EuroBIG),250.78,0.16,0.16,247.65,0.22,0.22,293.70,0.16,0.16
EMU Government Bond Index (EGBI),255.87,0.23,0.23,252.68,0.29,0.29,299.21,0.23,0.23
Eurodollar Bond Index,473.39,0.24,0.24,473.39,0.24,0.24,473.39,0.24,0.24
Eurosterling Bond Index,568.04,-0.00,-0.00,491.58,0.41,0.41,499.63,-0.00,-0.00
Euroyen Bond Index,187.40,0.04,0.04,168.50,0.59,0.59,373.46,0.04,0.04
CEEMEA Government Bond Index (CEEMEAGBI),184.64,-0.15,-0.15,100.00,0.25,0.25,134.70,-0.16,-0.16
Middle East and North Africa Broad Bond Index (MENABBI),173.66,-0.07,-0.07,173.66,-0.07,-0.07,173.66,-0.07,-0.07
Asian Government Bond Index (AGBI),194.61,0.02,0.02,166.31,-0.02,-0.02,169.08,0.01,0.01
Asian Government Extended Bond Index (AGBI-Extended),184.85,0.01,0.01,192.31,0.01,0.01,145.88,0.00,0.00
AsiaPac Government Bond Index (APGBI),197.93,0.01,0.01,164.22,0.04,0.04,167.33,0.01,0.01
Asian Broad Bond Index (ABBI),228.27,0.13,0.13,228.27,0.13,0.13,228.27,0.13,0.13
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.49,0.01,0.01,140.05,0.01,0.01,129.67,0.00,0.00
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.41,0.01,0.01,139.97,0.01,0.01,129.60,0.00,0.00
Dim Sum (Offshore CNY) Bond Index,147.94,0.01,0.01,151.17,0.23,0.23,118.44,0.00,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),329.22,-0.04,-0.04,397.95,0.43,0.43,211.02,-0.04,-0.04
Emerging Markets Government Bond Index (EMGBI),253.92,-0.02,-0.02,140.90,0.18,0.18,161.92,-0.02,-0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.13,-0.08,-0.08,157.90,0.73,0.73,193.19,-0.10,-0.10
Emerging Markets US Dollar Government Bond Index EMUSDGBI),935.87,-0.04,-0.04,935.87,-0.04,-0.04,935.87,-0.04,-0.04
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,003.82",-0.12,-0.12,"1,003.82",-0.12,-0.12,"1,003.82",-0.12,-0.12
Debt Capacity World Government Bond Index (DCWGBI),186.24,0.20,0.20,178.21,0.37,0.37,197.95,0.20,0.20
Time-Weighted US Fallen Angel Bond Index,847.65,-0.02,-0.02,847.65,-0.02,-0.02,847.65,-0.02,-0.02
