,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.97,-0.18,-0.15,246.07,-0.14,-0.16,279.05,-0.18,-0.14
World Government Bond Index (WGBI),803.41,-0.21,-0.08,"1,031.41",-0.18,-0.19,955.48,-0.21,-0.07
World Government Bond Index - Developed Markets (WGBI  DM),799.36,-0.21,-0.07,"1,031.95",-0.18,-0.19,958.61,-0.21,-0.06
World Government Bond Index - Extended (WGBI Extended),809.76,-0.20,-0.12,"1,038.15",-0.16,-0.18,954.05,-0.20,-0.11
World Inflation-Linked Securities Index (WorldILSI),209.34,-0.39,2.10,182.47,-0.14,2.90,212.26,-0.39,2.13
US Broad Investment-Grade Bond Index (USBIG),"1,937.42",-0.24,-0.19,"1,937.42",-0.24,-0.19,"1,937.42",-0.24,-0.19
US Treasury Index,"1,662.20",-0.30,-0.16,"1,662.20",-0.30,-0.16,"1,662.20",-0.30,-0.16
US High-Yield Market Index,"1,231.63",0.06,-0.14,"1,231.63",0.06,-0.14,"1,231.63",0.06,-0.14
US High-Yield Cash Pay Index,"1,206.15",0.08,-0.13,"1,206.15",0.08,-0.13,"1,206.15",0.08,-0.13
US High-Yield Market Capped Index,426.07,0.06,-0.14,426.07,0.06,-0.14,426.07,0.06,-0.14
US High-Yield Cash Pay Capped Index,421.90,0.08,-0.13,421.90,0.08,-0.13,421.90,0.08,-0.13
LATAM Government Bond Index (LATAMGBI),228.25,-0.07,0.16,105.83,0.56,0.96,149.35,-0.07,0.00
Euro Broad Investment-Grade Bond Index (EuroBIG),250.26,-0.07,-0.05,247.33,0.07,0.09,293.17,-0.06,-0.02
EMU Government Bond Index (EGBI),255.49,-0.11,0.08,252.50,0.03,0.22,298.85,-0.11,0.11
Eurodollar Bond Index,471.28,-0.21,-0.21,471.28,-0.21,-0.21,471.28,-0.21,-0.21
Eurosterling Bond Index,565.70,-0.42,-0.42,497.84,0.21,1.69,497.53,-0.43,-0.43
Euroyen Bond Index,187.19,0.01,-0.07,163.73,-0.30,-2.26,373.08,0.02,-0.06
CEEMEA Government Bond Index (CEEMEAGBI),182.91,-0.10,-1.09,99.80,0.40,0.05,133.25,-0.11,-1.23
Middle East and North Africa Broad Bond Index (MENABBI),172.94,-0.00,-0.48,172.94,-0.00,-0.48,172.94,-0.00,-0.48
Asian Government Bond Index (AGBI),193.61,-0.06,-0.49,166.48,0.07,0.08,168.08,-0.07,-0.58
Asian Government Extended Bond Index (AGBI-Extended),183.92,-0.04,-0.50,191.44,0.06,-0.44,145.01,-0.05,-0.59
AsiaPac Government Bond Index (APGBI),196.73,-0.10,-0.59,164.60,0.02,0.27,166.20,-0.11,-0.67
Asian Broad Bond Index (ABBI),224.53,0.16,-1.51,224.53,0.16,-1.51,224.53,0.16,-1.51
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.13,-0.03,-0.23,140.42,0.05,0.28,129.22,-0.04,-0.34
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.05,-0.03,-0.24,140.34,0.05,0.27,129.15,-0.04,-0.35
Dim Sum (Offshore CNY) Bond Index,147.90,-0.02,-0.02,151.34,0.11,0.34,118.27,-0.02,-0.14
Australian Broad Investment-Grade Bond Index (AusBIG),325.94,-0.32,-1.04,403.06,-0.29,1.72,208.87,-0.33,-1.06
Emerging Markets Government Bond Index (EMGBI),252.79,-0.04,-0.46,141.21,0.18,0.40,161.01,-0.05,-0.59
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.06,-0.07,-0.33,156.43,0.72,-0.20,192.25,-0.09,-0.59
Emerging Markets US Dollar Government Bond Index EMUSDGBI),936.59,0.23,0.04,936.59,0.23,0.04,936.59,0.23,0.04
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,005.09",0.24,0.01,"1,005.09",0.24,0.01,"1,005.09",0.24,0.01
Debt Capacity World Government Bond Index (DCWGBI),185.58,-0.19,-0.15,177.83,-0.07,0.16,197.25,-0.19,-0.15
Time-Weighted US Fallen Angel Bond Index,845.12,0.06,-0.32,845.12,0.06,-0.32,845.12,0.06,-0.32
