,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.50,0.08,-0.34,245.54,-0.01,-0.37,278.55,0.09,-0.32
World Government Bond Index (WGBI),801.52,0.06,-0.32,"1,028.69",-0.07,-0.45,953.31,0.06,-0.30
World Government Bond Index - Developed Markets (WGBI  DM),797.52,0.06,-0.30,"1,029.24",-0.08,-0.45,956.49,0.06,-0.28
World Government Bond Index - Extended (WGBI Extended),807.77,0.05,-0.36,"1,036.10",-0.07,-0.38,951.72,0.05,-0.36
World Inflation-Linked Securities Index (WorldILSI),210.94,0.12,2.88,184.04,0.13,3.79,213.89,0.12,2.92
US Broad Investment-Grade Bond Index (USBIG),"1,935.08",0.15,-0.31,"1,935.08",0.15,-0.31,"1,935.08",0.15,-0.31
US Treasury Index,"1,659.46",0.12,-0.32,"1,659.46",0.12,-0.32,"1,659.46",0.12,-0.32
US High-Yield Market Index,"1,231.04",0.06,-0.19,"1,231.04",0.06,-0.19,"1,231.04",0.06,-0.19
US High-Yield Cash Pay Index,"1,205.53",0.06,-0.18,"1,205.53",0.06,-0.18,"1,205.53",0.06,-0.18
US High-Yield Market Capped Index,425.80,0.06,-0.21,425.80,0.06,-0.21,425.80,0.06,-0.21
US High-Yield Cash Pay Capped Index,421.62,0.06,-0.19,421.62,0.06,-0.19,421.62,0.06,-0.19
LATAM Government Bond Index (LATAMGBI),225.46,0.01,-1.07,104.60,0.08,-0.21,147.30,-0.01,-1.37
Euro Broad Investment-Grade Bond Index (EuroBIG),249.52,-0.01,-0.34,246.36,-0.18,-0.31,292.37,-0.01,-0.30
EMU Government Bond Index (EGBI),254.65,-0.03,-0.25,251.42,-0.20,-0.21,297.93,-0.03,-0.20
Eurodollar Bond Index,470.90,0.22,-0.29,470.90,0.22,-0.29,470.90,0.22,-0.29
Eurosterling Bond Index,566.55,0.28,-0.27,499.42,0.43,2.01,498.30,0.28,-0.27
Euroyen Bond Index,186.98,-0.01,-0.18,163.28,-0.55,-2.52,372.71,-0.01,-0.16
CEEMEA Government Bond Index (CEEMEAGBI),181.03,0.03,-2.10,98.32,-0.01,-1.44,131.74,0.01,-2.36
Middle East and North Africa Broad Bond Index (MENABBI),172.98,0.11,-0.46,172.98,0.11,-0.46,172.98,0.11,-0.46
Asian Government Bond Index (AGBI),193.08,0.01,-0.77,167.16,0.03,0.50,167.50,0.00,-0.92
Asian Government Extended Bond Index (AGBI-Extended),183.55,0.01,-0.70,192.22,0.07,-0.03,144.60,0.00,-0.87
AsiaPac Government Bond Index (APGBI),196.00,-0.00,-0.96,165.22,0.05,0.65,165.47,-0.01,-1.11
Asian Broad Bond Index (ABBI),225.39,-0.00,-1.13,225.39,-0.00,-1.13,225.39,-0.00,-1.13
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.12,0.02,-0.24,141.47,0.02,1.02,129.10,0.02,-0.43
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.03,0.02,-0.24,141.39,0.02,1.02,129.03,0.02,-0.44
Dim Sum (Offshore CNY) Bond Index,147.95,0.00,0.02,152.59,0.01,1.17,118.21,-0.00,-0.19
Australian Broad Investment-Grade Bond Index (AusBIG),323.22,-0.01,-1.86,404.43,0.26,2.06,207.03,-0.02,-1.93
Emerging Markets Government Bond Index (EMGBI),252.09,0.04,-0.74,141.24,0.05,0.42,160.40,0.03,-0.96
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.81,-0.04,-1.32,152.99,0.10,-2.40,190.04,-0.06,-1.73
Emerging Markets US Dollar Government Bond Index EMUSDGBI),934.83,0.36,-0.15,934.83,0.36,-0.15,934.83,0.36,-0.15
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,003.20",0.24,-0.18,"1,003.20",0.24,-0.18,"1,003.20",0.24,-0.18
Debt Capacity World Government Bond Index (DCWGBI),185.03,0.05,-0.45,177.40,-0.05,-0.08,196.67,0.05,-0.44
Time-Weighted US Fallen Angel Bond Index,848.32,0.07,0.06,848.32,0.07,0.06,848.32,0.07,0.06
