,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.42,0.23,0.03,246.40,0.28,-0.03,279.56,0.24,0.04
World Government Bond Index (WGBI),805.12,0.26,0.13,"1,033.23",0.30,-0.01,957.51,0.26,0.14
World Government Bond Index - Developed Markets (WGBI  DM),801.07,0.26,0.14,"1,033.85",0.30,-0.01,960.66,0.26,0.16
World Government Bond Index - Extended (WGBI Extended),811.41,0.24,0.09,"1,039.80",0.31,-0.02,956.00,0.24,0.09
World Inflation-Linked Securities Index (WorldILSI),210.17,0.88,2.51,182.71,1.06,3.04,213.09,0.89,2.53
US Broad Investment-Grade Bond Index (USBIG),"1,942.11",0.18,0.05,"1,942.11",0.18,0.05,"1,942.11",0.18,0.05
US Treasury Index,"1,667.28",0.17,0.15,"1,667.28",0.17,0.15,"1,667.28",0.17,0.15
US High-Yield Market Index,"1,230.88",0.28,-0.20,"1,230.88",0.28,-0.20,"1,230.88",0.28,-0.20
US High-Yield Cash Pay Index,"1,205.21",0.28,-0.20,"1,205.21",0.28,-0.20,"1,205.21",0.28,-0.20
US High-Yield Market Capped Index,425.82,0.27,-0.20,425.82,0.27,-0.20,425.82,0.27,-0.20
US High-Yield Cash Pay Capped Index,421.58,0.27,-0.20,421.58,0.27,-0.20,421.58,0.27,-0.20
LATAM Government Bond Index (LATAMGBI),228.40,0.06,0.22,105.24,0.40,0.40,149.46,0.06,0.07
Euro Broad Investment-Grade Bond Index (EuroBIG),250.43,0.33,0.02,247.15,0.46,0.02,293.36,0.33,0.04
EMU Government Bond Index (EGBI),255.77,0.39,0.19,252.43,0.52,0.19,299.17,0.39,0.21
Eurodollar Bond Index,472.27,0.22,0.00,472.27,0.22,0.00,472.27,0.22,0.00
Eurosterling Bond Index,568.07,0.40,0.00,496.80,0.76,1.47,499.66,0.41,0.00
Euroyen Bond Index,187.16,0.04,-0.09,164.22,-0.26,-1.96,373.02,0.04,-0.08
CEEMEA Government Bond Index (CEEMEAGBI),183.08,0.05,-0.99,99.40,0.31,-0.35,133.40,0.04,-1.12
Middle East and North Africa Broad Bond Index (MENABBI),172.95,0.22,-0.48,172.95,0.22,-0.48,172.95,0.22,-0.48
Asian Government Bond Index (AGBI),193.74,0.11,-0.43,166.37,0.45,0.02,168.20,0.10,-0.51
Asian Government Extended Bond Index (AGBI-Extended),183.99,0.10,-0.46,191.32,0.38,-0.50,145.08,0.09,-0.54
AsiaPac Government Bond Index (APGBI),196.93,0.13,-0.49,164.56,0.52,0.24,166.38,0.12,-0.56
Asian Broad Bond Index (ABBI),224.17,0.07,-1.67,224.17,0.07,-1.67,224.17,0.07,-1.67
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.17,0.00,-0.21,140.36,0.17,0.23,129.27,-0.00,-0.31
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.09,0.00,-0.21,140.28,0.17,0.23,129.20,-0.00,-0.31
Dim Sum (Offshore CNY) Bond Index,147.92,0.01,-0.00,151.17,-0.15,0.23,118.30,0.00,-0.12
Australian Broad Investment-Grade Bond Index (AusBIG),326.99,0.23,-0.72,404.24,0.91,2.02,209.56,0.23,-0.73
Emerging Markets Government Bond Index (EMGBI),252.89,0.03,-0.42,140.95,0.30,0.21,161.09,0.02,-0.54
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.38,-0.10,-0.26,155.32,0.23,-0.91,192.43,-0.12,-0.49
Emerging Markets US Dollar Government Bond Index EMUSDGBI),934.45,0.50,-0.19,934.45,0.50,-0.19,934.45,0.50,-0.19
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,002.67",0.55,-0.24,"1,002.67",0.55,-0.24,"1,002.67",0.55,-0.24
Debt Capacity World Government Bond Index (DCWGBI),185.92,0.28,0.04,177.97,0.44,0.23,197.62,0.28,0.04
Time-Weighted US Fallen Angel Bond Index,844.64,0.29,-0.38,844.64,0.29,-0.38,844.64,0.29,-0.38
