,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.82,-0.16,-0.21,245.68,-0.53,-0.32,278.92,-0.16,-0.19
World Government Bond Index (WGBI),802.41,-0.23,-0.21,"1,029.09",-0.69,-0.41,954.39,-0.23,-0.19
World Government Bond Index - Developed Markets (WGBI  DM),798.40,-0.24,-0.19,"1,029.74",-0.69,-0.40,957.58,-0.24,-0.17
World Government Bond Index - Extended (WGBI Extended),808.52,-0.24,-0.27,"1,036.18",-0.65,-0.37,952.61,-0.24,-0.26
World Inflation-Linked Securities Index (WorldILSI),208.97,-1.63,1.92,181.85,-2.08,2.55,211.87,-1.66,1.94
US Broad Investment-Grade Bond Index (USBIG),"1,940.98",0.05,-0.01,"1,940.98",0.05,-0.01,"1,940.98",0.05,-0.01
US Treasury Index,"1,665.20",0.02,0.02,"1,665.20",0.02,0.02,"1,665.20",0.02,0.02
US High-Yield Market Index,"1,231.36",-0.02,-0.16,"1,231.36",-0.02,-0.16,"1,231.36",-0.02,-0.16
US High-Yield Cash Pay Index,"1,205.79",-0.03,-0.15,"1,205.79",-0.03,-0.15,"1,205.79",-0.03,-0.15
US High-Yield Market Capped Index,425.85,-0.03,-0.20,425.85,-0.03,-0.20,425.85,-0.03,-0.20
US High-Yield Cash Pay Capped Index,421.65,-0.03,-0.19,421.65,-0.03,-0.19,421.65,-0.03,-0.19
LATAM Government Bond Index (LATAMGBI),225.43,0.21,-1.08,103.38,-0.56,-1.38,147.23,0.19,-1.42
Euro Broad Investment-Grade Bond Index (EuroBIG),248.78,-0.48,-0.64,245.17,-1.37,-0.79,291.53,-0.47,-0.58
EMU Government Bond Index (EGBI),253.61,-0.58,-0.66,249.92,-1.47,-0.80,296.74,-0.58,-0.60
Eurodollar Bond Index,472.82,0.05,0.12,472.82,0.05,0.12,472.82,0.05,0.12
Eurosterling Bond Index,570.11,-0.56,0.36,499.51,-1.22,2.03,501.49,-0.57,0.37
Euroyen Bond Index,187.11,-0.03,-0.12,163.72,-0.59,-2.26,372.97,-0.03,-0.09
CEEMEA Government Bond Index (CEEMEAGBI),180.76,-0.01,-2.25,97.48,-0.59,-2.27,131.50,-0.02,-2.53
Middle East and North Africa Broad Bond Index (MENABBI),173.75,0.14,-0.01,173.75,0.14,-0.01,173.75,0.14,-0.01
Asian Government Bond Index (AGBI),192.91,-0.23,-0.85,166.74,-0.18,0.24,167.31,-0.25,-1.03
Asian Government Extended Bond Index (AGBI-Extended),183.50,-0.15,-0.72,191.99,-0.10,-0.15,144.52,-0.18,-0.93
AsiaPac Government Bond Index (APGBI),195.47,-0.31,-1.23,164.52,-0.33,0.22,164.97,-0.33,-1.41
Asian Broad Bond Index (ABBI),225.60,-0.08,-1.04,225.60,-0.08,-1.04,225.60,-0.08,-1.04
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.32,0.05,-0.11,141.26,0.06,0.87,129.23,0.03,-0.34
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.23,0.05,-0.11,141.18,0.05,0.87,129.16,0.03,-0.34
Dim Sum (Offshore CNY) Bond Index,147.92,-0.02,-0.00,152.03,-0.23,0.80,118.14,-0.04,-0.25
Australian Broad Investment-Grade Bond Index (AusBIG),317.95,-0.74,-3.46,397.75,-1.25,0.38,203.52,-0.76,-3.59
Emerging Markets Government Bond Index (EMGBI),252.21,0.03,-0.69,140.64,-0.14,-0.01,160.43,0.01,-0.95
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.55,-0.17,-1.38,150.96,-0.79,-3.69,189.82,-0.20,-1.84
Emerging Markets US Dollar Government Bond Index EMUSDGBI),939.11,0.01,0.31,939.11,0.01,0.31,939.11,0.01,0.31
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,008.28",0.02,0.32,"1,008.28",0.02,0.32,"1,008.28",0.02,0.32
Debt Capacity World Government Bond Index (DCWGBI),185.11,-0.27,-0.40,177.24,-0.82,-0.17,196.76,-0.27,-0.40
Time-Weighted US Fallen Angel Bond Index,850.46,0.04,0.31,850.46,0.04,0.31,850.46,0.04,0.31
