,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.60,0.44,0.10,246.68,0.46,0.09,279.78,0.44,0.12
World Government Bond Index (WGBI),805.63,0.51,0.19,"1,034.56",0.57,0.11,958.21,0.51,0.21
World Government Bond Index - Developed Markets (WGBI  DM),801.65,0.52,0.22,"1,035.19",0.58,0.12,961.46,0.52,0.24
World Government Bond Index - Extended (WGBI Extended),811.50,0.46,0.10,"1,041.26",0.50,0.12,956.13,0.46,0.10
World Inflation-Linked Securities Index (WorldILSI),213.12,1.03,3.95,185.64,0.87,4.69,216.12,1.04,3.99
US Broad Investment-Grade Bond Index (USBIG),"1,943.58",0.44,0.13,"1,943.58",0.44,0.13,"1,943.58",0.44,0.13
US Treasury Index,"1,668.47",0.54,0.22,"1,668.47",0.54,0.22,"1,668.47",0.54,0.22
US High-Yield Market Index,"1,231.41",0.03,-0.16,"1,231.41",0.03,-0.16,"1,231.41",0.03,-0.16
US High-Yield Cash Pay Index,"1,205.89",0.03,-0.15,"1,205.89",0.03,-0.15,"1,205.89",0.03,-0.15
US High-Yield Market Capped Index,425.92,0.03,-0.18,425.92,0.03,-0.18,425.92,0.03,-0.18
US High-Yield Cash Pay Capped Index,421.74,0.03,-0.16,421.74,0.03,-0.16,421.74,0.03,-0.16
LATAM Government Bond Index (LATAMGBI),225.73,0.12,-0.95,104.68,0.08,-0.13,147.46,0.11,-1.26
Euro Broad Investment-Grade Bond Index (EuroBIG),250.56,0.42,0.07,247.42,0.43,0.13,293.59,0.42,0.12
EMU Government Bond Index (EGBI),255.94,0.51,0.25,252.73,0.52,0.31,299.44,0.51,0.31
Eurodollar Bond Index,473.30,0.51,0.22,473.30,0.51,0.22,473.30,0.51,0.22
Eurosterling Bond Index,572.68,1.08,0.81,501.96,0.51,2.53,503.79,1.10,0.83
Euroyen Bond Index,187.08,0.05,-0.13,164.13,0.52,-2.02,372.89,0.05,-0.11
CEEMEA Government Bond Index (CEEMEAGBI),181.30,0.15,-1.96,97.91,-0.41,-1.84,131.94,0.15,-2.21
Middle East and North Africa Broad Bond Index (MENABBI),173.45,0.27,-0.19,173.45,0.27,-0.19,173.45,0.27,-0.19
Asian Government Bond Index (AGBI),192.95,-0.06,-0.83,166.72,-0.26,0.23,167.38,-0.07,-0.99
Asian Government Extended Bond Index (AGBI-Extended),183.44,-0.06,-0.76,191.80,-0.22,-0.25,144.51,-0.06,-0.93
AsiaPac Government Bond Index (APGBI),195.83,-0.09,-1.05,164.77,-0.27,0.37,165.31,-0.09,-1.20
Asian Broad Bond Index (ABBI),225.72,0.14,-0.99,225.72,0.14,-0.99,225.72,0.14,-0.99
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.18,0.04,-0.20,141.30,-0.12,0.90,129.15,0.03,-0.40
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.09,0.04,-0.20,141.22,-0.12,0.90,129.07,0.03,-0.40
Dim Sum (Offshore CNY) Bond Index,147.93,-0.01,0.00,152.24,-0.23,0.94,118.18,-0.02,-0.22
Australian Broad Investment-Grade Bond Index (AusBIG),322.03,-0.37,-2.23,402.61,-0.45,1.60,206.24,-0.38,-2.31
Emerging Markets Government Bond Index (EMGBI),252.31,0.09,-0.65,140.98,-0.19,0.23,160.54,0.08,-0.88
Emerging Markets Inflation-Linked Securities Index (EMILSI),426.75,0.22,-1.10,153.05,0.04,-2.36,190.44,0.21,-1.52
Emerging Markets US Dollar Government Bond Index EMUSDGBI),938.13,0.35,0.20,938.13,0.35,0.20,938.13,0.35,0.20
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,007.01",0.38,0.20,"1,007.01",0.38,0.20,"1,007.01",0.38,0.20
Debt Capacity World Government Bond Index (DCWGBI),185.91,0.48,0.03,178.26,0.48,0.40,197.62,0.48,0.03
Time-Weighted US Fallen Angel Bond Index,849.30,0.12,0.17,849.30,0.12,0.17,849.30,0.12,0.17
