,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.84,0.25,-0.20,245.71,0.35,-0.31,278.90,0.25,-0.19
World Government Bond Index (WGBI),803.05,0.30,-0.13,"1,030.13",0.44,-0.31,955.05,0.31,-0.12
World Government Bond Index - Developed Markets (WGBI  DM),799.02,0.31,-0.11,"1,030.77",0.44,-0.30,958.19,0.31,-0.10
World Government Bond Index - Extended (WGBI Extended),809.42,0.29,-0.16,"1,036.59",0.43,-0.33,953.67,0.29,-0.15
World Inflation-Linked Securities Index (WorldILSI),208.33,0.72,1.61,180.79,0.87,1.96,211.20,0.73,1.62
US Broad Investment-Grade Bond Index (USBIG),"1,938.63",0.20,-0.13,"1,938.63",0.20,-0.13,"1,938.63",0.20,-0.13
US Treasury Index,"1,664.48",0.23,-0.02,"1,664.48",0.23,-0.02,"1,664.48",0.23,-0.02
US High-Yield Market Index,"1,227.44",0.02,-0.48,"1,227.44",0.02,-0.48,"1,227.44",0.02,-0.48
US High-Yield Cash Pay Index,"1,201.88",0.02,-0.48,"1,201.88",0.02,-0.48,"1,201.88",0.02,-0.48
US High-Yield Market Capped Index,424.67,0.02,-0.47,424.67,0.02,-0.47,424.67,0.02,-0.47
US High-Yield Cash Pay Capped Index,420.44,0.02,-0.47,420.44,0.02,-0.47,420.44,0.02,-0.47
LATAM Government Bond Index (LATAMGBI),228.26,0.21,0.16,104.83,0.64,0.00,149.37,0.20,0.01
Euro Broad Investment-Grade Bond Index (EuroBIG),249.60,0.29,-0.31,246.02,0.51,-0.44,292.39,0.29,-0.29
EMU Government Bond Index (EGBI),254.79,0.35,-0.20,251.13,0.58,-0.33,298.02,0.35,-0.17
Eurodollar Bond Index,471.24,0.24,-0.22,471.24,0.24,-0.22,471.24,0.24,-0.22
Eurosterling Bond Index,565.80,0.60,-0.40,493.06,0.83,0.71,497.65,0.61,-0.40
Euroyen Bond Index,187.09,0.03,-0.12,164.66,0.25,-1.70,372.89,0.03,-0.11
CEEMEA Government Bond Index (CEEMEAGBI),183.00,0.25,-1.04,99.09,0.51,-0.66,133.35,0.24,-1.16
Middle East and North Africa Broad Bond Index (MENABBI),172.56,0.03,-0.70,172.56,0.03,-0.70,172.56,0.03,-0.70
Asian Government Bond Index (AGBI),193.52,0.06,-0.54,165.63,0.27,-0.43,168.03,0.05,-0.61
Asian Government Extended Bond Index (AGBI-Extended),183.81,0.02,-0.55,190.59,0.21,-0.88,144.95,0.01,-0.63
AsiaPac Government Bond Index (APGBI),196.67,0.08,-0.62,163.71,0.29,-0.27,166.17,0.07,-0.69
Asian Broad Bond Index (ABBI),224.01,0.15,-1.74,224.01,0.15,-1.74,224.01,0.15,-1.74
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.17,-0.03,-0.21,140.11,0.15,0.05,129.27,-0.04,-0.30
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.09,-0.03,-0.21,140.04,0.15,0.05,129.20,-0.04,-0.31
Dim Sum (Offshore CNY) Bond Index,147.91,-0.04,-0.01,151.39,0.30,0.38,118.30,-0.05,-0.12
Australian Broad Investment-Grade Bond Index (AusBIG),326.24,0.25,-0.95,400.60,0.46,1.10,209.08,0.25,-0.96
Emerging Markets Government Bond Index (EMGBI),252.82,0.08,-0.45,140.53,0.29,-0.09,161.05,0.07,-0.56
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.83,-0.09,-0.15,154.97,0.04,-1.13,192.67,-0.11,-0.37
Emerging Markets US Dollar Government Bond Index EMUSDGBI),929.76,0.09,-0.69,929.76,0.09,-0.69,929.76,0.09,-0.69
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),997.18,0.07,-0.78,997.18,0.07,-0.78,997.18,0.07,-0.78
Debt Capacity World Government Bond Index (DCWGBI),185.40,0.33,-0.25,177.19,0.50,-0.21,197.06,0.33,-0.25
Time-Weighted US Fallen Angel Bond Index,842.18,0.01,-0.67,842.18,0.01,-0.67,842.18,0.01,-0.67
