,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.22,-0.15,-0.05,247.00,0.13,0.22,279.35,-0.15,-0.03
World Government Bond Index (WGBI),804.28,-0.17,0.03,"1,036.25",0.16,0.28,956.61,-0.17,0.04
World Government Bond Index - Developed Markets (WGBI  DM),800.30,-0.17,0.05,"1,036.94",0.17,0.29,959.85,-0.17,0.07
World Government Bond Index - Extended (WGBI Extended),810.43,-0.13,-0.03,"1,043.01",0.17,0.29,954.87,-0.13,-0.03
World Inflation-Linked Securities Index (WorldILSI),212.43,-0.32,3.61,185.72,0.04,4.74,215.46,-0.31,3.67
US Broad Investment-Grade Bond Index (USBIG),"1,939.93",-0.19,-0.06,"1,939.93",-0.19,-0.06,"1,939.93",-0.19,-0.06
US Treasury Index,"1,664.81",-0.22,0.00,"1,664.81",-0.22,0.00,"1,664.81",-0.22,0.00
US High-Yield Market Index,"1,231.67",0.02,-0.14,"1,231.67",0.02,-0.14,"1,231.67",0.02,-0.14
US High-Yield Cash Pay Index,"1,206.14",0.02,-0.13,"1,206.14",0.02,-0.13,"1,206.14",0.02,-0.13
US High-Yield Market Capped Index,425.96,0.01,-0.17,425.96,0.01,-0.17,425.96,0.01,-0.17
US High-Yield Cash Pay Capped Index,421.77,0.01,-0.16,421.77,0.01,-0.16,421.77,0.01,-0.16
LATAM Government Bond Index (LATAMGBI),224.95,-0.35,-1.29,103.96,-0.69,-0.82,146.95,-0.35,-1.61
Euro Broad Investment-Grade Bond Index (EuroBIG),249.98,-0.23,-0.16,248.57,0.46,0.59,292.92,-0.23,-0.11
EMU Government Bond Index (EGBI),255.09,-0.33,-0.08,253.65,0.36,0.67,298.46,-0.33,-0.02
Eurodollar Bond Index,472.57,-0.16,0.06,472.57,-0.16,0.06,472.57,-0.16,0.06
Eurosterling Bond Index,573.32,0.11,0.92,505.67,0.74,3.29,504.38,0.12,0.95
Euroyen Bond Index,187.17,0.05,-0.09,164.69,0.34,-1.68,373.07,0.05,-0.06
CEEMEA Government Bond Index (CEEMEAGBI),180.78,-0.29,-2.24,98.07,0.16,-1.69,131.52,-0.32,-2.52
Middle East and North Africa Broad Bond Index (MENABBI),173.50,0.03,-0.16,173.50,0.03,-0.16,173.50,0.03,-0.16
Asian Government Bond Index (AGBI),193.36,0.21,-0.62,167.03,0.19,0.42,167.73,0.21,-0.79
Asian Government Extended Bond Index (AGBI-Extended),183.79,0.19,-0.57,192.18,0.20,-0.05,144.78,0.18,-0.75
AsiaPac Government Bond Index (APGBI),196.08,0.13,-0.92,165.07,0.18,0.56,165.51,0.12,-1.08
Asian Broad Bond Index (ABBI),225.78,0.03,-0.96,225.78,0.03,-0.96,225.78,0.03,-0.96
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.24,0.04,-0.16,141.18,-0.08,0.82,129.20,0.04,-0.36
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.16,0.04,-0.16,141.10,-0.09,0.81,129.12,0.04,-0.37
Dim Sum (Offshore CNY) Bond Index,147.94,0.01,0.01,152.38,0.09,1.03,118.18,0.00,-0.21
Australian Broad Investment-Grade Bond Index (AusBIG),320.33,-0.53,-2.74,402.78,0.04,1.65,205.07,-0.57,-2.86
Emerging Markets Government Bond Index (EMGBI),252.13,-0.07,-0.72,140.83,-0.11,0.12,160.40,-0.08,-0.96
Emerging Markets Inflation-Linked Securities Index (EMILSI),426.26,-0.11,-1.21,152.16,-0.58,-2.93,190.21,-0.12,-1.64
Emerging Markets US Dollar Government Bond Index EMUSDGBI),938.97,0.09,0.29,938.97,0.09,0.29,938.97,0.09,0.29
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,008.10",0.11,0.30,"1,008.10",0.11,0.30,"1,008.10",0.11,0.30
Debt Capacity World Government Bond Index (DCWGBI),185.60,-0.16,-0.14,178.71,0.25,0.65,197.29,-0.17,-0.13
Time-Weighted US Fallen Angel Bond Index,850.15,0.10,0.27,850.15,0.10,0.27,850.15,0.10,0.27
