,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.09,-0.08,-0.50,244.96,-0.18,-0.61,278.06,-0.07,-0.50
World Government Bond Index (WGBI),800.10,-0.10,-0.49,"1,026.26",-0.28,-0.69,951.51,-0.10,-0.49
World Government Bond Index - Developed Markets (WGBI  DM),796.04,-0.10,-0.48,"1,026.90",-0.29,-0.68,954.60,-0.10,-0.48
World Government Bond Index - Extended (WGBI Extended),806.74,-0.10,-0.49,"1,033.13",-0.26,-0.66,950.49,-0.10,-0.49
World Inflation-Linked Securities Index (WorldILSI),205.56,-0.09,0.26,178.30,-0.15,0.55,208.36,-0.10,0.26
US Broad Investment-Grade Bond Index (USBIG),"1,932.00",0.02,-0.47,"1,932.00",0.02,-0.47,"1,932.00",0.02,-0.47
US Treasury Index,"1,657.96",0.01,-0.41,"1,657.96",0.01,-0.41,"1,657.96",0.01,-0.41
US High-Yield Market Index,"1,230.07",0.05,-0.27,"1,230.07",0.05,-0.27,"1,230.07",0.05,-0.27
US High-Yield Cash Pay Index,"1,204.47",0.05,-0.26,"1,204.47",0.05,-0.26,"1,204.47",0.05,-0.26
US High-Yield Market Capped Index,425.57,0.05,-0.26,425.57,0.05,-0.26,425.57,0.05,-0.26
US High-Yield Cash Pay Capped Index,421.34,0.05,-0.26,421.34,0.05,-0.26,421.34,0.05,-0.26
LATAM Government Bond Index (LATAMGBI),228.09,0.01,0.09,104.32,-0.14,-0.48,149.29,-0.02,-0.04
Euro Broad Investment-Grade Bond Index (EuroBIG),249.20,-0.20,-0.47,245.58,-0.21,-0.62,291.91,-0.20,-0.45
EMU Government Bond Index (EGBI),254.14,-0.21,-0.45,250.45,-0.22,-0.60,297.25,-0.20,-0.43
Eurodollar Bond Index,469.02,0.03,-0.69,469.02,0.03,-0.69,469.02,0.03,-0.69
Eurosterling Bond Index,560.70,-0.18,-1.30,488.36,-0.26,-0.25,493.11,-0.18,-1.31
Euroyen Bond Index,187.13,-0.05,-0.11,164.79,-1.15,-1.62,372.94,-0.04,-0.10
CEEMEA Government Bond Index (CEEMEAGBI),182.92,-0.22,-1.09,98.98,-0.12,-0.77,133.31,-0.25,-1.19
Middle East and North Africa Broad Bond Index (MENABBI),172.56,0.03,-0.70,172.56,0.03,-0.70,172.56,0.03,-0.70
Asian Government Bond Index (AGBI),193.62,-0.15,-0.49,165.69,-0.05,-0.39,168.14,-0.17,-0.55
Asian Government Extended Bond Index (AGBI-Extended),184.05,-0.12,-0.43,190.86,-0.17,-0.74,145.15,-0.14,-0.50
AsiaPac Government Bond Index (APGBI),196.72,-0.19,-0.60,163.71,-0.02,-0.27,166.22,-0.20,-0.65
Asian Broad Bond Index (ABBI),225.16,0.03,-1.23,225.16,0.03,-1.23,225.16,0.03,-1.23
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.15,-0.16,-0.22,140.26,0.02,0.16,129.27,-0.18,-0.30
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.07,-0.16,-0.22,140.18,0.02,0.16,129.20,-0.18,-0.30
Dim Sum (Offshore CNY) Bond Index,148.03,0.02,0.07,150.98,-0.07,0.10,118.41,-0.00,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),325.44,-0.36,-1.19,399.34,0.33,0.78,208.55,-0.37,-1.21
Emerging Markets Government Bond Index (EMGBI),252.76,-0.17,-0.47,140.40,-0.08,-0.18,161.05,-0.19,-0.56
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.65,0.05,0.04,155.36,-0.18,-0.88,193.10,-0.00,-0.15
Emerging Markets US Dollar Government Bond Index EMUSDGBI),930.84,0.04,-0.57,930.84,0.04,-0.57,930.84,0.04,-0.57
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),998.35,0.04,-0.67,998.35,0.04,-0.67,998.35,0.04,-0.67
Debt Capacity World Government Bond Index (DCWGBI),184.74,-0.15,-0.60,176.48,-0.25,-0.60,196.37,-0.15,-0.60
Time-Weighted US Fallen Angel Bond Index,843.60,0.04,-0.50,843.60,0.04,-0.50,843.60,0.04,-0.50
